"Stars","ElapsedTime","Interest","Contributors","CommunityInterest","ExternalContributors","DeveloperExperience","OwnerEngagement","OwnerSpectrum","TotalVertices","C1C1","C1C2","C1C3","C1C4","C2C2","C2C3","C2C4","C3C3","C3C4","C4C4","RepeatInteractions","total.distinct","TotalEdges"
5,399.489,13,6,7,5,10,5,0,6,17,1,0,11,0,0,1,0,0,0,6,9,15
1,135.92,11,4,10,3,331,99,0,4,1,0,0,10,0,0,1,0,0,1,4,2,6
2,158.023,9,5,6,4,331,99,0,5,2,0,0,6,0,0,0,0,1,4,8,2,10
6,151.942,5,3,4,2,331,99,0,3,0,0,0,4,0,0,0,0,0,1,3,0,3
3,594.167,7,5,4,4,331,99,0,5,1,0,0,6,0,0,0,0,0,5,5,5,10
2,141.474,5,3,4,2,331,99,0,3,0,0,0,3,0,0,0,0,0,1,2,1,3
1,137.043,5,3,2,2,331,99,0,3,0,0,0,0,0,0,1,0,3,1,3,0,3
31,455.229,20,16,16,15,115,96,66,16,61,6,6,60,0,1,0,0,3,6,17,103,120
6,241.485,10,5,6,4,92,138,8,5,0,1,0,15,0,0,2,0,0,8,10,0,10
1,132.862,5,3,4,2,331,99,0,3,0,0,0,4,0,0,0,0,0,1,3,0,3
2,132.082,4,3,2,2,331,99,0,3,0,0,0,0,0,0,0,0,0,4,2,1,3
9,122.029,4,3,3,2,331,99,0,3,0,0,0,3,0,0,0,0,0,1,3,0,3
2,122.015,5,3,3,2,331,99,0,3,0,0,0,0,0,0,0,0,0,5,3,0,3
22,234.17,19,7,13,6,118,84,22,7,9,1,1,25,0,0,3,0,1,5,12,9,21
6,305.806,5,4,2,3,97,40,4,4,0,0,0,4,0,0,0,0,0,4,4,2,6
412,59.417,25,20,25,20,2,0,0,20,194,4,23,0,0,0,0,0,0,0,25,165,190
1,122.062,4,3,3,2,331,99,0,3,0,0,0,3,0,0,0,0,0,1,3,0,3
8,389.353,5,5,5,5,17623,0,0,5,6,0,0,4,0,0,0,0,0,0,0,10,10
2,229.431,4,3,1,2,21,126,117,3,0,0,0,3,0,0,0,0,0,1,3,0,3
1,122.017,6,4,5,3,331,99,0,4,0,0,0,2,0,0,1,0,0,5,6,0,6
60,410.535,25,22,23,21,331,99,0,22,202,0,0,45,0,0,0,0,0,2,18,213,231
4,160.686,9,5,4,4,77,114,21,5,0,0,0,0,0,0,0,0,0,15,8,2,10
17,391.358,25,8,16,7,249,375,145,8,20,0,1,53,0,0,1,0,1,17,18,10,28
3,24.705,13,3,8,2,10,69,65,3,1,0,0,5,0,0,2,0,4,4,3,0,3
19,563.221,10,10,10,10,17623,0,0,10,45,0,0,0,0,0,0,0,0,0,0,45,45
7,295.083,6,4,4,4,97,40,4,4,1,0,0,8,0,0,0,0,0,3,5,1,6
8,306.595,11,5,9,5,118,84,22,5,14,0,0,12,0,0,0,0,0,0,8,2,10
2,220.261,6,3,1,2,118,84,22,3,0,0,0,5,0,0,0,0,0,4,2,1,3
4,74.17,3,3,1,2,331,99,0,3,0,0,0,2,0,0,0,0,0,1,1,2,3
33,129.245,21,17,20,17,40,111,100,17,122,14,11,25,0,1,0,0,1,0,29,107,136
2,215.018,7,4,4,3,2,4,0,4,2,0,0,6,0,0,1,0,0,1,6,0,6
246,110.065,25,24,25,24,92,138,8,24,229,35,1,21,1,0,2,0,0,0,13,263,276
1,215.944,4,3,1,2,118,84,22,3,0,0,0,2,0,0,0,0,0,3,3,0,3
2,143.171,5,3,5,3,17623,0,0,3,4,2,0,0,0,0,0,0,0,0,3,0,3
8,331.093,13,5,7,4,57,255,183,5,16,0,0,17,0,0,3,0,0,0,8,2,10
29,523.207,22,18,20,17,331,99,0,18,126,0,0,39,0,0,0,0,0,2,13,140,153
1,102.837,3,3,2,2,331,99,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3
1,102.818,5,3,3,2,331,99,0,3,0,0,0,3,0,0,0,0,0,1,2,1,3
9,211.981,13,5,7,4,92,138,8,5,1,0,4,9,0,0,2,0,2,4,7,3,10
35,93.489,4,3,3,2,331,99,0,3,0,0,0,3,0,0,0,0,0,1,2,1,3
4,479.279,5,5,3,4,92,138,8,5,3,0,0,6,0,0,0,0,0,1,2,8,10
4,10.111,7,3,3,2,57,255,183,3,1,0,0,7,0,0,0,0,0,0,2,1,3
25,281.011,10,8,10,8,17623,0,0,8,38,0,0,0,0,0,0,0,0,0,5,23,28
4,251.201,22,7,11,6,92,138,8,7,13,0,2,26,0,0,0,0,2,8,6,15,21
22,226.8,19,8,13,7,104,18,6,8,22,0,4,23,0,0,1,0,3,2,6,22,28
19,230.484,6,4,2,3,118,84,22,4,0,0,0,3,0,0,0,0,0,5,3,3,6
2,371.686,5,5,4,4,331,99,0,5,3,0,0,6,0,0,0,0,0,1,1,9,10
783,47.056,25,15,25,15,17623,0,0,15,138,14,19,0,0,3,0,0,0,0,27,78,105
1,53.014,5,3,4,2,331,99,0,3,0,0,0,0,0,0,0,0,3,2,3,0,3
1,84.15,3,3,2,2,331,99,0,3,0,0,0,0,0,0,0,0,1,2,3,0,3
5,328.094,14,6,8,5,92,138,8,6,8,0,0,27,0,0,0,0,0,6,8,7,15
108,117.936,25,16,25,16,36,6,2,16,157,13,0,0,0,0,0,0,0,0,33,87,120
1,187.21,6,3,1,2,249,375,145,3,0,0,0,0,0,0,0,0,0,6,2,1,3
1,368.033,9,4,1,3,97,40,4,4,0,0,0,3,0,0,0,0,2,10,3,3,6
57,366.453,19,15,16,14,104,18,6,15,87,0,0,46,0,0,0,0,0,3,31,74,105
2,67.038,11,4,10,3,331,99,0,4,0,0,1,8,0,0,2,0,1,1,6,0,6
1,70.365,3,3,2,2,331,99,0,3,0,0,0,0,0,0,0,0,1,2,1,2,3
4,42.904,5,3,2,2,4,3,1,3,6,0,0,0,0,0,0,0,0,0,3,0,3
33,341.85,25,18,23,17,331,99,0,18,145,0,0,41,0,0,0,0,0,1,35,118,153
23,376.001,9,8,9,8,17623,0,0,8,14,1,0,13,0,0,0,0,0,1,7,21,28
5,391.793,11,6,6,5,92,138,8,6,8,0,0,15,0,0,0,0,0,4,5,10,15
11,14.3,10,4,9,4,17623,0,0,4,0,2,0,11,0,0,2,0,1,2,4,2,6
3,123.567,6,5,5,4,331,99,0,5,3,0,0,7,0,0,0,0,0,1,2,8,10
7,364.387,14,9,11,8,5,5,0,9,15,10,2,31,0,1,4,0,0,2,21,15,36
7234,147.455,25,17,25,17,36,6,2,17,156,21,0,0,0,0,0,0,0,0,19,117,136
2,71.309,8,4,4,3,57,255,183,4,3,0,0,12,0,0,0,0,0,0,3,3,6
11,158.818,11,5,6,4,249,375,145,5,6,0,0,10,0,0,0,0,0,0,1,9,10
2,161.091,7,3,2,2,118,84,22,3,0,0,0,4,0,0,0,0,0,4,3,0,3
3,515.301,10,7,9,6,122,292,277,7,10,0,0,22,0,0,0,0,0,4,6,15,21
56,6.438,25,10,21,9,92,138,8,10,27,18,0,48,1,0,7,0,0,9,32,13,45
1,50.314,3,3,2,2,331,99,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3
1,50.299,7,3,6,2,331,99,0,3,0,0,0,0,0,0,0,0,0,6,3,0,3
3,182.862,5,3,5,3,17623,0,0,3,3,0,0,2,0,0,0,0,0,0,1,2,3
16,495.964,23,12,16,11,118,84,22,12,42,0,0,32,0,0,4,0,4,6,11,55,66
102,182.689,25,20,25,20,17623,0,0,20,161,49,4,0,1,0,0,0,0,0,24,166,190
1,41.06,6,3,5,2,331,99,0,3,0,0,0,5,0,0,0,0,0,1,3,0,3
1,46.145,5,3,4,2,331,99,0,3,0,0,0,0,0,0,0,0,0,5,3,0,3
1,46.15,3,3,2,2,331,99,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3
1,44.285,3,3,2,2,331,99,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3
12,225.884,13,6,7,5,24,45,39,6,4,0,0,17,0,0,0,0,0,6,9,6,15
54,224.144,25,13,22,12,97,40,4,13,52,6,2,47,0,0,2,0,2,6,31,47,78
8,78.019,15,6,13,6,23,0,0,6,1,3,1,8,0,2,5,0,5,6,15,0,15
7,241.752,6,3,3,2,19,5,3,3,4,0,0,5,0,0,0,0,0,0,3,0,3
1,0.458,3,3,2,2,40,1,0,3,1,0,0,2,0,0,0,0,0,0,0,3,3
7,144.086,11,4,4,3,249,375,145,4,5,0,0,16,0,0,0,0,0,0,5,1,6
1,210.892,7,4,3,3,57,255,183,4,3,0,0,8,0,0,0,0,0,0,3,3,6
20,305.538,15,10,9,9,118,84,22,10,23,0,0,28,0,0,0,0,0,8,11,34,45
7,385.009,11,5,10,5,23,0,0,5,6,3,0,10,0,0,0,0,0,0,6,4,10
11,190.869,7,6,5,5,57,255,183,6,10,0,0,6,0,0,0,0,0,0,4,11,15
6,230.682,8,7,4,6,97,40,4,7,9,0,0,12,0,0,0,0,0,3,3,18,21
5,200.772,4,3,1,2,249,375,145,3,0,0,0,2,0,0,0,0,0,2,1,2,3
37,158.098,25,23,25,23,17623,0,0,23,249,6,0,0,0,0,0,0,0,0,1,252,253
16,286.84,21,14,20,14,331,99,0,14,101,0,0,28,0,0,0,0,0,0,30,61,91
14,209.907,10,6,8,5,104,18,6,6,15,1,2,6,0,0,0,0,0,0,4,11,15
7,123.343,11,8,5,7,5,5,0,8,14,3,0,12,0,0,1,0,0,0,9,19,28
4,117.867,5,3,1,2,118,84,22,3,0,0,0,0,0,0,0,0,2,5,3,0,3
5,177.838,9,3,7,3,17623,0,0,3,0,0,0,6,0,0,1,0,0,2,2,1,3
4,112.328,4,3,1,2,5,5,0,3,0,1,0,3,0,0,1,0,0,0,2,1,3
10,407.968,11,11,8,10,17,17,5,11,28,0,0,23,0,0,0,0,0,2,10,45,55
37,180.598,7,6,7,6,17623,0,0,6,17,0,0,0,0,0,0,0,0,0,2,13,15
27,421.062,25,16,16,15,92,138,8,16,97,13,1,57,0,0,2,0,0,8,34,86,120
867,24.67,25,24,24,24,56,0,0,24,266,0,0,24,0,0,0,0,0,0,14,262,276
4,287.196,8,4,3,3,97,40,4,4,1,1,0,4,0,0,1,0,1,2,1,5,6
5,195.334,5,4,4,4,17623,0,0,4,2,0,1,4,0,0,0,0,0,1,2,4,6
1,132.145,6,3,1,2,92,138,8,3,0,0,0,2,0,0,0,0,0,3,1,2,3
15,116.153,21,7,10,6,92,138,8,7,10,0,0,24,0,0,0,0,0,14,16,5,21
2,220.042,12,4,4,3,249,375,145,4,2,0,0,8,0,0,0,0,0,7,6,0,6
6,160.033,6,4,2,3,249,375,145,4,1,0,0,4,0,0,0,0,0,3,1,5,6
1,87.422,9,3,2,2,57,255,183,3,0,0,0,9,0,0,0,0,0,6,3,0,3
204,21.004,25,12,24,12,23,0,0,12,41,8,9,42,0,1,2,0,2,7,16,50,66
1,157.201,3,3,0,2,97,40,4,3,0,0,0,0,0,0,2,0,0,0,2,1,3
1,157.206,3,3,0,2,97,40,4,3,0,0,0,0,0,0,2,0,0,1,1,2,3
13,125.466,6,4,5,4,40,111,100,4,3,0,0,7,0,0,0,0,0,0,3,3,6
15,238.715,15,14,12,13,57,255,183,14,59,0,0,31,0,0,2,0,0,2,8,83,91
442,98.466,25,17,18,16,92,138,8,17,116,16,0,65,0,0,8,0,0,0,30,106,136
3,15.757,13,6,6,5,57,255,183,6,7,0,0,20,0,0,0,0,0,1,3,12,15
3,148.252,14,5,10,4,40,111,100,5,2,0,1,15,0,0,1,0,3,4,6,4,10
10,120.246,10,6,6,5,57,255,183,6,6,2,4,16,0,0,1,0,4,0,7,8,15
3,253.827,12,5,5,4,92,138,8,5,1,0,0,6,0,0,0,0,0,12,3,7,10
4,120.46,6,3,3,2,249,375,145,3,0,0,0,5,0,0,0,0,0,2,3,0,3
13,72.886,23,7,11,6,92,138,8,7,24,4,0,30,0,0,2,0,0,11,11,10,21
6,301.23,10,3,3,2,249,375,145,3,1,0,0,9,0,0,0,0,0,0,1,2,3
6,217.965,11,6,8,5,97,40,4,6,8,0,0,16,0,0,0,0,0,2,6,9,15
1,42.613,3,3,2,2,40,111,100,3,0,0,0,2,0,0,0,0,0,1,1,2,3
1,7.866,5,3,1,2,118,84,22,3,0,0,0,2,0,0,0,0,0,3,1,2,3
54,321.611,18,9,11,8,92,138,8,9,31,0,5,14,0,0,0,0,3,0,7,29,36
35,72.386,6,4,3,3,57,255,183,4,3,0,0,7,0,0,0,0,0,0,2,4,6
6,0.827,6,3,6,3,17623,0,0,3,3,0,0,4,0,0,0,0,0,0,3,0,3
2,98.568,8,3,3,2,57,255,183,3,1,0,0,7,0,0,0,0,0,0,1,2,3
99,253.437,25,24,23,24,8,2,0,24,219,0,0,65,0,0,0,0,0,3,31,245,276
13,124.975,18,11,13,10,77,114,21,11,45,1,0,41,0,0,2,0,0,1,21,34,55
1,69.98,4,3,1,2,77,114,21,3,0,0,0,2,0,0,0,0,0,2,3,0,3
19,219.559,4,4,1,3,97,40,4,4,0,0,0,3,0,0,0,0,0,3,3,3,6
1,64.879,5,3,2,2,77,114,21,3,1,1,1,0,0,0,0,0,0,2,3,0,3
3,63.906,12,4,4,3,77,114,21,4,2,0,4,16,0,0,0,0,2,6,6,0,6
1,64.906,6,3,3,2,77,114,21,3,1,0,0,2,0,1,1,0,0,3,3,0,3
3,47.071,4,3,1,2,77,114,21,3,0,0,0,0,0,0,1,0,1,1,2,1,3
1,278.898,3,3,0,3,77,114,21,3,0,0,0,0,0,0,0,0,0,3,3,0,3
1,62.131,4,3,0,2,57,255,183,3,0,0,0,0,0,0,0,0,0,5,3,0,3
3,177.604,8,4,3,3,21,126,117,4,1,0,0,9,0,0,0,0,0,4,4,2,6
2,135.094,4,4,2,3,87,5,4,4,1,1,1,2,0,0,1,0,0,0,0,6,6
4,91.845,10,3,4,2,249,375,145,3,1,0,0,9,0,0,0,0,0,0,1,2,3
1,40.04,3,3,1,2,40,111,100,3,0,0,0,2,0,0,0,0,0,1,1,2,3
2,16.159,9,4,7,3,6,2,0,4,2,0,0,10,0,0,0,0,0,2,6,0,6
1,40.062,4,3,1,3,17623,0,0,3,0,0,0,3,0,0,0,0,0,2,2,1,3
2,277.931,4,3,2,3,17623,0,0,3,0,0,0,0,0,0,0,0,1,2,2,1,3
7,112.912,25,9,24,9,104,18,6,9,51,7,21,18,0,2,2,2,2,0,25,11,36
3,113.918,5,4,3,3,249,375,145,4,3,0,0,5,0,0,0,0,0,0,2,4,6
3,271.67,10,4,7,4,17623,0,0,4,0,0,0,0,0,0,0,0,3,9,6,0,6
2,124.711,6,5,5,5,17623,0,0,5,1,0,0,8,0,0,0,0,0,4,7,3,10
1,146.199,3,3,1,2,57,255,183,3,0,0,0,0,0,0,0,0,0,2,2,1,3
5,46.755,6,6,6,6,17623,0,0,6,10,0,0,5,0,0,0,0,0,0,0,15,15
15,134.125,10,6,6,5,97,40,4,6,3,1,3,7,0,0,2,0,4,3,4,11,15
2,133.138,6,4,0,3,97,40,4,4,0,0,0,0,0,0,0,0,0,9,5,1,6
1,0.245,6,3,2,2,249,375,145,3,0,0,0,2,0,0,0,0,0,4,1,2,3
2,184.123,8,3,6,2,71,33,6,3,0,0,0,7,0,0,0,0,0,2,3,0,3
6,246.748,7,5,4,4,71,33,6,5,0,0,0,5,0,0,0,0,0,11,10,0,10
3,256.818,6,3,1,2,77,114,21,3,0,0,0,0,0,0,0,0,0,6,3,0,3
4,134.192,6,3,5,3,17623,0,0,3,1,0,0,5,0,0,0,0,0,0,1,2,3
2,250.672,4,4,3,4,17623,0,0,4,0,0,0,3,0,0,0,0,0,3,5,1,6
2,249.922,4,3,1,2,77,114,21,3,0,0,0,0,0,0,0,0,0,5,3,0,3
2,169.127,6,4,3,3,71,33,6,4,0,0,0,5,0,0,0,0,0,6,5,1,6
4,247,4,3,2,3,17623,0,0,3,0,0,0,0,0,0,0,0,1,3,3,0,3
2,169.208,11,5,9,4,71,33,6,5,0,0,0,13,0,0,0,0,0,13,10,0,10
1,245.45,12,6,5,5,115,96,66,6,3,0,0,26,0,0,0,0,0,12,9,6,15
5,203.994,6,4,4,3,12,1,0,4,6,0,0,5,0,0,0,0,0,0,3,3,6
1,65.368,3,3,1,2,77,114,21,3,0,0,0,0,0,0,0,0,0,3,2,1,3
1,236.798,4,4,0,3,77,114,21,4,0,0,0,0,0,0,0,0,0,5,5,1,6
19,11.005,25,10,22,10,40,111,100,10,22,4,4,62,0,0,9,0,9,26,36,9,45
2,152.874,6,4,3,3,115,96,66,4,0,0,0,4,0,0,1,0,0,4,5,1,6
1,151.213,7,4,3,3,115,96,66,4,0,0,0,0,0,0,0,0,0,8,3,3,6
3,226.637,15,7,8,6,71,33,6,7,1,0,0,12,0,0,0,0,0,23,11,10,21
25,249.951,13,10,9,9,115,96,66,10,22,0,0,25,0,0,0,0,0,3,11,34,45
20,227.945,17,14,16,14,17623,0,0,14,47,0,9,49,0,0,0,0,1,7,30,61,91
19,75.141,25,9,13,8,92,138,8,9,31,5,0,42,0,0,4,0,0,11,17,19,36
62,220.267,11,8,8,7,40,111,100,8,11,0,4,16,0,0,0,0,2,3,13,15,28
2,92.099,6,3,1,2,97,40,4,3,0,0,0,0,0,0,0,0,0,9,3,0,3
1,211.234,7,3,2,2,115,96,66,3,0,0,0,2,0,0,0,0,0,3,1,2,3
2,125.948,15,5,8,4,249,375,145,5,3,0,0,11,0,0,1,0,1,1,7,3,10
3,140.962,10,5,7,4,71,33,6,5,0,0,0,0,0,0,0,0,3,17,10,0,10
1,260.282,8,5,5,4,115,96,66,5,1,0,0,9,0,0,0,0,0,5,6,4,10
5,197.038,5,4,2,3,71,33,6,4,0,0,0,4,0,0,0,0,0,2,5,1,6
1,208.641,5,5,3,5,17623,0,0,5,0,0,0,0,0,0,0,0,0,10,10,0,10
8,170.862,7,5,6,5,17623,0,0,5,5,0,0,8,0,0,0,0,0,2,5,5,10
3,118.059,15,6,12,5,115,96,66,6,5,0,0,23,0,0,1,0,0,4,13,2,15
11,103.137,18,10,15,9,97,40,4,10,45,5,2,26,0,0,1,0,2,2,19,26,45
1,12.728,12,4,10,3,5,5,0,4,0,1,4,5,0,1,5,0,5,1,6,0,6
2,68.613,4,3,1,2,77,114,21,3,0,0,0,0,0,0,0,0,0,4,3,0,3
1,201.76,8,4,1,3,77,114,21,4,0,0,0,0,0,0,0,0,0,9,6,0,6
2,140.638,10,3,3,2,71,33,6,3,0,0,0,4,0,0,1,0,2,1,3,0,3
2,196.143,6,4,0,3,57,255,183,4,0,0,0,0,0,0,0,0,0,7,5,1,6
11,69.485,10,7,7,6,97,40,4,7,10,0,0,15,0,0,0,0,0,2,9,12,21
1,194.841,6,5,2,5,17623,0,0,5,1,0,0,6,0,0,0,0,0,3,6,4,10
1,28.967,12,5,6,4,92,138,8,5,9,0,0,12,0,0,0,0,0,5,5,5,10
1,102.016,3,3,2,2,115,96,66,3,0,0,0,2,0,0,0,0,0,1,1,2,3
1,8.026,5,3,5,3,17623,0,0,3,1,0,0,2,0,0,0,0,0,0,0,3,3
4,49.131,7,4,5,4,17623,0,0,4,1,0,0,8,0,0,0,0,0,2,4,2,6
1,209.936,6,5,1,4,77,114,21,5,0,0,0,4,0,0,0,0,0,5,8,2,10
12,174.875,9,6,5,5,77,114,21,6,0,0,0,6,0,0,0,0,0,13,12,3,15
1,41.805,8,5,3,4,77,114,21,5,0,0,0,7,0,0,0,0,0,5,7,3,10
15,108.136,19,12,13,11,249,375,145,12,59,0,0,32,0,0,0,0,0,0,9,57,66
6,197.914,20,13,19,12,71,33,6,13,29,0,0,46,0,0,0,0,0,17,23,55,78
3,1.318,3,3,1,2,249,375,145,3,0,0,0,0,0,0,0,0,0,3,2,1,3
2,162.25,6,4,4,3,40,111,100,4,3,0,0,5,0,0,0,0,0,0,1,5,6
2,181.308,4,3,1,2,77,114,21,3,0,0,0,0,0,0,0,0,0,4,3,0,3
2,17.459,4,3,2,2,57,255,183,3,1,0,0,4,0,0,0,0,0,0,2,1,3
6,6.749,10,8,8,7,57,255,183,8,27,0,0,12,0,0,0,0,0,0,10,18,28
165,23.127,25,21,23,21,56,0,0,21,204,0,0,29,0,0,0,0,0,0,21,189,210
1,100.279,9,4,3,3,77,114,21,4,0,0,0,9,0,0,0,0,0,7,6,0,6
1,149.134,8,4,0,3,17,17,5,4,0,0,0,0,0,0,0,0,3,10,4,2,6
2,148.777,3,3,2,3,17623,0,0,3,0,0,0,2,0,0,0,0,0,1,2,1,3
1,7.426,5,3,1,2,92,138,8,3,0,0,0,2,0,0,0,0,0,3,1,2,3
2,146.821,4,3,0,2,77,114,21,3,0,0,0,0,0,0,0,0,0,4,3,0,3
8,54.801,13,5,9,4,115,96,66,5,5,0,2,12,0,0,0,0,1,1,9,1,10
1,4.473,4,3,1,2,92,138,8,3,0,0,0,2,0,0,0,0,0,2,1,2,3
1,16.009,9,5,4,4,36,6,2,5,10,2,3,6,0,0,1,0,1,0,7,3,10
1,54.667,6,3,5,2,115,96,66,3,0,0,0,3,0,1,0,0,1,0,3,0,3
6,95.486,20,13,18,12,115,96,66,13,64,7,0,26,0,0,1,0,0,0,19,59,78
10,135.626,14,5,2,4,77,114,21,5,0,0,0,15,0,0,0,0,0,22,10,0,10
2,52.691,4,3,3,2,115,96,66,3,0,1,0,1,0,0,2,0,0,0,2,1,3
1,100.299,5,3,0,2,17,17,5,3,0,0,0,0,0,0,2,0,0,3,3,0,3
1,50.061,6,4,4,3,115,96,66,4,3,0,0,3,0,0,0,0,0,0,3,3,6
1,133.922,4,3,0,2,77,114,21,3,0,0,0,0,0,0,0,0,0,4,3,0,3
1,50.068,14,3,11,2,115,96,66,3,0,0,0,4,0,0,0,0,0,11,3,0,3
3,121.578,8,5,5,4,71,33,6,5,0,0,0,0,0,0,0,0,0,10,7,3,10
6,131.756,4,3,2,2,77,114,21,3,0,0,0,0,0,0,0,0,0,3,3,0,3
1,120.067,6,4,1,3,77,114,21,4,0,0,0,0,0,0,0,0,0,8,6,0,6
2,120.519,7,5,2,4,71,33,6,5,0,0,0,6,0,0,0,0,0,12,8,2,10
5,120.75,7,4,0,3,115,96,66,4,0,0,0,0,0,0,0,0,0,15,6,0,6
1,25.98,7,5,1,4,97,40,4,5,0,0,0,4,0,0,0,0,0,9,6,4,10
5,112.667,7,6,4,5,77,114,21,6,1,0,0,8,0,0,0,0,0,5,9,6,15
1,105.943,8,5,4,4,17,17,5,5,1,0,0,13,0,0,0,0,0,5,8,2,10
1,100.333,5,4,1,3,17,17,5,4,1,0,0,4,0,0,0,0,0,2,4,2,6
7,100.334,7,4,2,3,17,17,5,4,0,0,0,7,0,0,0,0,0,2,3,3,6
3,103.886,11,5,3,4,77,114,21,5,1,0,0,9,0,0,0,0,0,9,7,3,10
23,106.644,15,11,12,11,29,5,0,11,30,0,0,29,0,0,0,0,0,4,16,39,55
2,103.07,3,3,1,2,71,33,6,3,0,0,0,0,0,0,0,0,0,2,2,1,3
7,101.266,13,8,7,7,77,114,21,8,12,0,0,22,0,0,0,0,0,3,10,18,28
19,81.583,7,3,4,2,71,33,6,3,0,0,0,0,0,0,0,0,0,8,3,0,3
15,48.096,5,4,2,3,29,5,0,4,3,2,0,3,0,0,1,0,0,0,3,3,6
115,113.446,24,18,21,18,8,2,0,18,113,1,6,59,0,0,2,0,3,4,20,133,153
1,14.844,6,5,4,4,115,96,66,5,0,0,0,6,0,0,0,0,0,6,10,0,10
3,96.027,10,6,4,5,77,114,21,6,2,1,0,13,0,0,4,0,0,5,7,8,15
2,46.703,5,3,1,2,29,5,0,3,3,0,0,4,0,0,0,0,0,0,2,1,3
1,2.665,4,3,3,3,17623,0,0,3,4,1,0,0,0,0,0,0,0,0,2,1,3
2,85.992,8,4,2,3,77,114,21,4,0,2,0,2,0,0,4,0,0,1,4,2,6
1,85.996,9,5,2,4,77,114,21,5,1,0,0,4,0,0,2,0,0,4,2,8,10
5,68.192,10,6,3,5,92,138,8,6,3,0,0,9,0,0,0,0,0,7,5,10,15
1,86.016,4,3,0,2,77,114,21,3,0,0,0,0,0,0,2,0,0,1,2,1,3
2,89.546,14,6,9,5,92,138,8,6,3,0,4,16,0,0,2,0,0,4,6,9,15
2,77.793,4,3,2,2,77,114,21,3,0,0,0,3,0,0,0,0,0,1,3,0,3
3,6.265,6,3,1,2,92,138,8,3,0,0,0,5,0,0,0,0,0,4,2,1,3
