issue.id,status,owner,priority.code,priority.code.numeric,reported.by,elapsed.time,comments,commenters,commenters.nonowners,comments.by.nonowners,owner.bugs,owner.comments,owner.comments.nonowned,total.vertices,c1_c1,c1_c2,c1_c3,c1_c4,c2_c2,c2_c3,c2_c4,c3_c3,c3_c4,c4_c4,repeat.edges,total.distinct.edges,total.edges
390074,RESOLVED,Platform-Resources-Inbox,enhancement,4,Andrew McCullough,88196.3447,58,36,36,58,2882,0,0,36,407,52,76,87,0,4,6,2,6,14,214,416,630
390094,RESOLVED,platform-runtime-inbox,normal,3,Franziska Haunolder,2794.9247,33,12,12,33,1799,0,0,12,10,11,0,60,0,0,21,0,0,13,28,38,66
390100,VERIFIED,None,major,5,Doug Edmundson,37931.965,34,10,10,34,2438,966,962,10,6,0,4,50,0,0,0,0,6,22,31,14,45
390107,RESOLVED,Platform-Debug-Inbox,normal,3,None,8708.7964,26,6,6,26,2860,0,0,6,0,0,0,0,0,0,0,0,0,52,9,6,15
390163,RESOLVED,John Arthorne,enhancement,4,Konstantin Komissarchik,45976.2894,20,6,6,20,2207,3034,3020,6,0,1,0,20,0,0,0,0,0,17,7,8,15
390179,RESOLVED,Platform-Ant-Inbox,normal,3,MH,57479.6919,23,5,5,23,1890,0,0,5,1,0,2,21,0,0,0,0,2,8,5,5,10
390185,RESOLVED,Scott Kovatch,normal,3,Matthew Hall,10631.9972,21,6,6,21,369,337,333,6,0,0,0,19,0,0,0,0,0,18,11,4,15
390201,RESOLVED,Platform UI Triaged,normal,3,Roy Leban,4979.9364,17,4,4,17,10183,0,0,4,0,8,4,4,0,0,0,0,2,1,4,2,6
390248,RESOLVED,Serge Beauchamp,major,5,Missing name,13797.1017,16,5,5,16,184,176,176,5,0,0,9,6,0,0,0,1,8,0,7,3,10
390262,RESOLVED,Platform-Resources-Inbox,enhancement,4,Alex Blewitt,80348.9944,16,8,8,16,2882,0,0,8,1,1,3,9,0,0,2,0,9,8,16,12,28
390272,RESOLVED,John Arthorne,enhancement,4,None,6382.4411,16,10,10,16,2207,3034,3020,10,3,0,0,27,0,0,0,0,0,28,28,17,45
390343,VERIFIED,Brian de Alwis,normal,3,Brian de Alwis,960.4158,11,3,3,11,181,212,212,3,0,0,0,0,0,0,9,0,0,2,3,0,3
390371,RESOLVED,John Arthorne,normal,3,John Arthorne,1652.7319,28,15,15,28,2207,3034,3020,15,0,0,0,0,0,0,0,0,5,48,35,70,105
390399,RESOLVED,Platform-Resources-Inbox,normal,3,James Blackburn,16225.4483,22,9,9,22,2882,0,0,9,0,0,1,14,0,0,0,0,9,40,27,9,36
390418,RESOLVED,None,major,5,Missing name Mising name,11929.6192,20,12,12,20,2576,908,908,12,16,0,4,36,0,0,0,0,3,6,32,34,66
390421,RESOLVED,None,enhancement,4,None,64369.7953,11,7,7,11,2672,2131,2116,7,4,0,0,13,0,0,0,0,0,7,7,14,21
390462,ASSIGNED,Platform-Search-Inbox,enhancement,4,paul stanton,59447.9542,17,5,5,17,759,0,0,5,1,0,0,18,0,0,0,0,0,2,4,6,10
390464,VERIFIED,None,normal,3,Diego Sahagun,4913.205,25,4,4,25,3289,9379,9379,4,0,0,0,23,0,0,0,0,0,9,5,1,6
390494,RESOLVED,Bogdan Gheorghe,major,5,Deepak Azad,4260.4342,18,15,15,18,1520,606,598,15,10,6,5,38,0,1,11,0,4,27,41,64,105
390518,RESOLVED,Bogdan Gheorghe,blocker,7,Clare Carty,46684.885,22,12,12,22,1520,606,598,12,21,0,0,36,0,0,0,0,0,6,18,48,66
390541,RESOLVED,John Arthorne,normal,3,None,486.9869,13,6,6,13,2207,3034,3020,6,0,0,0,0,0,1,3,0,11,4,11,4,15
390564,RESOLVED,Pawel Piech,normal,3,Victor Pakhomov,1724.6436,23,7,7,23,525,1062,1057,7,3,0,8,19,0,0,0,0,5,10,9,12,21
390582,CLOSED,None,normal,3,None,47514.6567,17,4,4,17,2672,2131,2116,4,0,3,0,13,0,0,11,0,0,3,6,0,6
390593,RESOLVED,Brian de Alwis,blocker,7,None,2354.8269,24,6,6,24,181,212,212,6,1,12,8,12,0,6,0,3,8,0,12,3,15
390596,VERIFIED,None,normal,3,None,2533.765,15,6,6,15,1131,380,380,6,0,0,0,0,0,0,0,0,0,27,11,4,15
390597,RESOLVED,None,enhancement,4,Guillaume Pothier,71114.1992,9,7,7,9,7564,3642,3552,7,3,0,0,14,0,0,0,0,0,7,15,6,21
390650,RESOLVED,Platform-UI-Inbox,normal,3,Eric Jain,7173.3064,13,7,7,13,11083,0,0,7,3,3,0,14,0,0,5,0,0,9,7,14,21
390689,RESOLVED,None,normal,3,Rudolf Hornig,36093.4508,7,5,5,7,3049,1289,1257,5,1,0,0,8,0,0,0,0,0,4,7,3,10
390708,RESOLVED,Pawel Piech,normal,3,Pawel Piech,85.3036,8,3,3,8,525,1062,1057,3,0,0,0,0,0,0,0,0,0,6,3,0,3
390713,RESOLVED,Krzysztof Daniel,normal,3,Jared Burns,59319.3397,36,9,9,36,403,344,344,9,0,0,0,0,0,0,0,0,16,82,24,12,36
390796,RESOLVED,None,normal,3,None,53924.0967,7,5,5,7,2672,2131,2116,5,1,0,2,3,0,0,3,0,1,0,2,8,10
390804,ASSIGNED,Platform-Debug-Inbox,normal,3,Arnaud PEYRE,79271.2983,23,12,12,23,2860,0,0,12,9,1,10,38,0,0,4,0,5,19,30,36,66
390811,ASSIGNED,Platform-Debug-Inbox,enhancement,4,Adalbert Homa,73535.2947,33,8,8,33,2860,0,0,8,3,0,1,39,0,0,0,0,2,22,14,14,28
390851,RESOLVED,None,normal,3,Brian de Alwis,1076.0975,9,6,6,9,3049,1289,1257,6,0,0,0,0,0,1,6,0,7,6,10,5,15
390867,RESOLVED,Felipe Heidrich,normal,3,Matthew Wilson,32280.0647,20,9,9,20,1887,1253,1234,9,0,0,5,14,0,0,0,0,10,16,19,17,36
390879,RESOLVED,None,enhancement,4,None,27019.4431,32,9,9,32,2531,1711,1705,9,6,0,10,43,0,0,0,1,7,15,18,18,36
390884,RESOLVED,Malgorzata Janczarska,blocker,7,None,14600.7083,37,6,6,37,517,176,127,6,0,0,0,21,0,0,42,0,0,84,14,1,15
390891,RESOLVED,Brian de Alwis,normal,3,Lars Vogel,1109.1342,14,3,3,14,181,212,212,3,0,0,0,0,0,6,6,0,8,0,3,0,3
390912,RESOLVED,John Arthorne,normal,3,John Arthorne,19049.6072,18,6,6,18,2207,3034,3020,6,0,0,0,0,0,0,0,0,0,20,8,7,15
390919,VERIFIED,None,normal,3,None,14983.3658,21,5,5,21,1009,1379,1379,5,1,0,0,22,0,0,0,0,0,12,6,4,10
390931,VERIFIED,None,normal,3,None,1148.7347,9,5,5,9,2576,908,908,5,0,0,0,8,0,0,0,0,0,8,7,3,10
390947,VERIFIED,Oleg Besedin,normal,3,Lars Vogel,793.2581,26,10,10,26,311,499,499,10,1,1,3,11,0,1,4,0,25,13,22,23,45
390952,VERIFIED,Oleg Besedin,enhancement,4,None,42458.5003,33,10,10,33,311,499,499,10,12,0,0,62,0,0,0,0,0,48,23,22,45
390955,VERIFIED,None,normal,3,None,6728.4256,18,7,7,18,2576,908,908,7,0,0,0,17,0,0,0,0,0,15,11,10,21
390962,RESOLVED,Brian de Alwis,normal,3,Brian de Alwis,15.2047,9,3,3,9,181,212,212,3,0,0,0,0,0,0,0,1,2,0,2,1,3
390978,RESOLVED,None,enhancement,4,Markus Keller,2059.7078,19,3,3,19,4921,3322,3316,3,0,0,0,0,0,0,0,0,0,25,2,1,3
390987,CLOSED,Brian de Alwis,blocker,7,None,74.6294,15,5,5,15,181,212,212,5,0,0,4,12,0,0,0,0,12,3,10,0,10
391038,RESOLVED,Platform-Releng-Inbox,normal,3,Krzysztof Daniel,488.835,6,4,4,6,1506,0,0,4,0,0,0,0,0,0,0,0,0,8,4,2,6
391074,RESOLVED,Bogdan Gheorghe,major,5,Eugene,7032.2275,25,14,14,25,1520,606,598,14,10,1,9,36,0,0,2,1,3,18,18,73,91
391138,VERIFIED,None,normal,3,Pete Siemsen,25240.4444,35,11,11,35,3049,1289,1257,11,29,0,0,68,0,0,0,0,0,19,12,43,55
391186,RESOLVED,Malgorzata Janczarska,normal,3,Malgorzata Janczarska,9699.6597,10,3,2,7,517,176,127,3,0,0,0,5,0,0,2,1,0,0,2,1,3
391196,RESOLVED,Duong Nguyen,enhancement,4,Mike Saavedra,52921.6144,13,5,5,13,500,110,110,5,2,0,0,9,0,0,3,0,6,4,6,4,10
391234,RESOLVED,Platform-Debug-Inbox,normal,3,None,15796.5539,48,8,8,48,2860,0,0,8,0,0,0,0,0,0,0,0,0,73,13,15,28
391282,VERIFIED,Oleg Besedin,critical,6,Brian de Alwis,501.4272,11,6,6,11,311,499,499,6,0,0,0,0,0,0,0,0,10,9,12,3,15
391312,RESOLVED,John Arthorne,major,5,John Arthorne,2174.4978,9,4,4,9,2207,3034,3020,4,0,0,0,0,0,0,0,0,2,5,5,1,6
391320,RESOLVED,Bogdan Gheorghe,normal,3,Osmo Antero,22449.1053,46,28,28,46,1520,606,598,28,142,7,29,140,0,0,2,0,15,21,114,264,378
391388,RESOLVED,Felipe Heidrich,normal,3,Radu Vlasov,5055.2961,8,4,4,8,1887,1253,1234,4,0,0,0,7,0,0,0,0,0,2,3,3,6
391402,RESOLVED,David Williams,blocker,7,David Williams,869.1253,10,4,4,10,1892,2023,2023,4,0,0,0,0,0,0,9,0,0,5,6,0,6
391458,RESOLVED,Grant Gayed,major,5,Christopher Deckers,27269.6411,16,4,4,16,2225,1407,1346,4,4,0,0,19,0,0,0,0,0,2,4,2,6
391486,RESOLVED,Platform-Resources-Inbox,enhancement,4,Bill Brown,75402.9869,10,7,7,10,2882,0,0,7,1,0,2,12,0,0,0,0,4,7,17,4,21
391493,VERIFIED,None,major,5,Hongchang Lin,31211.1125,34,7,7,34,3624,4366,4303,7,0,3,1,3,0,9,20,4,15,11,17,4,21
391540,VERIFIED,None,major,5,None,1147.9211,10,3,3,10,4921,3322,3316,3,0,0,0,3,0,0,0,0,0,6,2,1,3
391552,VERIFIED,Brian de Alwis,normal,3,Brian de Alwis,119.2617,9,3,3,9,181,212,212,3,0,0,0,0,0,0,0,0,4,1,3,0,3
391558,VERIFIED,None,normal,3,Michael Rennie,7402.9692,31,9,9,31,2576,908,908,9,0,0,0,7,0,0,0,0,0,67,16,20,36
391571,RESOLVED,Platform-SWT-Inbox,major,5,Markus Keller,99.6197,16,7,7,16,4560,0,0,7,0,0,0,5,0,0,0,0,0,24,14,7,21
391596,RESOLVED,Platform-SWT-Inbox,enhancement,4,None,12873.6611,6,4,4,6,4560,0,0,4,1,0,0,4,0,0,0,0,0,3,1,5,6
391700,RESOLVED,None,enhancement,4,Jens Odborg,74210.9256,32,10,10,32,4998,3108,3108,10,19,0,11,37,0,0,0,0,14,9,24,21,45
391701,RESOLVED,Mazen Faraj,normal,3,Mazen Faraj,60480.1219,10,4,4,10,151,60,60,4,0,2,0,3,0,0,5,0,0,0,2,4,6
391736,RESOLVED,None,normal,3,Xiaoying Gu,60.0528,19,7,7,19,2019,1545,1537,7,0,0,0,17,0,0,0,0,0,25,18,3,21
391748,RESOLVED,None,normal,3,dogob,32435.5125,23,8,8,23,3289,9379,9379,8,7,0,0,29,0,0,0,0,0,12,9,19,28
391750,RESOLVED,Platform-Debug-Inbox,enhancement,4,Ed Burnette,79453.9497,43,16,16,43,2860,0,0,16,34,9,15,36,0,2,7,1,25,7,61,59,120
391768,RESOLVED,None,major,5,Yingle Mising name,1686.2633,8,4,4,8,3049,1289,1257,4,1,0,0,7,0,0,0,0,0,0,2,4,6
391771,RESOLVED,David Williams,normal,3,None,2129.9236,27,5,5,27,1892,2023,2023,5,0,0,0,0,0,0,0,0,26,17,8,2,10
391799,RESOLVED,None,enhancement,4,None,75459.4056,33,8,8,33,812,360,355,8,0,0,1,25,0,0,0,0,1,52,20,8,28
391805,RESOLVED,None,major,5,None,341.9517,12,4,4,12,3049,1289,1257,4,0,0,4,6,0,0,0,0,4,0,4,2,6
391817,REOPENED,Platform-SWT-Inbox,normal,3,Markus Keller,14624.4878,16,6,6,16,4560,0,0,6,0,0,0,0,0,0,0,0,0,34,10,5,15
391896,RESOLVED,None,normal,3,enprios,18952.8489,26,10,10,26,3049,1289,1257,10,6,0,7,31,0,0,0,1,8,10,15,30,45
391898,RESOLVED,Rafael Chaves,normal,3,Rafael Chaves,71921.69,14,4,4,14,372,475,475,4,0,0,0,0,0,0,0,0,0,14,6,0,6
391913,VERIFIED,Bogdan Gheorghe,normal,3,Marcel Bruch,126.1361,21,6,6,21,1520,606,598,6,0,0,1,19,0,0,0,0,14,20,11,4,15
391980,RESOLVED,Malgorzata Janczarska,major,5,Khaled Al-Akhras,8458.8111,40,13,13,40,517,176,127,13,20,14,38,21,1,6,6,2,4,0,31,47,78
391992,RESOLVED,Grant Gayed,normal,3,Grant Gayed,78.0069,10,3,2,4,2225,1407,1346,3,0,0,0,0,0,0,0,0,0,4,2,1,3
392059,RESOLVED,David Williams,normal,3,David Williams,468.4217,16,4,4,16,1892,2023,2023,4,0,0,0,0,0,0,0,0,0,22,6,0,6
392067,CLOSED,Platform-Debug-Inbox,enhancement,4,Gary Gregory,80575.3231,43,10,10,43,2860,0,0,10,3,0,0,62,0,0,0,0,0,73,26,19,45
392120,RESOLVED,None,normal,3,None,4221.0286,12,3,3,12,1009,1379,1379,3,0,0,0,0,0,0,0,0,0,7,3,0,3
392203,VERIFIED,David Williams,blocker,7,None,37.8922,11,6,6,11,1892,2023,2023,6,0,0,0,10,0,0,0,0,0,14,13,2,15
392212,RESOLVED,Felipe Heidrich,major,5,Robert Nelson,34380.5564,52,23,23,52,1887,1253,1234,23,55,10,15,117,0,1,8,0,2,23,33,220,253
392222,RESOLVED,Platform-Releng-Inbox,normal,3,David Williams,1.0725,12,4,4,12,1506,0,0,4,0,0,0,0,0,0,3,0,0,8,6,0,6
392231,ASSIGNED,Pradeep Balachandran,enhancement,4,Darin Swanson,67185.8164,43,12,12,43,21,0,0,12,3,1,3,28,0,0,10,1,2,60,24,42,66
392244,RESOLVED,Pawel Piech,enhancement,4,Franz Wong,28457.2894,61,13,13,61,525,1062,1057,13,9,0,1,74,0,0,0,0,0,27,20,58,78
392247,RESOLVED,John Arthorne,normal,3,John Arthorne,1720.6022,9,4,4,9,2207,3034,3020,4,0,0,0,0,0,0,0,0,0,4,4,2,6
392249,RESOLVED,None,normal,3,Julia Perdigueiro,7121.1119,20,7,7,20,3289,9379,9379,7,3,0,0,24,0,0,0,0,0,4,13,8,21
392258,RESOLVED,None,enhancement,4,None,93678.1253,17,8,8,17,348,734,725,8,1,1,4,13,0,0,1,2,4,20,23,5,28
392290,ASSIGNED,Szymon Ptaszkiewicz,enhancement,4,Olivier Thomann,82318.8678,16,8,8,16,114,162,162,8,3,0,0,20,0,0,0,0,1,28,11,17,28
392300,CLOSED,None,minor,2,Amy Wu,86874.6933,12,8,8,12,2672,2131,2116,8,3,5,0,9,1,0,3,0,0,9,8,20,28
392367,RESOLVED,None,major,5,Markus Keller,40681.5397,18,5,5,18,812,360,355,5,0,0,0,0,0,0,0,0,0,30,8,2,10
392371,RESOLVED,None,major,5,Andre Weinand,81771.3786,16,5,5,16,3049,1289,1257,5,0,0,0,0,0,0,12,0,1,18,9,1,10
392382,RESOLVED,None,major,5,ilias,67798.0097,15,5,5,15,3049,1289,1257,5,0,0,0,9,0,0,0,1,5,0,4,6,10
392433,REOPENED,None,major,5,Missing name Mising name,16293.7847,23,9,9,23,3049,1289,1257,9,0,2,3,37,1,2,10,0,15,24,33,3,36
392491,CLOSED,None,normal,3,Masayuki Fuse,40843.1956,12,4,4,12,3049,1289,1257,4,0,1,0,5,0,0,10,0,2,2,5,1,6
392554,CLOSED,Rodney Dowdall,major,5,David Whiteman,87859.4772,20,7,7,20,64,0,0,7,4,1,8,14,0,3,6,0,3,8,14,7,21
392828,RESOLVED,None,major,5,Eliezer Weiss,16134.9036,40,24,24,40,1003,1197,1133,24,127,0,18,79,0,0,0,0,3,17,38,238,276
392872,RESOLVED,Platform-UI-Inbox,normal,3,Dominic Evans,5709.6328,7,4,4,7,11083,0,0,4,1,0,0,7,0,0,0,0,0,1,3,3,6
392894,REOPENED,Platform-Debug-Inbox,normal,3,Jerry Quinn,51623.6983,12,5,5,12,2860,0,0,5,1,0,3,10,0,0,0,0,3,5,5,5,10
392936,RESOLVED,Platform-UI-Inbox,normal,3,Marvin Mueller,2572.0689,6,4,4,6,11083,0,0,4,3,0,0,5,0,0,0,0,0,0,1,5,6
392939,RESOLVED,Platform-SWT-Inbox,normal,3,None,46350.8892,7,4,4,7,4560,0,0,4,0,0,0,0,0,0,0,0,0,9,5,1,6
392945,REOPENED,Platform-UI-Inbox,normal,3,gapon,41572.8894,26,11,11,26,11083,0,0,11,15,0,4,41,0,0,0,0,4,35,28,27,55
393011,RESOLVED,Platform-UI-Inbox,normal,3,ieee8023,9996.6928,15,11,11,15,11083,0,0,11,5,1,0,32,0,0,0,0,0,23,27,28,55
393055,RESOLVED,John Arthorne,normal,3,Markus Knauer,1950.4106,18,5,5,18,2207,3034,3020,5,0,0,0,0,0,0,17,0,0,11,8,2,10
393216,RESOLVED,None,enhancement,4,None,53713.1286,17,7,7,17,1811,0,0,7,1,0,2,17,0,0,0,1,9,3,11,10,21
393270,RESOLVED,None,normal,3,Bill Khoa,66156.1983,15,6,6,15,1811,0,0,6,1,0,5,15,0,0,0,0,2,5,11,4,15
393312,RESOLVED,None,enhancement,4,None,44855.3458,10,4,4,10,1811,0,0,4,0,0,1,6,0,0,0,0,0,3,2,4,6
393438,RESOLVED,None,enhancement,4,Xavier M??haut,82994.9242,22,9,9,22,1811,0,0,9,10,0,7,27,0,0,1,0,1,9,14,22,36
393553,RESOLVED,None,enhancement,4,Mel Martinez,82077.2464,48,25,25,48,1811,0,0,25,186,27,63,104,0,3,2,4,11,1,109,191,300
393570,RESOLVED,Platform UI Triaged,enhancement,4,David Almilli,87808.8736,31,14,14,31,10183,0,0,14,10,0,2,61,0,0,0,0,5,79,83,8,91
393652,RESOLVED,None,critical,6,Nikolay Kasyanov,6361.235,16,8,8,16,3049,1289,1257,8,10,0,10,11,0,0,0,0,10,0,6,22,28
393733,VERIFIED,Oleg Besedin,enhancement,4,Randy Giffen,95045.4469,125,76,76,125,311,499,499,76,708,162,191,915,10,17,119,3,55,304,1240,1610,2850
393764,RESOLVED,Oleg Besedin,normal,3,Richard Eames,2826.9186,28,7,7,28,311,499,499,7,1,0,15,15,0,0,0,0,11,3,12,9,21
393814,RESOLVED,John Arthorne,normal,3,John Arthorne,2708.3411,8,3,3,8,2207,3034,3020,3,0,0,0,0,0,0,0,0,0,3,3,0,3
393826,RESOLVED,Bogdan Gheorghe,normal,3,Jose Guerra,11165.355,35,19,19,35,1520,606,598,19,57,8,8,97,0,1,3,0,7,24,74,97,171
393882,ASSIGNED,platform-cvs-inbox,enhancement,4,Tomas Znamenacek,78987.6864,45,16,16,45,2470,0,0,16,19,1,23,81,0,0,5,0,43,56,77,43,120
393901,RESOLVED,Platform-SWT-Inbox,normal,3,None,16126.2433,9,4,4,9,4560,0,0,4,0,0,0,0,0,0,0,0,0,10,4,2,6
393902,RESOLVED,Bogdan Gheorghe,normal,3,Grant Gayed,35137.0739,11,6,6,11,1520,606,598,6,0,0,0,2,0,0,0,0,3,21,13,2,15
393937,RESOLVED,None,normal,3,None,87496.8222,28,10,10,28,2672,2131,2116,10,0,1,0,7,0,1,7,0,17,28,28,17,45
393945,RESOLVED,None,normal,3,None,29156.9283,13,5,5,13,580,472,470,5,1,0,0,6,0,0,0,0,0,10,9,1,10
393966,VERIFIED,None,blocker,7,Markus Keller,3122.4592,14,5,5,14,3049,1289,1257,5,0,0,0,0,0,0,0,0,0,36,7,3,10
393986,RESOLVED,Platform-UI-Inbox,normal,3,None,317.1728,12,5,5,12,11083,0,0,5,0,0,0,11,0,0,0,0,0,6,9,1,10
394016,REOPENED,Malgorzata Janczarska,normal,3,Szymon Ptaszkiewicz,7702.7894,27,5,5,27,517,176,127,5,0,0,0,0,0,6,18,0,15,13,7,3,10
394045,VERIFIED,None,normal,3,None,3207.1403,14,3,3,14,149,144,144,3,0,0,0,0,0,0,0,0,15,3,3,0,3
394055,RESOLVED,Platform-UI-Inbox,trivial,1,Brian Hauer,4539.6861,13,11,11,13,11083,0,0,11,28,0,16,4,0,0,0,1,0,0,15,40,55
394100,RESOLVED,Bogdan Gheorghe,major,5,Lars Vogel,5891.76,37,17,17,37,1520,606,598,17,53,0,22,40,0,0,14,1,16,19,55,81,136
394139,VERIFIED,Grant Gayed,major,5,Grant Gayed,2638.2447,20,9,9,20,2225,1407,1346,9,3,0,3,24,0,0,0,0,16,25,23,13,36
394223,RESOLVED,None,major,5,Greg Watson,13747.1147,32,20,20,32,3049,1289,1257,20,45,2,18,63,0,1,4,1,25,35,47,143,190
394240,RESOLVED,None,normal,3,Felipe Heidrich,3916.4869,16,6,6,16,3049,1289,1257,6,0,0,1,3,0,0,0,0,7,19,10,5,15
394321,RESOLVED,Cagatay Calli,enhancement,4,Patrice Kerremans,85529.7075,42,11,11,42,7,13,13,11,41,7,2,45,0,1,1,0,2,1,15,40,55
394345,RESOLVED,None,normal,3,Eddie Galvez,61117.3092,10,6,6,10,2672,2131,2116,6,3,0,0,12,0,0,0,0,0,2,5,10,15
394400,RESOLVED,None,normal,3,Rumen Georgiev,9864.1594,19,7,7,19,1328,1691,1672,7,0,0,0,17,0,0,0,0,0,9,10,11,21
394449,NEW,Platform UI Triaged,enhancement,4,Torrey Stevens,95203.9597,57,26,26,57,10183,0,0,26,58,20,31,161,1,0,16,1,11,41,158,167,325
394460,RESOLVED,Alexander Kurtakov,normal,3,Alexander Kurtakov,236.6669,12,3,3,12,263,121,121,3,0,0,0,0,0,0,8,0,0,1,3,0,3
394483,ASSIGNED,None,enhancement,4,Michael Reilich,61583.7528,19,10,10,19,4921,3322,3316,10,10,8,1,27,3,0,12,0,2,12,25,20,45
394498,RESOLVED,Scott Kovatch,enhancement,4,Scott Kovatch,28579.2669,20,8,8,20,369,337,333,8,9,6,13,12,2,10,2,9,3,1,24,4,28
394499,RESOLVED,Scott Kovatch,normal,3,Justin Dolezy,40380.4808,76,45,45,76,369,337,333,45,580,21,12,356,0,0,0,0,0,49,482,508,990
394500,RESOLVED,James Blackburn,normal,3,James Blackburn,23371.8711,81,28,28,81,139,337,337,28,30,16,27,99,1,7,20,3,42,162,167,211,378
394511,RESOLVED,Platform-SWT-Inbox,normal,3,Benjamin Pasero,13538.5189,17,12,12,17,4560,0,0,12,18,0,12,31,0,0,0,1,4,4,29,37,66
394520,RESOLVED,Matthew Hall,normal,3,None,29807.6856,20,7,7,20,465,131,131,7,3,1,5,7,0,6,3,0,18,5,16,5,21
394542,RESOLVED,None,normal,3,None,2018.9569,12,4,4,12,91,107,107,4,7,0,0,5,0,0,1,0,0,0,4,2,6
394555,RESOLVED,Alexander Kurtakov,normal,3,None,455.7672,9,4,4,9,263,121,121,4,5,2,0,1,0,0,2,0,0,0,6,0,6
394557,RESOLVED,Alexander Kurtakov,normal,3,None,454.5172,9,4,4,9,263,121,121,4,1,6,0,1,0,0,2,0,0,0,6,0,6
394562,RESOLVED,Alexander Kurtakov,normal,3,None,1173.9175,9,4,4,9,263,121,121,4,6,1,0,1,0,0,2,0,0,0,6,0,6
394565,RESOLVED,Alexander Kurtakov,normal,3,Alexander Kurtakov,983.8344,7,3,3,7,263,121,121,3,0,0,0,2,0,0,1,0,0,1,2,1,3
394569,RESOLVED,None,normal,3,Sheng Jun Wang,13776.1128,8,4,4,8,3049,1289,1257,4,2,0,0,11,0,0,0,0,0,1,5,1,6
394583,RESOLVED,Alexander Kurtakov,normal,3,None,215.2661,9,4,4,9,263,121,121,4,0,6,0,1,1,0,2,0,0,0,6,0,6
394587,RESOLVED,Alexander Kurtakov,normal,3,None,166.3997,9,4,4,9,263,121,121,4,0,5,0,2,0,0,2,0,0,0,5,1,6
394589,RESOLVED,Alexander Kurtakov,normal,3,Alexander Kurtakov,128.3331,7,3,3,7,263,121,121,3,0,0,0,0,0,0,2,0,0,0,2,1,3
394624,ASSIGNED,Platform-Debug-Inbox,enhancement,4,Ed Burnette,58093.825,11,5,5,11,2860,0,0,5,0,0,0,0,0,0,0,0,0,13,7,3,10
394631,RESOLVED,Platform-UI-Inbox,normal,3,Ric Perrott,5.9336,7,4,4,7,11083,0,0,4,0,0,0,5,0,0,0,0,0,3,4,2,6
394651,VERIFIED,Oleg Besedin,blocker,7,Thomas  M??der,994.0822,17,6,6,17,311,499,499,6,0,0,0,0,0,3,7,1,12,10,13,2,15
394676,RESOLVED,Bogdan Gheorghe,normal,3,Collins,670.0442,15,6,6,15,1520,606,598,6,0,2,1,10,0,1,3,0,6,13,11,4,15
394697,RESOLVED,None,blocker,7,None,353.8408,15,7,7,15,3049,1289,1257,7,0,0,0,4,0,0,2,0,0,19,11,10,21
394718,REOPENED,platform-ua-inbox,major,5,Philipp Kursawe,28805.8144,49,12,12,49,2086,0,0,12,21,7,3,88,0,0,4,0,2,63,10,56,66
394726,RESOLVED,platform-runtime-inbox,major,5,Rahul S,336.4461,17,4,4,17,1799,0,0,4,0,0,5,9,0,0,0,0,1,1,4,2,6
394735,RESOLVED,Curtis Windatt,enhancement,4,Michael Rennie,2807.9764,9,4,4,9,1382,820,820,4,1,0,0,8,0,0,0,0,0,5,3,3,6
394738,RESOLVED,Duong Nguyen,major,5,Ben Smith,45675.0517,47,30,30,47,500,110,110,30,234,17,43,109,0,1,3,0,10,13,51,384,435
394745,RESOLVED,Platform-SWT-Inbox,normal,3,Jacek Pospychala,34366.6414,10,7,7,10,4560,0,0,7,0,0,1,5,0,0,0,4,5,2,7,14,21
394748,RESOLVED,John Arthorne,normal,3,John Arthorne,15434.9064,15,5,5,15,2207,3034,3020,5,0,0,0,0,0,0,0,0,0,25,7,3,10
394758,RESOLVED,None,normal,3,Karice McIntyre,61027.2072,15,9,9,15,812,360,355,9,3,0,0,25,0,0,0,0,3,19,10,26,36
394774,RESOLVED,None,critical,6,qiulin,14998.2597,14,5,5,14,3049,1289,1257,5,4,0,1,16,0,0,7,0,0,0,7,3,10
394778,NEW,Platform UI Triaged,normal,3,Wolfgang Knauf,54237.5944,67,20,20,67,10183,0,0,20,16,9,3,115,0,3,12,0,13,79,112,78,190
394786,ASSIGNED,Platform-Ant-Inbox,enhancement,4,Darin Swanson,81203.4431,22,5,5,22,1890,0,0,5,0,0,0,5,0,0,0,0,0,16,7,3,10
394798,RESOLVED,Platform UI Triaged,normal,3,Stefan Xenos,73400.2075,88,46,46,88,10183,0,0,46,204,26,123,290,0,7,17,14,129,49,384,651,1035
394800,RESOLVED,Platform-SWT-Inbox,trivial,1,Markus Keller,6279.565,8,5,5,8,4560,0,0,5,0,0,0,0,0,0,1,0,0,9,7,3,10
394824,RESOLVED,Scott Kovatch,critical,6,Christopher Deckers,27241.6961,21,8,8,21,369,337,333,8,6,2,10,16,0,0,1,0,11,3,12,16,28
394850,RESOLVED,Platform-Ant-Inbox,normal,3,Enrico Goosen,30573.3033,6,3,3,6,1890,0,0,3,1,0,0,5,0,0,0,0,0,0,2,1,3
394856,RESOLVED,None,normal,3,None,12082.2789,7,3,3,7,4921,3322,3316,3,0,0,0,0,0,0,0,0,0,2,2,1,3
394858,VERIFIED,Brian de Alwis,minor,2,Martin Slouf,3233.6461,17,5,5,17,181,212,212,5,1,0,18,9,0,0,0,0,13,2,8,2,10
394892,RESOLVED,None,normal,3,Markus Keller,747.6528,14,7,7,14,3049,1289,1257,7,0,0,0,0,0,0,0,0,0,16,9,12,21
