issue.id,status,owner,priority.code,priority.code.numeric,reported.by,elapsed.time,comments,commenters,commenters.nonowners,comments.by.nonowners,owner.bugs,owner.comments,owner.comments.nonowned,total.vertices,c1_c1,c1_c2,c1_c3,c1_c4,c2_c2,c2_c3,c2_c4,c3_c3,c3_c4,c4_c4,repeat.edges,total.distinct.edges,total.edges
15,RESOLVED,None,enhancement,4,None,5552.9869,19,4,3,8,370,67,56,4,0,0,0,0,0,0,17,0,0,10,6,0,6
17,RESOLVED,Charley Wang,enhancement,4,None,18153.1039,69,7,7,69,22,3,3,7,5,15,8,23,0,13,28,0,7,45,15,6,21
227,RESOLVED,Steffen Pingel,trivial,1,Lucas Panjer,8036.4122,22,4,4,22,2387,947,931,4,5,0,0,26,0,0,0,0,0,2,4,2,6
246,RESOLVED,Steffen Pingel,enhancement,4,Eugene Kuleshov,45289.5589,49,7,7,49,2387,947,931,7,1,0,0,10,0,0,0,12,23,21,9,12,21
714,RESOLVED,Steffen Pingel,major,5,Kamesh Sampath,7442.6375,33,6,6,33,2387,947,931,6,11,0,7,35,0,0,0,0,2,1,8,7,15
805,RESOLVED,Steffen Pingel,blocker,7,Markus Knauer,4843.6825,13,5,5,13,2387,947,931,5,1,2,1,10,0,0,9,0,0,1,5,5,10
911,RESOLVED,Mylyn Inbox,normal,3,Alvaro Sanchez-Leon,17590.1947,12,5,5,12,1920,0,0,5,3,0,0,18,0,0,0,0,5,3,6,4,10
915,RESOLVED,None,enhancement,4,None,16077.38,23,4,4,23,4,3,3,4,12,0,0,24,0,0,0,0,0,3,6,0,6
964,RESOLVED,David Green,enhancement,4,David Green,6953.6783,9,4,3,7,13,7,5,4,1,0,0,8,0,0,0,0,0,1,5,1,6
966,RESOLVED,None,major,5,Andrew R. Thompson,21603.9594,35,10,10,35,370,67,56,10,22,19,17,27,0,4,4,2,3,0,21,24,45
993,RESOLVED,Mylyn Inbox,normal,3,Alexander Adolf,5908.2183,24,11,11,24,1920,0,0,11,22,12,11,14,0,4,7,0,1,1,8,47,55
1069,RESOLVED,None,normal,3,Kilian Matt,3860.5961,5,3,3,5,22,0,0,3,0,0,0,2,0,0,0,0,0,1,3,0,3
1070,RESOLVED,None,normal,3,Kilian Matt,6465.2297,5,3,3,5,22,0,0,3,0,0,0,2,0,0,0,0,0,1,2,1,3
1080,RESOLVED,Steffen Pingel,enhancement,4,Steffen Pingel,7731.5608,25,11,11,25,2387,947,931,11,15,6,6,63,0,1,24,0,11,21,20,35,55
1210,RESOLVED,Steffen Pingel,normal,3,Tomasz Zarna,1960.6347,12,5,5,12,2387,947,931,5,1,4,0,6,0,0,8,0,0,6,8,2,10
1211,RESOLVED,Sascha Scholz,major,5,Sascha Scholz,6820.8381,14,4,4,14,10,10,10,4,3,0,0,16,0,0,0,0,0,0,2,4,6
1407,CLOSED,None,major,5,Sopot Cela,1892.6864,12,9,9,12,116,100,100,9,23,0,15,0,0,0,0,1,0,0,6,30,36
1681,RESOLVED,Michal Chmielewski,normal,3,Jonathan Coogan,9012.4406,9,4,4,9,47,6,6,4,8,0,2,1,0,0,0,0,0,0,1,5,6
1824,RESOLVED,BPEL Runtime Inbox,normal,3,grid.qian,13884.1117,12,5,5,12,21,0,0,5,8,6,8,0,0,0,0,1,0,0,8,2,10
1895,RESOLVED,BPEL Model Inbox,normal,3,Telesh Alexandr,25349.5483,6,4,4,6,23,0,0,4,8,0,0,0,0,0,0,0,0,0,2,4,6
2356,RESOLVED,Remi Schnekenburger,enhancement,4,Remi Schnekenburger,461.35,12,3,2,5,376,125,110,3,6,0,0,0,0,0,0,0,0,0,1,2,3
2388,RESOLVED,Francisco Javier Cano,critical,6,Francisco Javier Cano,842.4375,14,3,2,11,20,6,3,3,12,0,0,0,0,0,0,0,0,0,3,0,3
2389,RESOLVED,Project Inbox,normal,3,None,1070.6183,10,4,4,10,1665,0,0,4,21,0,0,0,0,0,0,0,0,0,6,0,6
2981,RESOLVED,Patrick Tessier,critical,6,Ansgar Radermacher,4229.9336,18,3,3,18,520,40,30,3,27,0,0,0,0,0,0,0,0,0,3,0,3
3127,RESOLVED,None,normal,3,Sebastien Gerard,12024.3481,19,7,7,19,558,12,12,7,29,2,0,0,0,0,0,0,0,0,14,7,21
3182,RESOLVED,Patrick Tessier,enhancement,4,Patrick Tessier,49349.1739,17,4,3,7,520,40,30,4,23,1,1,0,0,0,0,0,0,0,3,3,6
3847,RESOLVED,Project Inbox,normal,3,libing wang,2952.5053,7,4,4,7,163,0,0,4,0,0,0,0,0,0,3,0,2,5,6,0,6
3860,RESOLVED,Malgorzata Janczarska,normal,3,Malgorzata Janczarska,1871.9594,11,3,2,4,517,176,127,3,0,0,0,0,0,0,0,0,4,3,3,0,3
3895,RESOLVED,Project Inbox,normal,3,John Arthorne,5129.3047,7,3,3,7,163,0,0,3,0,0,0,1,0,0,0,0,2,2,3,0,3
3899,RESOLVED,Project Inbox,normal,3,John Arthorne,3333.0394,7,3,3,7,163,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,3
3908,RESOLVED,Project Inbox,normal,3,None,2953.6594,7,3,3,7,163,0,0,3,0,0,0,0,0,0,1,0,3,3,2,1,3
3917,RESOLVED,Project Inbox,critical,6,Pradyut Sarma,1945.0133,7,3,3,7,163,0,0,3,0,0,0,4,0,0,0,0,0,3,2,1,3
3942,RESOLVED,None,normal,3,None,3172.3978,19,5,5,19,1003,1197,1133,5,0,0,0,10,0,0,0,0,0,19,10,0,10
3943,RESOLVED,None,normal,3,None,2352.6231,19,6,5,10,1003,1197,1133,6,0,0,2,12,0,0,0,0,12,19,15,0,15
3944,RESOLVED,None,normal,3,None,3015.9108,20,6,6,20,1003,1197,1133,6,0,0,0,8,0,0,0,0,0,33,12,3,15
3945,RESOLVED,Tomasz Zarna,normal,3,Tomasz Zarna,4270.7628,15,3,2,4,900,776,723,3,0,0,0,0,0,0,0,0,0,6,3,0,3
3946,RESOLVED,Tomasz Zarna,normal,3,Tomasz Zarna,4270.7478,15,4,3,7,900,776,723,4,0,0,0,0,0,0,0,0,0,15,6,0,6
3952,RESOLVED,Malgorzata Janczarska,normal,3,Malgorzata Janczarska,5551.5514,17,5,5,17,517,176,127,5,0,0,0,3,0,0,2,0,11,16,10,0,10
3954,RESOLVED,Tomasz Zarna,enhancement,4,Tomasz Zarna,2572.1847,13,3,3,13,900,776,723,3,0,0,0,0,0,0,0,0,0,16,3,0,3
3957,RESOLVED,Project Inbox,major,5,None,5586.3017,11,3,3,11,163,0,0,3,0,0,0,0,0,0,2,0,4,4,3,0,3
3959,RESOLVED,None,normal,3,None,2735.4017,13,6,6,13,539,219,185,6,0,0,0,0,0,0,0,0,11,25,15,0,15
3973,RESOLVED,Felipe Heidrich,normal,3,Felipe Heidrich,2059.8858,11,3,3,11,1887,1253,1234,3,0,0,0,0,0,0,0,0,0,11,3,0,3
3980,RESOLVED,None,normal,3,libing wang,1730.2361,14,5,5,14,1003,1197,1133,5,0,0,0,0,0,0,0,1,16,10,9,1,10
3984,RESOLVED,None,normal,3,None,5228.5031,20,9,9,20,3049,1289,1257,9,1,2,0,19,0,0,8,0,8,35,22,14,36
3991,RESOLVED,Felipe Heidrich,normal,3,Andrew Niefer,4418.62,12,4,4,12,1887,1253,1234,4,0,0,0,0,0,0,0,0,0,23,6,0,6
4028,RESOLVED,Felipe Heidrich,normal,3,None,2083.5886,12,4,4,12,1887,1253,1234,4,0,0,0,0,0,0,0,0,0,21,6,0,6
4031,RESOLVED,None,normal,3,Bruce Mitchener,5573.2219,15,6,6,15,3049,1289,1257,6,0,0,0,14,0,0,0,0,0,26,12,3,15
4035,RESOLVED,Felipe Heidrich,normal,3,None,4307.1056,11,5,5,11,1887,1253,1234,5,0,0,0,0,0,0,0,0,0,24,9,1,10
4036,RESOLVED,None,major,5,John Arthorne,3432.4056,18,5,5,18,3049,1289,1257,5,0,0,0,0,0,0,0,0,0,44,10,0,10
4052,RESOLVED,None,enhancement,4,None,4266.9228,14,3,3,14,2438,966,962,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4056,RESOLVED,Andrew Niefer,normal,3,Andrew Niefer,5516.3064,11,3,3,11,761,660,644,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4059,RESOLVED,libing wang,normal,3,None,3065.54,10,5,5,10,558,85,85,5,0,0,0,1,0,0,1,0,4,16,8,2,10
4060,RESOLVED,Project Inbox,normal,3,Mihai Sucan,1869.34,14,4,4,14,163,0,0,4,0,0,0,13,0,0,0,0,0,10,5,1,6
4067,RESOLVED,Malgorzata Janczarska,trivial,1,Tomasz Zarna,2256.1903,11,4,4,11,517,176,127,4,0,0,0,0,0,0,0,0,9,9,6,0,6
4069,RESOLVED,Malgorzata Janczarska,normal,3,Malgorzata Janczarska,3510.8569,12,3,2,5,517,176,127,3,0,0,0,0,0,0,0,0,5,4,3,0,3
4071,RESOLVED,Malgorzata Janczarska,normal,3,John Arthorne,5065.8739,12,4,4,12,517,176,127,4,0,0,0,9,0,0,0,0,5,12,6,0,6
4077,RESOLVED,Felipe Heidrich,normal,3,Felipe Heidrich,2877.1406,19,5,5,19,1887,1253,1234,5,0,0,0,0,0,0,0,0,0,38,10,0,10
4089,RESOLVED,Project Inbox,major,5,Gregoire de Hemptinne,1877.9247,9,3,3,9,163,0,0,3,0,0,0,6,0,0,0,0,0,5,2,1,3
4091,RESOLVED,Felipe Heidrich,normal,3,None,4729.0247,12,6,6,12,1887,1253,1234,6,0,0,0,0,0,0,0,0,0,36,14,1,15
4107,RESOLVED,None,normal,3,Felipe Heidrich,2900.7089,10,3,3,10,3049,1289,1257,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4114,RESOLVED,Project Inbox,normal,3,None,6458.6258,31,17,17,31,163,0,0,17,4,0,0,40,0,0,10,0,13,87,61,75,136
4119,RESOLVED,Felipe Heidrich,normal,3,None,2363.7428,11,5,5,11,1887,1253,1234,5,0,0,0,0,0,0,0,0,0,24,9,1,10
4120,RESOLVED,Felipe Heidrich,normal,3,Felipe Heidrich,2037.2594,11,3,3,11,1887,1253,1234,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4121,RESOLVED,None,normal,3,None,2036.4761,8,3,2,5,539,219,185,3,0,0,0,0,0,0,0,0,5,4,3,0,3
4132,RESOLVED,libing wang,normal,3,libing wang,3313.7767,11,3,3,11,558,85,85,3,0,0,0,1,0,0,0,0,4,4,2,1,3
4135,RESOLVED,Project Inbox,major,5,None,2179.41,11,4,4,11,163,0,0,4,0,0,0,0,0,0,0,0,8,11,6,0,6
4145,RESOLVED,None,enhancement,4,John Arthorne,4942.8939,14,3,3,14,1003,1197,1133,3,0,0,0,0,0,0,0,0,0,16,3,0,3
4150,RESOLVED,Malgorzata Janczarska,normal,3,None,5539.6108,13,7,7,13,517,176,127,7,0,0,0,9,0,0,0,0,4,29,19,2,21
4165,RESOLVED,None,normal,3,None,3835.1114,8,3,2,5,539,219,185,3,0,0,0,0,0,0,1,0,4,4,3,0,3
4166,RESOLVED,None,normal,3,None,3882.7783,8,3,2,5,539,219,185,3,0,0,0,0,0,0,1,0,4,4,3,0,3
4171,RESOLVED,None,normal,3,None,4008.0117,9,3,3,9,3049,1289,1257,3,0,0,0,0,0,0,0,0,0,9,3,0,3
4174,RESOLVED,None,normal,3,None,2754.5786,13,4,4,13,2438,966,962,4,0,0,0,0,0,0,0,0,0,20,5,1,6
4178,RESOLVED,Project Inbox,normal,3,Andrew Niefer,4532.0789,9,3,3,9,163,0,0,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4184,RESOLVED,John Arthorne,major,5,John Arthorne,4410.1125,13,4,4,13,2207,3034,3020,4,0,0,0,0,0,0,3,0,4,9,5,1,6
4188,RESOLVED,Malgorzata Janczarska,normal,3,None,2403.2128,14,4,3,7,517,176,127,4,0,0,0,0,0,0,0,0,16,9,6,0,6
4191,RESOLVED,Malgorzata Janczarska,normal,3,Tomasz Zarna,5549.4128,10,5,5,10,517,176,127,5,2,0,0,9,0,0,0,0,4,9,9,1,10
4194,RESOLVED,None,normal,3,None,2376.1294,16,5,5,16,2438,966,962,5,0,0,0,0,0,0,7,0,4,19,8,2,10
4198,RESOLVED,John Arthorne,normal,3,None,5567.4131,17,5,5,17,2207,3034,3020,5,0,0,0,3,0,0,0,0,5,23,10,0,10
4220,RESOLVED,None,normal,3,None,5445.8308,9,3,3,9,539,219,185,3,0,0,0,1,0,0,0,0,4,4,3,0,3
4223,RESOLVED,None,normal,3,None,2271.5475,12,4,3,6,539,219,185,4,0,0,5,5,0,0,0,0,5,4,6,0,6
4225,RESOLVED,None,normal,3,None,2200.0311,10,3,3,10,719,487,487,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4231,RESOLVED,Felipe Heidrich,normal,3,Felipe Heidrich,1821.5978,11,3,3,11,1887,1253,1234,3,0,0,0,0,0,0,0,0,0,9,3,0,3
4232,RESOLVED,libing wang,normal,3,libing wang,3210.4314,9,3,3,9,558,85,85,3,0,0,0,1,0,0,0,0,4,4,3,0,3
4234,RESOLVED,libing wang,normal,3,libing wang,2518.0814,11,3,3,11,558,85,85,3,0,0,0,0,0,0,1,0,4,4,3,0,3
4242,RESOLVED,None,normal,3,None,5369.815,13,3,3,13,539,219,185,3,2,0,0,4,0,0,0,0,4,0,3,0,3
4246,RESOLVED,Project Inbox,normal,3,John J. Barton,5230.8986,10,4,4,10,163,0,0,4,0,0,3,6,0,0,0,0,6,5,5,1,6
4254,RESOLVED,libing wang,normal,3,libing wang,4080.5656,16,6,6,16,558,85,85,6,0,0,0,11,0,0,0,0,4,18,10,5,15
4266,RESOLVED,Malgorzata Janczarska,normal,3,Malgorzata Janczarska,5213.8328,10,3,2,6,517,176,127,3,0,0,0,1,0,0,0,0,5,5,3,0,3
4272,RESOLVED,Project Inbox,normal,3,Andrew Niefer,4175.5331,11,4,4,11,163,0,0,4,0,0,0,0,0,0,0,0,0,21,6,0,6
4278,RESOLVED,None,enhancement,4,None,2658.0667,10,3,2,5,539,219,185,3,0,0,0,0,0,0,0,0,5,4,3,0,3
4283,RESOLVED,Tomasz Zarna,normal,3,Tomasz Zarna,2839.0169,14,4,3,6,900,776,723,4,0,0,0,0,0,0,0,0,0,22,6,0,6
4285,RESOLVED,libing wang,normal,3,None,4199.3836,20,5,5,20,558,85,85,5,0,0,0,5,0,0,8,0,4,23,10,0,10
4288,RESOLVED,Malgorzata Janczarska,normal,3,None,2732.6336,10,5,5,10,517,176,127,5,0,0,0,0,0,0,0,0,9,16,10,0,10
4299,RESOLVED,None,normal,3,None,2756.0508,15,4,4,15,539,219,185,4,1,0,8,8,0,0,0,0,4,0,6,0,6
4300,RESOLVED,John Arthorne,normal,3,John Arthorne,4078.3344,11,3,3,11,2207,3034,3020,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4305,RESOLVED,Malgorzata Janczarska,normal,3,None,4780.5678,10,5,5,10,517,176,127,5,0,0,0,2,0,0,5,0,4,15,10,0,10
4310,RESOLVED,Project Inbox,normal,3,None,1823.3014,10,3,3,10,163,0,0,3,0,0,0,0,0,0,0,0,6,4,3,0,3
4317,RESOLVED,libing wang,normal,3,libing wang,1727.9519,12,3,3,12,558,85,85,3,0,0,0,0,0,0,0,0,9,4,3,0,3
4322,RESOLVED,Felipe Heidrich,normal,3,Felipe Heidrich,2035.6022,11,3,3,11,1887,1253,1234,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4324,RESOLVED,Felipe Heidrich,normal,3,John Arthorne,3018.3189,11,3,3,11,1887,1253,1234,3,0,0,0,0,0,0,0,0,0,15,3,0,3
4333,RESOLVED,Project Inbox,normal,3,John Arthorne,5208.6694,11,4,4,11,163,0,0,4,0,0,0,4,0,0,1,0,4,13,6,0,6
4339,RESOLVED,Project Inbox,normal,3,None,4690.1697,9,4,4,9,163,0,0,4,0,0,0,0,0,0,3,0,4,9,6,0,6
4345,RESOLVED,None,normal,3,None,3409.7367,9,3,3,9,3049,1289,1257,3,0,0,0,0,0,0,0,0,0,9,3,0,3
4348,RESOLVED,Project Inbox,normal,3,Andrew Niefer,5182.3033,10,3,3,10,163,0,0,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4352,RESOLVED,None,normal,3,None,4243.2369,11,4,4,11,3049,1289,1257,4,0,0,0,0,0,0,0,0,0,18,6,0,6
4373,RESOLVED,Malgorzata Janczarska,normal,3,Malgorzata Janczarska,2214.7544,11,4,3,7,517,176,127,4,0,0,0,0,0,0,0,0,7,11,6,0,6
4384,RESOLVED,Project Inbox,enhancement,4,None,3036.2383,11,3,3,11,163,0,0,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4388,RESOLVED,None,major,5,None,2172.6053,12,4,4,12,719,487,487,4,0,0,0,0,0,0,0,0,0,22,6,0,6
4389,RESOLVED,Malgorzata Janczarska,normal,3,None,2041.1386,11,4,3,8,517,176,127,4,0,0,0,0,0,0,0,0,9,9,6,0,6
4400,RESOLVED,libing wang,major,5,John Arthorne,2659.0725,11,3,3,11,558,85,85,3,0,0,0,0,0,0,5,0,5,5,3,0,3
4402,RESOLVED,Malgorzata Janczarska,normal,3,Malgorzata Janczarska,3218.1058,9,3,2,6,517,176,127,3,0,0,0,0,0,0,0,0,6,5,3,0,3
4403,RESOLVED,Felipe Heidrich,normal,3,Andrew Niefer,5082.4058,12,4,4,12,1887,1253,1234,4,0,0,0,0,0,0,0,0,0,22,6,0,6
4411,RESOLVED,None,normal,3,Felipe Heidrich,5205.7731,11,4,4,11,539,219,185,4,0,0,0,3,0,0,2,0,5,11,6,0,6
4416,RESOLVED,None,normal,3,None,2762.6731,9,3,3,9,539,219,185,3,0,0,0,0,0,0,0,0,5,4,3,0,3
4419,RESOLVED,Felipe Heidrich,normal,3,Felipe Heidrich,1990.9233,11,3,3,11,1887,1253,1234,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4422,RESOLVED,Malgorzata Janczarska,normal,3,Malgorzata Janczarska,2759.24,9,3,2,6,517,176,127,3,0,0,0,0,0,0,0,0,6,5,3,0,3
4432,RESOLVED,Tomasz Zarna,normal,3,Tomasz Zarna,4272.6572,12,3,2,8,900,776,723,3,0,0,0,0,0,0,0,0,0,14,3,0,3
4435,RESOLVED,None,enhancement,4,None,3552.1075,12,4,4,12,2438,966,962,4,0,0,0,0,0,0,0,0,0,18,6,0,6
4441,RESOLVED,Felipe Heidrich,normal,3,Felipe Heidrich,4868.8578,11,3,3,11,1887,1253,1234,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4446,RESOLVED,libing wang,normal,3,Tomasz Zarna,2424.1078,11,4,4,11,558,85,85,4,0,0,0,0,0,0,4,0,4,9,5,1,6
4448,RESOLVED,None,normal,3,John Arthorne,1747.4747,23,6,6,23,1003,1197,1133,6,0,0,0,0,0,0,0,0,0,61,15,0,15
4451,RESOLVED,John Arthorne,normal,3,Mike Fulton,1823.1914,17,4,4,17,2207,3034,3020,4,0,0,0,15,0,0,0,0,0,10,6,0,6
4453,RESOLVED,None,normal,3,John Arthorne,3337.8414,15,6,6,15,3049,1289,1257,6,0,0,0,0,0,0,1,0,6,31,10,5,15
4459,RESOLVED,Project Inbox,normal,3,None,4607.3583,12,5,5,12,163,0,0,5,0,0,0,0,0,0,0,0,0,21,7,3,10
4463,RESOLVED,None,normal,3,None,3576.7919,18,6,6,18,2531,1711,1705,6,0,0,0,0,0,0,1,0,16,36,15,0,15
4480,RESOLVED,None,normal,3,None,3091.2094,11,4,3,7,539,219,185,4,0,0,1,5,0,0,5,0,4,4,4,2,6
4487,RESOLVED,None,enhancement,4,None,5404.0597,15,5,4,11,1003,1197,1133,5,0,0,0,0,0,0,0,0,0,37,10,0,10
4490,RESOLVED,None,normal,3,Andrew Niefer,2926.41,12,4,4,12,3049,1289,1257,4,0,0,0,0,0,0,0,0,0,22,6,0,6
4491,RESOLVED,Felipe Heidrich,minor,2,None,2881.4767,11,4,4,11,1887,1253,1234,4,0,0,0,0,0,0,4,0,5,9,6,0,6
4498,RESOLVED,Project Inbox,normal,3,None,1657.1103,12,4,4,12,163,0,0,4,0,0,0,0,0,0,0,0,11,9,6,0,6
4502,RESOLVED,Project Inbox,major,5,Pradyut Sarma,1892.3439,13,4,4,13,163,0,0,4,0,0,5,7,0,0,0,0,7,5,6,0,6
4509,RESOLVED,None,normal,3,None,4252.2275,8,3,2,5,1003,1197,1133,3,0,0,0,0,0,0,0,0,0,9,3,0,3
4519,RESOLVED,None,normal,3,Felipe Heidrich,3741.2281,10,4,3,8,3049,1289,1257,4,0,0,0,0,0,0,0,0,0,19,6,0,6
4529,RESOLVED,None,normal,3,None,1874.645,21,5,5,21,1003,1197,1133,5,0,0,0,20,0,0,0,0,0,27,10,0,10
4532,RESOLVED,Project Inbox,normal,3,None,1752.0453,13,3,3,13,163,0,0,3,0,0,0,0,0,0,0,0,0,9,3,0,3
4534,RESOLVED,None,normal,3,None,1866.3786,16,4,4,16,539,219,185,4,0,0,0,0,0,2,4,0,14,4,5,1,6
4543,RESOLVED,Felipe Heidrich,normal,3,Felipe Heidrich,2060.3458,11,3,3,11,1887,1253,1234,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4544,RESOLVED,Malgorzata Janczarska,normal,3,None,3197.3958,10,3,3,10,517,176,127,3,0,0,0,0,0,0,0,0,8,4,3,0,3
4558,RESOLVED,None,normal,3,None,1868.1967,12,5,5,12,1003,1197,1133,5,0,0,0,0,0,0,0,0,9,18,10,0,10
4561,RESOLVED,None,normal,3,None,2905.0967,15,6,6,15,3049,1289,1257,6,0,0,0,0,0,0,9,0,5,28,15,0,15
4563,RESOLVED,None,normal,3,None,4222.3136,10,3,3,10,3049,1289,1257,3,0,0,0,0,0,0,0,0,0,9,3,0,3
4565,RESOLVED,libing wang,normal,3,Andrew Niefer,4172.0469,12,5,5,12,558,85,85,5,0,0,0,5,0,0,0,0,4,15,8,2,10
4572,RESOLVED,None,normal,3,None,2132.2306,10,3,3,10,719,487,487,3,0,0,0,0,0,0,0,0,0,9,3,0,3
4584,RESOLVED,Tomasz Zarna,normal,3,Tomasz Zarna,4899.7478,9,3,2,5,900,776,723,3,0,0,0,0,0,0,0,0,0,9,2,1,3
4590,RESOLVED,Project Inbox,normal,3,Adrian Aichner,2438.8481,10,4,4,10,163,0,0,4,0,0,0,9,0,0,0,0,0,11,5,1,6
4591,RESOLVED,John Arthorne,enhancement,4,John Arthorne,1344.1314,12,4,4,12,2207,3034,3020,4,0,0,0,0,0,0,0,0,0,22,6,0,6
4592,RESOLVED,Project Inbox,normal,3,Pradyut Sarma,1961.8983,10,4,4,10,163,0,0,4,0,0,0,9,0,0,0,0,0,10,5,1,6
4597,RESOLVED,None,normal,3,None,1866.465,13,4,3,7,539,219,185,4,0,0,0,0,0,0,0,0,9,9,6,0,6
4601,RESOLVED,Project Inbox,normal,3,None,3895.3986,15,6,6,15,163,0,0,6,1,0,0,24,0,0,0,0,0,22,12,3,15
4605,RESOLVED,Malgorzata Janczarska,normal,3,Malgorzata Janczarska,2714.4156,9,3,2,6,517,176,127,3,0,0,0,0,0,0,0,0,6,5,3,0,3
4611,RESOLVED,Project Inbox,normal,3,None,4053.1658,11,5,5,11,163,0,0,5,0,1,0,6,0,0,4,0,4,12,6,4,10
4612,RESOLVED,Project Inbox,normal,3,None,1844.5658,10,3,3,10,163,0,0,3,0,0,0,0,0,0,0,0,5,4,3,0,3
4619,RESOLVED,Felipe Heidrich,normal,3,None,2231.2494,14,6,6,14,1887,1253,1234,6,1,0,0,13,0,0,0,0,0,17,11,4,15
4625,RESOLVED,Project Inbox,major,5,None,4029.9497,14,5,5,14,163,0,0,5,0,0,0,0,0,0,5,0,4,17,10,0,10
4627,RESOLVED,Malgorzata Janczarska,normal,3,John Arthorne,2832.5333,13,4,4,13,517,176,127,4,0,0,0,0,0,0,0,0,12,12,6,0,6
4630,RESOLVED,libing wang,normal,3,Felipe Heidrich,1896.8333,10,4,4,10,558,85,85,4,0,0,0,0,0,0,2,0,5,11,5,1,6
4632,RESOLVED,None,normal,3,None,4203.6336,15,4,4,15,2438,966,962,4,0,0,0,0,0,0,0,0,0,22,5,1,6
4633,RESOLVED,libing wang,normal,3,libing wang,3409.7003,9,3,3,9,558,85,85,3,0,0,0,1,0,0,0,0,4,4,3,0,3
4634,RESOLVED,Malgorzata Janczarska,normal,3,Malgorzata Janczarska,3510.8669,10,3,3,10,517,176,127,3,0,0,0,0,0,0,0,0,6,5,3,0,3
4640,RESOLVED,Malgorzata Janczarska,major,5,John Arthorne,5250.6672,10,4,4,10,517,176,127,4,0,0,0,5,0,0,0,0,4,10,6,0,6
4641,RESOLVED,Felipe Heidrich,normal,3,None,5519.0672,11,4,4,11,1887,1253,1234,4,0,0,0,5,0,0,1,0,4,9,6,0,6
4654,RESOLVED,Felipe Heidrich,normal,3,None,2354.3011,11,5,5,11,1887,1253,1234,5,0,0,0,0,0,0,0,0,10,14,9,1,10
4660,RESOLVED,None,normal,3,None,4382.0181,11,5,5,11,3049,1289,1257,5,0,0,0,0,0,0,0,0,0,25,10,0,10
4661,RESOLVED,None,major,5,Felipe Heidrich,5205.8517,15,5,5,15,539,219,185,5,0,0,0,10,0,0,1,0,5,19,10,0,10
4669,RESOLVED,None,normal,3,libing wang,3338.5853,14,3,3,14,1003,1197,1133,3,0,0,0,7,0,0,0,0,4,4,3,0,3
4673,RESOLVED,None,normal,3,John Arthorne,3429.7689,11,3,3,11,3049,1289,1257,3,0,0,0,0,0,0,0,0,0,15,3,0,3
4675,RESOLVED,Malgorzata Janczarska,enhancement,4,None,4513.5022,17,5,5,17,517,176,127,5,0,0,0,0,0,0,6,0,10,22,10,0,10
4681,RESOLVED,None,normal,3,None,4078.1358,9,3,2,5,539,219,185,3,0,0,0,0,0,0,1,0,5,4,3,0,3
4685,RESOLVED,None,normal,3,Tomasz Zarna,4288.815,18,3,3,18,1003,1197,1133,3,0,0,0,0,0,0,0,0,0,18,3,0,3
4686,RESOLVED,None,normal,3,Malgorzata Janczarska,2229.0744,19,5,5,19,1003,1197,1133,5,0,0,0,0,0,0,0,0,18,21,10,0,10
4687,RESOLVED,None,normal,3,None,2396.6794,19,3,3,19,1003,1197,1133,3,0,0,0,0,0,0,0,0,0,22,3,0,3
4688,RESOLVED,None,normal,3,None,1846.6519,12,4,3,7,1003,1197,1133,4,0,0,0,0,0,0,0,0,8,6,4,2,6
4689,RESOLVED,None,normal,3,Tomasz Zarna,3236.62,12,3,3,12,1003,1197,1133,3,0,0,0,0,0,0,0,0,0,14,3,0,3
4807,CLOSED,PHP UI,normal,3,Igor Leznik,2184.2772,12,3,3,12,1380,0,0,3,15,0,0,0,0,0,0,0,0,0,3,0,3
4947,CLOSED,None,major,5,None,738.03,13,4,3,10,199,88,78,4,21,0,0,0,0,0,0,0,0,0,6,0,6
5066,CLOSED,None,minor,2,None,3245.6908,19,3,3,19,199,88,78,3,32,0,0,0,0,0,0,0,0,0,3,0,3
5112,CLOSED,None,normal,3,Andrija Frincic,1023.2972,21,10,10,21,199,88,78,10,81,5,0,0,0,0,0,0,0,0,13,32,45
5124,CLOSED,None,normal,3,Craig Daniels,4560.4203,15,7,7,15,199,88,78,7,37,10,0,0,0,0,0,0,0,0,15,6,21
5458,CLOSED,PHP UI,normal,3,Jacob Weber,424.5919,11,3,3,11,1380,0,0,3,7,7,0,0,0,0,0,0,0,0,2,1,3
5475,CLOSED,PHP Core,blocker,7,Renan Gon??alves,256.0986,8,3,3,8,797,0,0,3,0,7,0,0,3,0,0,0,0,0,3,0,3
5502,CLOSED,None,major,5,Laurent C,10203.9692,31,18,18,31,199,88,78,18,164,20,0,0,0,0,0,0,0,0,22,131,153
