"issue.id","ElapsedTime","Interest","Contributors","ExternalContributors","CommunityInterest","DeveloperExperience","OwnerEngagement","OwnerSpectrum","TotalVertices","C1C1","C1C2","C1C3","C1C4","C2C2","C2C3","C2C4","C3C3","C3C4","C4C4","RepeatInteractions","TotalDistinctEdges","TotalEdges"
15,5552.9869,19,4,3,8,370,67,56,4,0,0,0,0,0,0,17,0,0,10,6,0,6
17,18153.1039,69,7,7,69,22,3,3,7,5,15,8,23,0,13,28,0,7,45,15,6,21
227,8036.4122,22,4,4,22,2387,947,931,4,5,0,0,26,0,0,0,0,0,2,4,2,6
246,45289.5589,49,7,7,49,2387,947,931,7,1,0,0,10,0,0,0,12,23,21,9,12,21
714,7442.6375,33,6,6,33,2387,947,931,6,11,0,7,35,0,0,0,0,2,1,8,7,15
805,4843.6825,13,5,5,13,2387,947,931,5,1,2,1,10,0,0,9,0,0,1,5,5,10
911,17590.1947,12,5,5,12,1920,0,0,5,3,0,0,18,0,0,0,0,5,3,6,4,10
915,16077.38,23,4,4,23,4,3,3,4,12,0,0,24,0,0,0,0,0,3,6,0,6
964,6953.6783,9,4,3,7,13,7,5,4,1,0,0,8,0,0,0,0,0,1,5,1,6
966,21603.9594,35,10,10,35,370,67,56,10,22,19,17,27,0,4,4,2,3,0,21,24,45
993,5908.2183,24,11,11,24,1920,0,0,11,22,12,11,14,0,4,7,0,1,1,8,47,55
1069,3860.5961,5,3,3,5,22,0,0,3,0,0,0,2,0,0,0,0,0,1,3,0,3
1070,6465.2297,5,3,3,5,22,0,0,3,0,0,0,2,0,0,0,0,0,1,2,1,3
1080,7731.5608,25,11,11,25,2387,947,931,11,15,6,6,63,0,1,24,0,11,21,20,35,55
1210,1960.6347,12,5,5,12,2387,947,931,5,1,4,0,6,0,0,8,0,0,6,8,2,10
1211,6820.8381,14,4,4,14,10,10,10,4,3,0,0,16,0,0,0,0,0,0,2,4,6
1407,1892.6864,12,9,9,12,116,100,100,9,23,0,15,0,0,0,0,1,0,0,6,30,36
1681,9012.4406,9,4,4,9,47,6,6,4,8,0,2,1,0,0,0,0,0,0,1,5,6
1824,13884.1117,12,5,5,12,21,0,0,5,8,6,8,0,0,0,0,1,0,0,8,2,10
1895,25349.5483,6,4,4,6,23,0,0,4,8,0,0,0,0,0,0,0,0,0,2,4,6
2356,461.35,12,3,2,5,376,125,110,3,6,0,0,0,0,0,0,0,0,0,1,2,3
2388,842.4375,14,3,2,11,20,6,3,3,12,0,0,0,0,0,0,0,0,0,3,0,3
2389,1070.6183,10,4,4,10,1665,0,0,4,21,0,0,0,0,0,0,0,0,0,6,0,6
2981,4229.9336,18,3,3,18,520,40,30,3,27,0,0,0,0,0,0,0,0,0,3,0,3
3127,12024.3481,19,7,7,19,558,12,12,7,29,2,0,0,0,0,0,0,0,0,14,7,21
3182,49349.1739,17,4,3,7,520,40,30,4,23,1,1,0,0,0,0,0,0,0,3,3,6
3847,2952.5053,7,4,4,7,163,0,0,4,0,0,0,0,0,0,3,0,2,5,6,0,6
3860,1871.9594,11,3,2,4,517,176,127,3,0,0,0,0,0,0,0,0,4,3,3,0,3
3895,5129.3047,7,3,3,7,163,0,0,3,0,0,0,1,0,0,0,0,2,2,3,0,3
3899,3333.0394,7,3,3,7,163,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,3
3908,2953.6594,7,3,3,7,163,0,0,3,0,0,0,0,0,0,1,0,3,3,2,1,3
3917,1945.0133,7,3,3,7,163,0,0,3,0,0,0,4,0,0,0,0,0,3,2,1,3
3942,3172.3978,19,5,5,19,1003,1197,1133,5,0,0,0,10,0,0,0,0,0,19,10,0,10
3943,2352.6231,19,6,5,10,1003,1197,1133,6,0,0,2,12,0,0,0,0,12,19,15,0,15
3944,3015.9108,20,6,6,20,1003,1197,1133,6,0,0,0,8,0,0,0,0,0,33,12,3,15
3945,4270.7628,15,3,2,4,900,776,723,3,0,0,0,0,0,0,0,0,0,6,3,0,3
3946,4270.7478,15,4,3,7,900,776,723,4,0,0,0,0,0,0,0,0,0,15,6,0,6
3952,5551.5514,17,5,5,17,517,176,127,5,0,0,0,3,0,0,2,0,11,16,10,0,10
3954,2572.1847,13,3,3,13,900,776,723,3,0,0,0,0,0,0,0,0,0,16,3,0,3
3957,5586.3017,11,3,3,11,163,0,0,3,0,0,0,0,0,0,2,0,4,4,3,0,3
3959,2735.4017,13,6,6,13,539,219,185,6,0,0,0,0,0,0,0,0,11,25,15,0,15
3973,2059.8858,11,3,3,11,1887,1253,1234,3,0,0,0,0,0,0,0,0,0,11,3,0,3
3980,1730.2361,14,5,5,14,1003,1197,1133,5,0,0,0,0,0,0,0,1,16,10,9,1,10
3984,5228.5031,20,9,9,20,3049,1289,1257,9,1,2,0,19,0,0,8,0,8,35,22,14,36
3991,4418.62,12,4,4,12,1887,1253,1234,4,0,0,0,0,0,0,0,0,0,23,6,0,6
4028,2083.5886,12,4,4,12,1887,1253,1234,4,0,0,0,0,0,0,0,0,0,21,6,0,6
4031,5573.2219,15,6,6,15,3049,1289,1257,6,0,0,0,14,0,0,0,0,0,26,12,3,15
4035,4307.1056,11,5,5,11,1887,1253,1234,5,0,0,0,0,0,0,0,0,0,24,9,1,10
4036,3432.4056,18,5,5,18,3049,1289,1257,5,0,0,0,0,0,0,0,0,0,44,10,0,10
4052,4266.9228,14,3,3,14,2438,966,962,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4056,5516.3064,11,3,3,11,761,660,644,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4059,3065.54,10,5,5,10,558,85,85,5,0,0,0,1,0,0,1,0,4,16,8,2,10
4060,1869.34,14,4,4,14,163,0,0,4,0,0,0,13,0,0,0,0,0,10,5,1,6
4067,2256.1903,11,4,4,11,517,176,127,4,0,0,0,0,0,0,0,0,9,9,6,0,6
4069,3510.8569,12,3,2,5,517,176,127,3,0,0,0,0,0,0,0,0,5,4,3,0,3
4071,5065.8739,12,4,4,12,517,176,127,4,0,0,0,9,0,0,0,0,5,12,6,0,6
4077,2877.1406,19,5,5,19,1887,1253,1234,5,0,0,0,0,0,0,0,0,0,38,10,0,10
4089,1877.9247,9,3,3,9,163,0,0,3,0,0,0,6,0,0,0,0,0,5,2,1,3
4091,4729.0247,12,6,6,12,1887,1253,1234,6,0,0,0,0,0,0,0,0,0,36,14,1,15
4107,2900.7089,10,3,3,10,3049,1289,1257,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4114,6458.6258,31,17,17,31,163,0,0,17,4,0,0,40,0,0,10,0,13,87,61,75,136
4119,2363.7428,11,5,5,11,1887,1253,1234,5,0,0,0,0,0,0,0,0,0,24,9,1,10
4120,2037.2594,11,3,3,11,1887,1253,1234,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4121,2036.4761,8,3,2,5,539,219,185,3,0,0,0,0,0,0,0,0,5,4,3,0,3
4132,3313.7767,11,3,3,11,558,85,85,3,0,0,0,1,0,0,0,0,4,4,2,1,3
4135,2179.41,11,4,4,11,163,0,0,4,0,0,0,0,0,0,0,0,8,11,6,0,6
4145,4942.8939,14,3,3,14,1003,1197,1133,3,0,0,0,0,0,0,0,0,0,16,3,0,3
4150,5539.6108,13,7,7,13,517,176,127,7,0,0,0,9,0,0,0,0,4,29,19,2,21
4165,3835.1114,8,3,2,5,539,219,185,3,0,0,0,0,0,0,1,0,4,4,3,0,3
4166,3882.7783,8,3,2,5,539,219,185,3,0,0,0,0,0,0,1,0,4,4,3,0,3
4171,4008.0117,9,3,3,9,3049,1289,1257,3,0,0,0,0,0,0,0,0,0,9,3,0,3
4174,2754.5786,13,4,4,13,2438,966,962,4,0,0,0,0,0,0,0,0,0,20,5,1,6
4178,4532.0789,9,3,3,9,163,0,0,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4184,4410.1125,13,4,4,13,2207,3034,3020,4,0,0,0,0,0,0,3,0,4,9,5,1,6
4188,2403.2128,14,4,3,7,517,176,127,4,0,0,0,0,0,0,0,0,16,9,6,0,6
4191,5549.4128,10,5,5,10,517,176,127,5,2,0,0,9,0,0,0,0,4,9,9,1,10
4194,2376.1294,16,5,5,16,2438,966,962,5,0,0,0,0,0,0,7,0,4,19,8,2,10
4198,5567.4131,17,5,5,17,2207,3034,3020,5,0,0,0,3,0,0,0,0,5,23,10,0,10
4220,5445.8308,9,3,3,9,539,219,185,3,0,0,0,1,0,0,0,0,4,4,3,0,3
4223,2271.5475,12,4,3,6,539,219,185,4,0,0,5,5,0,0,0,0,5,4,6,0,6
4225,2200.0311,10,3,3,10,719,487,487,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4231,1821.5978,11,3,3,11,1887,1253,1234,3,0,0,0,0,0,0,0,0,0,9,3,0,3
4232,3210.4314,9,3,3,9,558,85,85,3,0,0,0,1,0,0,0,0,4,4,3,0,3
4234,2518.0814,11,3,3,11,558,85,85,3,0,0,0,0,0,0,1,0,4,4,3,0,3
4242,5369.815,13,3,3,13,539,219,185,3,2,0,0,4,0,0,0,0,4,0,3,0,3
4246,5230.8986,10,4,4,10,163,0,0,4,0,0,3,6,0,0,0,0,6,5,5,1,6
4254,4080.5656,16,6,6,16,558,85,85,6,0,0,0,11,0,0,0,0,4,18,10,5,15
4266,5213.8328,10,3,2,6,517,176,127,3,0,0,0,1,0,0,0,0,5,5,3,0,3
4272,4175.5331,11,4,4,11,163,0,0,4,0,0,0,0,0,0,0,0,0,21,6,0,6
4278,2658.0667,10,3,2,5,539,219,185,3,0,0,0,0,0,0,0,0,5,4,3,0,3
4283,2839.0169,14,4,3,6,900,776,723,4,0,0,0,0,0,0,0,0,0,22,6,0,6
4285,4199.3836,20,5,5,20,558,85,85,5,0,0,0,5,0,0,8,0,4,23,10,0,10
4288,2732.6336,10,5,5,10,517,176,127,5,0,0,0,0,0,0,0,0,9,16,10,0,10
4299,2756.0508,15,4,4,15,539,219,185,4,1,0,8,8,0,0,0,0,4,0,6,0,6
4300,4078.3344,11,3,3,11,2207,3034,3020,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4305,4780.5678,10,5,5,10,517,176,127,5,0,0,0,2,0,0,5,0,4,15,10,0,10
4310,1823.3014,10,3,3,10,163,0,0,3,0,0,0,0,0,0,0,0,6,4,3,0,3
4317,1727.9519,12,3,3,12,558,85,85,3,0,0,0,0,0,0,0,0,9,4,3,0,3
4322,2035.6022,11,3,3,11,1887,1253,1234,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4324,3018.3189,11,3,3,11,1887,1253,1234,3,0,0,0,0,0,0,0,0,0,15,3,0,3
4333,5208.6694,11,4,4,11,163,0,0,4,0,0,0,4,0,0,1,0,4,13,6,0,6
4339,4690.1697,9,4,4,9,163,0,0,4,0,0,0,0,0,0,3,0,4,9,6,0,6
4345,3409.7367,9,3,3,9,3049,1289,1257,3,0,0,0,0,0,0,0,0,0,9,3,0,3
4348,5182.3033,10,3,3,10,163,0,0,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4352,4243.2369,11,4,4,11,3049,1289,1257,4,0,0,0,0,0,0,0,0,0,18,6,0,6
4373,2214.7544,11,4,3,7,517,176,127,4,0,0,0,0,0,0,0,0,7,11,6,0,6
4384,3036.2383,11,3,3,11,163,0,0,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4388,2172.6053,12,4,4,12,719,487,487,4,0,0,0,0,0,0,0,0,0,22,6,0,6
4389,2041.1386,11,4,3,8,517,176,127,4,0,0,0,0,0,0,0,0,9,9,6,0,6
4400,2659.0725,11,3,3,11,558,85,85,3,0,0,0,0,0,0,5,0,5,5,3,0,3
4402,3218.1058,9,3,2,6,517,176,127,3,0,0,0,0,0,0,0,0,6,5,3,0,3
4403,5082.4058,12,4,4,12,1887,1253,1234,4,0,0,0,0,0,0,0,0,0,22,6,0,6
4411,5205.7731,11,4,4,11,539,219,185,4,0,0,0,3,0,0,2,0,5,11,6,0,6
4416,2762.6731,9,3,3,9,539,219,185,3,0,0,0,0,0,0,0,0,5,4,3,0,3
4419,1990.9233,11,3,3,11,1887,1253,1234,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4422,2759.24,9,3,2,6,517,176,127,3,0,0,0,0,0,0,0,0,6,5,3,0,3
4432,4272.6572,12,3,2,8,900,776,723,3,0,0,0,0,0,0,0,0,0,14,3,0,3
4435,3552.1075,12,4,4,12,2438,966,962,4,0,0,0,0,0,0,0,0,0,18,6,0,6
4441,4868.8578,11,3,3,11,1887,1253,1234,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4446,2424.1078,11,4,4,11,558,85,85,4,0,0,0,0,0,0,4,0,4,9,5,1,6
4448,1747.4747,23,6,6,23,1003,1197,1133,6,0,0,0,0,0,0,0,0,0,61,15,0,15
4451,1823.1914,17,4,4,17,2207,3034,3020,4,0,0,0,15,0,0,0,0,0,10,6,0,6
4453,3337.8414,15,6,6,15,3049,1289,1257,6,0,0,0,0,0,0,1,0,6,31,10,5,15
4459,4607.3583,12,5,5,12,163,0,0,5,0,0,0,0,0,0,0,0,0,21,7,3,10
4463,3576.7919,18,6,6,18,2531,1711,1705,6,0,0,0,0,0,0,1,0,16,36,15,0,15
4480,3091.2094,11,4,3,7,539,219,185,4,0,0,1,5,0,0,5,0,4,4,4,2,6
4487,5404.0597,15,5,4,11,1003,1197,1133,5,0,0,0,0,0,0,0,0,0,37,10,0,10
4490,2926.41,12,4,4,12,3049,1289,1257,4,0,0,0,0,0,0,0,0,0,22,6,0,6
4491,2881.4767,11,4,4,11,1887,1253,1234,4,0,0,0,0,0,0,4,0,5,9,6,0,6
4498,1657.1103,12,4,4,12,163,0,0,4,0,0,0,0,0,0,0,0,11,9,6,0,6
4502,1892.3439,13,4,4,13,163,0,0,4,0,0,5,7,0,0,0,0,7,5,6,0,6
4509,4252.2275,8,3,2,5,1003,1197,1133,3,0,0,0,0,0,0,0,0,0,9,3,0,3
4519,3741.2281,10,4,3,8,3049,1289,1257,4,0,0,0,0,0,0,0,0,0,19,6,0,6
4529,1874.645,21,5,5,21,1003,1197,1133,5,0,0,0,20,0,0,0,0,0,27,10,0,10
4532,1752.0453,13,3,3,13,163,0,0,3,0,0,0,0,0,0,0,0,0,9,3,0,3
4534,1866.3786,16,4,4,16,539,219,185,4,0,0,0,0,0,2,4,0,14,4,5,1,6
4543,2060.3458,11,3,3,11,1887,1253,1234,3,0,0,0,0,0,0,0,0,0,11,3,0,3
4544,3197.3958,10,3,3,10,517,176,127,3,0,0,0,0,0,0,0,0,8,4,3,0,3
4558,1868.1967,12,5,5,12,1003,1197,1133,5,0,0,0,0,0,0,0,0,9,18,10,0,10
4561,2905.0967,15,6,6,15,3049,1289,1257,6,0,0,0,0,0,0,9,0,5,28,15,0,15
4563,4222.3136,10,3,3,10,3049,1289,1257,3,0,0,0,0,0,0,0,0,0,9,3,0,3
4565,4172.0469,12,5,5,12,558,85,85,5,0,0,0,5,0,0,0,0,4,15,8,2,10
4572,2132.2306,10,3,3,10,719,487,487,3,0,0,0,0,0,0,0,0,0,9,3,0,3
4584,4899.7478,9,3,2,5,900,776,723,3,0,0,0,0,0,0,0,0,0,9,2,1,3
4590,2438.8481,10,4,4,10,163,0,0,4,0,0,0,9,0,0,0,0,0,11,5,1,6
4591,1344.1314,12,4,4,12,2207,3034,3020,4,0,0,0,0,0,0,0,0,0,22,6,0,6
4592,1961.8983,10,4,4,10,163,0,0,4,0,0,0,9,0,0,0,0,0,10,5,1,6
4597,1866.465,13,4,3,7,539,219,185,4,0,0,0,0,0,0,0,0,9,9,6,0,6
4601,3895.3986,15,6,6,15,163,0,0,6,1,0,0,24,0,0,0,0,0,22,12,3,15
4605,2714.4156,9,3,2,6,517,176,127,3,0,0,0,0,0,0,0,0,6,5,3,0,3
4611,4053.1658,11,5,5,11,163,0,0,5,0,1,0,6,0,0,4,0,4,12,6,4,10
4612,1844.5658,10,3,3,10,163,0,0,3,0,0,0,0,0,0,0,0,5,4,3,0,3
4619,2231.2494,14,6,6,14,1887,1253,1234,6,1,0,0,13,0,0,0,0,0,17,11,4,15
4625,4029.9497,14,5,5,14,163,0,0,5,0,0,0,0,0,0,5,0,4,17,10,0,10
4627,2832.5333,13,4,4,13,517,176,127,4,0,0,0,0,0,0,0,0,12,12,6,0,6
4630,1896.8333,10,4,4,10,558,85,85,4,0,0,0,0,0,0,2,0,5,11,5,1,6
4632,4203.6336,15,4,4,15,2438,966,962,4,0,0,0,0,0,0,0,0,0,22,5,1,6
4633,3409.7003,9,3,3,9,558,85,85,3,0,0,0,1,0,0,0,0,4,4,3,0,3
4634,3510.8669,10,3,3,10,517,176,127,3,0,0,0,0,0,0,0,0,6,5,3,0,3
4640,5250.6672,10,4,4,10,517,176,127,4,0,0,0,5,0,0,0,0,4,10,6,0,6
4641,5519.0672,11,4,4,11,1887,1253,1234,4,0,0,0,5,0,0,1,0,4,9,6,0,6
4654,2354.3011,11,5,5,11,1887,1253,1234,5,0,0,0,0,0,0,0,0,10,14,9,1,10
4660,4382.0181,11,5,5,11,3049,1289,1257,5,0,0,0,0,0,0,0,0,0,25,10,0,10
4661,5205.8517,15,5,5,15,539,219,185,5,0,0,0,10,0,0,1,0,5,19,10,0,10
4669,3338.5853,14,3,3,14,1003,1197,1133,3,0,0,0,7,0,0,0,0,4,4,3,0,3
4673,3429.7689,11,3,3,11,3049,1289,1257,3,0,0,0,0,0,0,0,0,0,15,3,0,3
4675,4513.5022,17,5,5,17,517,176,127,5,0,0,0,0,0,0,6,0,10,22,10,0,10
4681,4078.1358,9,3,2,5,539,219,185,3,0,0,0,0,0,0,1,0,5,4,3,0,3
4685,4288.815,18,3,3,18,1003,1197,1133,3,0,0,0,0,0,0,0,0,0,18,3,0,3
4686,2229.0744,19,5,5,19,1003,1197,1133,5,0,0,0,0,0,0,0,0,18,21,10,0,10
4687,2396.6794,19,3,3,19,1003,1197,1133,3,0,0,0,0,0,0,0,0,0,22,3,0,3
4688,1846.6519,12,4,3,7,1003,1197,1133,4,0,0,0,0,0,0,0,0,8,6,4,2,6
4689,3236.62,12,3,3,12,1003,1197,1133,3,0,0,0,0,0,0,0,0,0,14,3,0,3
4807,2184.2772,12,3,3,12,1380,0,0,3,15,0,0,0,0,0,0,0,0,0,3,0,3
4947,738.03,13,4,3,10,199,88,78,4,21,0,0,0,0,0,0,0,0,0,6,0,6
5066,3245.6908,19,3,3,19,199,88,78,3,32,0,0,0,0,0,0,0,0,0,3,0,3
5112,1023.2972,21,10,10,21,199,88,78,10,81,5,0,0,0,0,0,0,0,0,13,32,45
5124,4560.4203,15,7,7,15,199,88,78,7,37,10,0,0,0,0,0,0,0,0,15,6,21
5458,424.5919,11,3,3,11,1380,0,0,3,7,7,0,0,0,0,0,0,0,0,2,1,3
5475,256.0986,8,3,3,8,797,0,0,3,0,7,0,0,3,0,0,0,0,0,3,0,3
5502,10203.9692,31,18,18,31,199,88,78,18,164,20,0,0,0,0,0,0,0,0,22,131,153
5542,2295.5189,10,5,5,10,507,392,367,5,10,5,0,0,4,0,0,0,0,0,9,1,10
5561,792.2922,8,5,5,8,1380,0,0,5,3,10,3,0,1,1,0,0,0,0,6,4,10
5581,3161.8844,20,7,7,20,115,69,64,7,20,23,1,0,9,1,0,0,0,0,11,10,21
5602,1305.61,17,8,8,17,797,0,0,8,1,6,17,2,3,16,4,7,8,0,25,3,28
5622,11707.2481,25,5,5,25,57,3,3,5,31,7,6,0,1,3,0,0,0,0,10,0,10
5638,15938.1978,9,4,4,9,199,88,78,4,13,1,1,0,0,0,0,0,0,0,3,3,6
5730,15331.0397,29,7,7,29,122,15,15,7,55,0,2,0,0,0,0,0,0,0,18,3,21
5781,4252.6583,11,6,6,11,199,88,78,6,6,16,1,0,3,0,0,0,0,0,9,6,15
5819,9580.7425,12,6,6,12,1380,0,0,6,26,1,1,0,0,0,0,0,0,0,14,1,15
5907,3190.0675,10,3,2,5,115,69,64,3,0,0,2,0,0,5,0,1,0,0,3,0,3
5945,1628.4656,7,3,2,5,361,198,176,3,3,0,2,0,0,0,0,0,0,0,2,1,3
5948,2865.8464,11,5,5,11,235,0,0,5,12,0,9,0,0,0,0,0,0,0,9,1,10
5949,957.2706,8,3,2,5,199,88,78,3,0,2,0,0,0,3,0,0,0,0,2,1,3
5950,1491.3608,8,4,4,8,1380,0,0,4,5,0,6,0,0,0,0,0,0,0,4,2,6
5951,960.4217,8,3,3,8,199,88,78,3,2,0,4,0,0,0,0,0,0,0,3,0,3
5984,5776.4247,16,9,9,16,797,0,0,9,68,0,0,0,0,0,0,0,0,0,18,18,36
6010,7593.1775,20,10,10,20,199,88,78,10,1,10,9,2,0,18,11,7,12,0,24,21,45
6021,3047.9206,7,5,5,7,361,198,176,5,4,4,4,0,0,2,0,2,0,0,6,4,10
6042,6387.4931,18,5,5,18,115,69,64,5,0,5,10,0,3,11,0,4,0,0,8,2,10
6075,3117.4444,8,5,4,6,507,392,367,5,2,0,10,0,0,0,0,6,0,0,9,1,10
6076,8715.2378,18,5,5,18,115,69,64,5,2,11,10,0,5,7,0,4,0,0,10,0,10
6085,312.9772,12,4,4,12,93,34,34,4,6,0,12,0,0,0,0,2,0,0,6,0,6
6227,8425.2836,17,5,5,17,93,34,34,5,6,4,12,0,3,6,0,6,0,0,10,0,10
6228,747.5122,17,5,5,17,68,30,25,5,2,4,15,0,0,11,0,2,0,0,10,0,10
6260,1574.4211,13,4,4,13,88,16,16,4,2,0,17,0,0,0,0,4,0,0,6,0,6
6277,3288.3456,9,3,2,7,361,198,176,3,0,0,2,0,0,5,0,3,2,0,3,0,3
6285,4290.4242,10,4,3,8,199,88,78,4,0,4,3,2,0,2,0,3,4,0,6,0,6
6298,1183.5869,8,4,3,7,68,30,25,4,0,0,3,3,0,0,0,1,6,0,5,1,6
6308,10380.8144,22,6,6,22,361,198,176,6,16,12,9,2,0,4,0,4,0,0,11,4,15
6309,6814.5417,12,5,5,12,1380,0,0,5,1,10,4,6,0,2,0,2,6,0,9,1,10
6311,7732.8911,15,4,4,15,361,198,176,4,0,2,10,2,0,2,0,3,4,0,6,0,6
6315,525.7556,12,4,3,10,361,198,176,4,0,2,6,2,0,6,0,0,4,0,6,0,6
6343,1396.1142,23,4,4,23,68,30,25,4,12,0,13,6,0,0,0,0,3,0,6,0,6
6372,2688.2208,12,4,3,7,507,392,367,4,0,0,10,1,0,0,0,4,3,0,6,0,6
6388,3241.3939,30,4,4,30,93,34,34,4,5,0,21,13,0,0,0,7,4,0,6,0,6
7208,2738.4839,21,4,4,21,675,770,770,4,0,6,13,6,0,0,4,8,5,0,6,0,6
7216,2506.9175,16,3,3,16,675,770,770,3,3,6,9,0,0,0,0,0,0,0,3,0,3
7283,154.4631,7,4,4,7,675,770,770,4,0,0,9,0,0,0,0,5,0,0,6,0,6
7640,2058.6247,24,4,4,24,824,1561,1555,4,5,8,0,10,0,0,13,0,0,0,3,3,6
7822,728.1958,13,5,5,13,1851,510,506,5,6,0,0,16,0,0,0,0,0,1,10,0,10
7917,2079.0044,15,6,6,15,5846,0,0,6,16,0,8,11,0,0,0,0,2,0,14,1,15
8032,3472.8342,10,3,3,10,824,1561,1555,3,0,0,3,3,0,0,5,0,1,0,3,0,3
8156,672.6481,10,3,3,10,164,8,8,3,0,0,2,7,0,0,0,0,7,0,3,0,3
8178,12573.9758,60,9,9,60,675,770,770,9,2,1,25,23,0,4,15,14,43,9,25,11,36
8207,1946.0961,25,3,3,25,675,770,770,3,0,0,0,0,0,0,0,0,32,12,3,0,3
8243,98688.2483,25,7,7,25,2,15,12,7,6,4,19,12,0,0,0,0,2,0,18,3,21
8531,6.3764,10,5,5,10,5846,0,0,5,3,0,6,5,0,0,0,0,1,0,3,7,10
8541,210.2597,23,5,5,23,5846,0,0,5,0,5,13,4,0,2,3,1,7,0,10,0,10
8632,19.5956,15,4,4,15,5846,0,0,4,0,0,0,0,0,0,0,4,14,0,6,0,6
8701,10045.2111,10,3,3,10,71,0,0,3,0,0,0,4,1,0,1,0,0,0,2,1,3
8774,10.7489,16,5,5,16,1718,0,0,5,0,0,15,0,0,0,0,9,0,0,9,1,10
9352,7053.5033,16,4,4,16,40,3,3,4,29,0,0,0,0,0,0,0,0,0,6,0,6
9466,20787.6478,21,5,5,21,28,12,12,5,41,0,0,0,0,0,0,0,0,0,4,6,10
9841,1891.8089,9,4,4,9,14,3,3,4,3,0,12,0,0,0,0,3,0,0,6,0,6
10338,4951.5072,11,4,4,11,36,0,0,4,15,0,0,0,0,0,0,0,0,0,4,2,6
10390,1559.0703,10,4,4,10,224,9,9,4,12,0,0,0,0,0,0,0,0,0,1,5,6
10560,1528.9625,15,4,4,15,863,148,115,4,3,0,0,17,0,0,0,0,0,1,6,0,6
10562,3362.7217,12,3,2,9,863,148,115,3,12,0,0,0,0,0,0,0,0,0,1,2,3
10663,2622.8014,20,4,4,20,863,148,115,4,2,6,2,16,0,0,1,0,0,0,6,0,6
10734,98.1528,9,4,3,5,863,148,115,4,13,0,0,0,0,0,0,0,0,0,3,3,6
10889,592.0856,8,3,2,4,863,148,115,3,9,0,0,0,0,0,0,0,0,0,2,1,3
10955,1574.5553,8,3,2,6,863,148,115,3,2,0,7,0,0,0,0,0,0,0,3,0,3
10982,3259.6728,6,3,2,3,863,148,115,3,1,5,0,0,0,0,0,0,0,0,2,1,3
11278,1437.4492,34,6,5,6,1227,69,22,6,41,0,0,4,0,0,1,0,0,0,5,10,15
11330,2315.2775,14,4,4,14,1227,69,22,4,0,2,3,8,0,2,2,0,1,0,6,0,6
11332,6366.3903,11,3,3,11,1227,69,22,3,4,7,0,0,2,0,0,0,0,0,3,0,3
11593,3957.1911,23,7,6,6,1227,69,22,7,10,38,4,0,1,0,0,0,0,0,2,19,21
11877,2336.2583,31,25,25,31,1227,69,22,25,276,144,0,0,0,0,0,0,0,0,20,280,300
11953,5636.0922,16,6,6,16,1227,69,22,6,1,4,0,15,0,0,6,0,0,4,12,3,15
11955,841.0117,9,7,7,9,1227,69,22,7,15,8,0,0,0,0,0,0,0,0,5,16,21
12158,2985.1997,15,5,5,15,144,45,45,5,31,2,0,0,0,0,0,0,0,0,10,0,10
12161,2817.1378,27,7,7,27,144,45,45,7,31,4,8,8,0,0,0,0,1,0,18,3,21
12166,2498.4544,10,4,4,10,497,72,72,4,12,2,0,0,0,0,0,0,0,0,6,0,6
12281,162.7022,15,4,4,15,497,72,72,4,9,12,0,0,0,0,0,0,0,0,6,0,6
12377,7777.0111,29,7,7,29,497,72,72,7,38,5,8,10,2,0,0,0,0,0,18,3,21
12414,11524.1458,12,3,3,12,497,72,72,3,12,2,0,0,1,0,0,0,0,0,3,0,3
12474,9190.1983,13,4,4,13,497,72,72,4,14,4,0,0,0,0,0,0,0,0,6,0,6
12501,5256.8606,12,4,4,12,497,72,72,4,0,10,0,0,4,0,0,0,0,0,6,0,6
12502,5210.2314,15,5,5,15,61,9,9,5,11,14,0,0,3,0,0,0,0,0,10,0,10
12809,21650.5544,30,6,6,30,497,72,72,6,40,23,0,0,1,0,0,0,0,0,11,4,15
13071,668.7231,6,4,4,6,463,0,0,4,4,2,3,0,0,1,0,0,0,0,5,1,6
13243,3344.9703,21,5,5,21,806,363,326,5,3,2,19,0,0,7,0,4,0,0,9,1,10
13256,2497.9856,20,6,6,20,717,767,732,6,27,4,4,0,0,0,0,0,0,0,9,6,15
13258,672.5547,16,3,3,16,806,363,326,3,4,10,3,0,0,0,0,0,0,0,3,0,3
13364,1757.97,15,4,4,15,598,150,150,4,4,5,12,0,0,1,0,0,0,0,6,0,6
13404,1050.5128,16,4,4,16,668,773,773,4,11,3,16,0,0,0,0,0,0,0,6,0,6
13457,2279.7175,16,6,6,16,717,767,732,6,20,0,15,0,0,0,0,0,0,0,7,8,15
