"issue.id","ElapsedTime","Interest","Contributors","ExternalContributors","CommunityInterest","DeveloperExperience","OwnerEngagement","OwnerSpectrum","TotalVertices","C1C1","C1C2","C1C3","C1C4","C2C2","C2C3","C2C4","C3C3","C3C4","C4C4","RepeatInteractions","TotalDistinctEdges","TotalEdges"
104896,7981.0561,18,6,6,18,15529,0,0,6,3,0,0,19,0,0,0,0,0,4,10,5,15
104902,1919.0267,34,7,7,34,3289,9379,9379,7,0,0,0,1,0,0,0,0,0,44,8,13,21
104974,8559.9703,13,5,5,13,15529,0,0,5,1,0,0,14,0,0,0,0,0,11,9,1,10
105007,6218.1297,14,4,4,14,15529,0,0,4,0,0,0,0,0,0,0,0,0,24,5,1,6
105013,6340.5181,19,3,3,19,1567,1295,1295,3,0,0,0,0,0,0,0,0,0,18,2,1,3
105103,8122.9558,12,4,4,12,15529,0,0,4,0,0,0,11,0,0,0,0,0,4,5,1,6
105125,8530.8161,18,6,6,18,15529,0,0,6,1,0,0,11,0,0,6,0,0,6,9,6,15
105131,380.0489,17,6,6,17,1844,3065,2984,6,3,0,6,25,0,0,0,1,14,0,8,7,15
105198,1971.5136,5,4,4,5,3848,0,0,4,3,0,0,4,0,0,0,0,0,0,6,0,6
105209,6659.0725,23,6,6,23,5058,0,0,6,2,0,4,24,0,0,0,3,4,4,14,1,15
105267,12102.8531,15,6,6,15,5058,0,0,6,0,1,3,0,0,0,0,0,0,28,11,4,15
105297,751.615,15,5,5,15,4998,3108,3108,5,0,0,0,0,0,0,3,0,0,15,8,2,10
105382,69.3022,9,3,3,9,15529,0,0,3,0,0,0,11,0,0,0,0,0,2,3,0,3
105453,605.5475,14,4,4,14,955,634,613,4,0,0,0,0,0,0,0,0,9,10,5,1,6
105623,1173.4522,12,4,4,12,880,620,620,4,0,0,8,3,0,0,0,0,7,0,6,0,6
105672,18.5072,7,4,4,7,223,0,0,4,0,0,0,0,0,0,0,1,7,1,5,1,6
105707,1333.3483,21,6,6,21,880,620,620,6,1,8,2,10,0,0,8,0,4,1,7,8,15
105728,15560.7194,14,10,10,14,223,0,0,10,3,0,6,15,0,1,2,0,4,3,17,28,45
105828,3831.1906,11,3,3,11,5,19,19,3,0,1,0,8,0,0,6,0,0,0,3,0,3
105834,693.6142,9,5,5,9,1328,1691,1672,5,0,0,0,0,0,0,0,0,0,20,8,2,10
105893,1519.4094,7,4,4,7,223,0,0,4,0,0,2,4,0,0,0,0,3,1,6,0,6
105899,3357.1181,21,10,10,21,223,0,0,10,14,0,0,38,0,0,0,0,0,7,19,26,45
105908,698.2531,12,5,5,12,19,21,21,5,6,0,0,13,0,0,0,0,0,1,6,4,10
105966,2080.7011,9,4,4,9,714,1670,1604,4,0,0,0,0,0,0,0,0,0,7,5,1,6
106002,3.9869,10,3,3,10,880,620,620,3,0,0,0,0,0,0,0,0,0,7,2,1,3
106057,41103.3103,6,4,4,6,223,0,0,4,0,1,1,1,0,0,2,0,3,0,2,4,6
106075,41826.5061,14,8,8,14,223,0,0,8,6,0,9,10,0,0,0,1,4,2,5,23,28
106100,3838.9625,37,17,17,37,2019,1545,1537,17,3,6,2,20,2,1,28,0,5,43,51,85,136
106190,5336.3433,9,4,4,9,1328,1691,1672,4,0,0,0,0,0,0,0,0,0,9,5,1,6
106208,12855.4636,23,8,8,23,1328,1691,1672,8,3,4,0,13,0,0,18,0,0,11,17,11,28
106251,21310.0731,34,14,14,34,11,0,0,14,17,21,12,49,3,3,15,0,22,13,60,31,91
106301,6114.8022,18,9,9,18,17,128,128,9,0,1,6,10,0,1,5,3,17,5,18,18,36
106338,17086.0397,15,5,5,15,449,70,70,5,2,9,2,4,1,1,1,2,1,0,8,2,10
106366,4207.5044,34,10,10,34,516,103,101,10,7,2,18,33,0,4,1,0,28,10,29,16,45
106391,19688.4972,15,6,6,15,286,31,31,6,26,6,14,0,0,1,0,0,0,0,14,1,15
106420,67.8394,14,5,5,14,84,0,0,5,0,0,0,0,0,0,5,0,6,7,8,2,10
106432,30.7858,15,3,3,15,483,1782,1782,3,0,0,0,0,0,0,0,7,8,0,3,0,3
106565,288.535,16,6,6,16,21,4,4,6,0,0,8,3,0,0,0,5,18,1,11,4,15
106568,409.3058,17,6,6,17,449,70,70,6,0,0,0,0,0,0,0,10,13,0,7,8,15
106649,39601.3011,10,4,4,10,284,0,0,4,6,0,3,6,0,0,0,0,3,0,6,0,6
106717,6281.8811,15,8,8,15,284,0,0,8,17,0,0,21,0,0,0,0,0,1,6,22,28
106905,262.8964,8,4,3,4,1844,3065,2984,4,0,0,0,0,0,0,0,0,2,5,5,1,6
106924,262.3347,30,6,6,30,1477,1409,1394,6,0,0,0,0,0,3,11,0,26,30,13,2,15
106974,29.935,10,3,3,10,4181,0,0,3,0,0,0,9,0,0,0,0,0,1,2,1,3
107066,9746.7153,19,7,7,19,955,634,613,7,1,0,6,13,0,0,0,0,8,1,12,9,21
107080,10006.575,19,7,7,19,1567,1295,1295,7,4,1,10,6,0,6,7,1,15,12,21,0,21
107081,6646.0208,11,4,4,11,1844,3065,2984,4,0,0,0,9,0,0,1,0,0,4,5,1,6
107186,45.5786,15,4,4,15,919,724,724,4,0,0,0,14,0,0,0,0,0,12,5,1,6
107198,1061.5586,39,12,12,39,3848,0,0,12,7,0,0,38,0,0,0,0,0,72,25,41,66
107240,2498.8892,15,7,7,15,4181,0,0,7,0,0,0,14,0,0,0,0,0,3,8,13,21
107304,329.9164,17,5,5,17,4181,0,0,5,0,0,0,0,0,0,0,0,0,19,5,5,10
107330,10660.3089,10,4,4,10,15529,0,0,4,0,0,0,0,0,0,3,0,0,6,3,3,6
107331,11837.9236,12,4,4,12,15529,0,0,4,0,0,2,0,0,0,0,0,2,7,3,3,6
107341,8385.9411,14,5,5,14,15529,0,0,5,0,0,3,8,0,0,0,0,1,9,8,2,10
107342,8265.5597,17,9,9,17,15529,0,0,9,7,0,0,27,0,0,0,0,0,5,19,17,36
107343,7727.6556,10,4,4,10,15529,0,0,4,0,0,0,9,0,0,0,0,0,4,5,1,6
107344,7293.9172,12,3,3,12,15529,0,0,3,0,0,0,0,0,0,0,0,0,11,3,0,3
107345,7243.6514,13,4,4,13,15529,0,0,4,0,0,0,0,0,0,0,0,10,8,5,1,6
107346,7242.3311,13,4,4,13,15529,0,0,4,0,0,0,0,0,0,0,0,0,24,6,0,6
107347,7244.2697,10,4,4,10,15529,0,0,4,0,0,0,0,0,0,0,0,0,17,6,0,6
107348,7222.8042,11,4,4,11,15529,0,0,4,0,0,0,0,0,0,0,0,0,20,6,0,6
107349,7201.9911,9,4,4,9,15529,0,0,4,0,0,0,0,0,0,0,0,0,8,3,3,6
107350,7142.9,14,5,5,14,15529,0,0,5,1,0,0,13,0,0,2,0,0,4,8,2,10
107351,7078.605,15,3,3,15,15529,0,0,3,0,0,0,0,0,0,0,0,0,17,3,0,3
107355,7011.3208,13,3,3,13,15529,0,0,3,0,0,0,0,0,0,0,0,0,14,3,0,3
107365,7108.6261,15,5,5,15,15529,0,0,5,0,0,0,11,0,0,2,0,0,9,6,4,10
107372,7243.6733,25,7,7,25,955,634,613,7,0,0,0,0,0,0,0,0,18,45,16,5,21
107443,1300.0378,17,4,4,17,1879,5649,5649,4,0,0,0,3,0,0,0,0,0,8,2,4,6
107444,791.8322,30,10,10,30,4170,3316,3206,10,21,0,0,48,0,0,0,0,0,23,15,30,45
107541,10747.4306,15,6,6,15,15529,0,0,6,3,0,2,25,0,0,0,0,1,2,8,7,15
107584,8214.3467,15,3,3,15,4998,3108,3108,3,0,0,0,0,0,0,0,0,2,17,3,0,3
107639,11038.4142,22,7,7,22,5058,0,0,7,9,1,9,9,0,1,4,0,1,5,15,6,21
107668,8259.4606,17,6,6,17,3624,4366,4303,6,1,2,1,13,0,0,0,0,7,0,3,12,15
107670,8214.5317,12,4,4,12,3624,4366,4303,4,0,2,2,7,0,1,2,0,1,0,6,0,6
107718,1666.06,9,5,5,9,15529,0,0,5,1,0,0,9,0,0,0,0,0,4,7,3,10
107767,11752.5642,31,15,15,31,1315,1289,1289,15,88,14,23,10,0,2,0,2,4,3,44,61,105
107790,1811.9458,12,3,3,12,4181,0,0,3,0,0,0,11,0,0,0,0,0,1,2,1,3
107809,928.8008,5,4,4,5,4181,0,0,4,0,0,0,4,0,0,0,0,0,3,4,2,6
107828,2324.675,20,4,4,20,3289,9379,9379,4,0,0,0,0,0,0,0,0,0,25,4,2,6
107832,2010.9533,15,4,4,15,637,170,170,4,0,0,0,0,0,5,11,0,4,0,4,2,6
107979,1319.3728,8,5,5,8,928,695,678,5,0,0,3,3,0,1,0,1,6,1,8,2,10
107980,1653.7936,13,4,4,13,2685,2842,2817,4,0,0,0,0,0,0,0,0,1,12,4,2,6
107997,11978.1428,15,5,5,15,1844,3065,2984,5,3,0,6,4,0,0,0,0,0,6,2,8,10
108047,2414.7064,15,4,4,15,5058,0,0,4,0,0,0,14,0,0,0,0,0,2,5,1,6
108100,11772.51,10,4,3,7,4170,3316,3206,4,1,0,0,10,0,0,0,0,0,0,2,4,6
108104,10445.6444,15,8,8,15,2685,2842,2817,8,1,0,1,18,0,0,0,0,1,11,19,9,28
108127,3316.5886,11,3,3,11,4998,3108,3108,3,0,0,0,0,0,0,0,0,0,8,2,1,3
108153,9518.1322,17,5,5,17,3289,9379,9379,5,1,0,0,18,0,0,0,0,0,0,6,4,10
108164,9982.2211,12,5,5,12,15529,0,0,5,0,0,0,11,0,0,0,0,0,8,7,3,10
108302,15437.3442,13,3,3,13,955,634,613,3,0,0,0,1,0,3,5,0,3,0,3,0,3
108346,713.8058,10,4,4,10,5058,0,0,4,0,0,0,0,0,0,0,0,0,9,6,0,6
108531,98207.4167,9,5,5,9,176,0,0,5,0,0,1,4,0,0,0,0,7,3,5,5,10
108636,8076.9644,22,5,5,22,15529,0,0,5,0,2,3,16,0,0,2,0,3,9,7,3,10
108637,12962.1389,13,4,4,13,15529,0,0,4,0,0,0,0,0,0,0,0,4,8,3,3,6
108638,15968.0536,19,4,4,19,4170,3316,3206,4,0,0,2,0,0,0,0,0,14,17,6,0,6
108640,10217.8808,13,4,4,13,15529,0,0,4,0,0,2,10,0,0,0,0,0,0,3,3,6
108641,10217.9167,17,5,5,17,15529,0,0,5,0,0,2,14,0,0,0,0,1,2,7,3,10
108642,13751.1228,15,4,4,15,15529,0,0,4,0,0,0,0,0,0,1,0,4,9,3,3,6
108645,6240.1439,15,4,4,15,4170,3316,3206,4,0,0,2,12,0,0,0,0,9,8,6,0,6
108858,7021.5922,24,8,8,24,146,18,18,8,3,8,4,7,1,4,16,0,0,0,15,13,28
108923,1005.7175,16,8,8,16,1477,1409,1394,8,1,4,1,14,0,0,4,0,2,7,15,13,28
109058,4395.7078,13,3,3,13,3289,9379,9379,3,0,0,0,0,0,0,0,0,0,13,3,0,3
109138,11581.7986,23,7,7,23,614,406,399,7,0,5,0,26,0,0,16,0,0,15,15,6,21
109194,4682.4769,17,3,3,17,637,170,170,3,0,0,0,0,0,0,17,0,0,0,2,1,3
109206,10445.9169,26,5,5,26,4998,3108,3108,5,0,2,2,9,0,0,5,0,19,0,8,2,10
109302,4688.4119,25,8,8,25,3848,0,0,8,6,0,0,40,0,0,0,0,0,13,17,11,28
109046,7996.2403,5,3,3,5,5058,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3
109329,16647.7767,20,5,5,20,2685,2842,2817,5,1,1,4,13,0,0,3,0,2,9,8,2,10
109330,15884.7944,22,6,6,22,2685,2842,2817,6,7,0,10,11,0,1,3,0,13,9,11,4,15
109338,17404.9858,25,7,7,25,1186,113,113,7,0,0,2,12,0,0,0,0,2,34,14,7,21
109402,7244.1147,22,6,6,22,3761,3789,3781,6,4,1,0,37,0,0,16,0,0,3,12,3,15
109447,1833.4161,16,3,3,16,637,170,170,3,0,0,0,0,0,0,2,0,2,7,3,0,3
109512,17577.0589,19,5,4,10,2685,2842,2817,5,0,0,0,0,0,0,3,0,3,11,7,3,10
109513,17578.0772,20,4,3,11,2685,2842,2817,4,0,0,0,0,0,0,0,0,3,15,4,2,6
109515,15569.7614,25,7,7,25,2685,2842,2817,7,1,0,3,20,0,0,0,0,5,5,12,9,21
109516,15381.1197,20,5,5,20,2685,2842,2817,5,0,0,3,4,0,0,3,1,10,8,6,4,10
109517,14376.755,19,6,6,19,2685,2842,2817,6,1,0,4,16,0,0,0,0,2,9,6,9,15
109518,13576.5133,25,7,7,25,2685,2842,2817,7,1,0,3,23,0,0,0,0,4,18,12,9,21
109520,13533.8072,19,6,6,19,2685,2842,2817,6,1,0,3,17,0,0,0,0,2,9,7,8,15
109521,12859.6939,20,6,6,20,2685,2842,2817,6,0,0,2,17,0,0,0,0,4,23,11,4,15
109522,12620.6717,25,11,11,25,2685,2842,2817,11,11,4,7,40,0,3,21,0,4,18,36,19,55
109523,12338.4683,18,5,5,18,2685,2842,2817,5,0,0,2,15,0,0,0,0,2,9,7,3,10
109524,11757.7561,18,5,5,18,2685,2842,2817,5,0,0,2,15,0,0,0,0,2,11,7,3,10
109525,11715.4517,20,5,5,20,2685,2842,2817,5,0,0,0,0,0,0,0,0,3,17,7,3,10
109527,11520.0239,21,6,6,21,2685,2842,2817,6,0,0,3,17,0,0,0,0,2,12,11,4,15
109529,10318.8786,16,6,6,16,2685,2842,2817,6,0,0,2,13,0,0,0,0,3,15,11,4,15
109567,16555.0394,21,6,6,21,2685,2842,2817,6,2,2,4,19,0,0,0,0,2,8,11,4,15
109572,12360.1814,20,6,6,20,2685,2842,2817,6,1,0,3,18,0,0,0,0,2,10,8,7,15
109638,12039.8436,8,4,3,6,4170,3316,3206,4,0,0,0,0,0,0,0,0,0,9,5,1,6
109647,15040.8094,24,10,10,24,1477,1409,1394,10,2,6,2,13,2,3,31,0,4,15,26,19,45
109760,8347.1078,13,5,5,13,2685,2842,2817,5,1,0,1,12,0,0,5,0,1,8,6,4,10
109766,4892.32,37,5,5,37,1030,732,732,5,0,0,4,32,0,0,0,0,5,3,8,2,10
109767,14749.26,36,9,9,36,3624,4366,4303,9,7,8,2,42,0,0,3,0,0,13,19,17,36
109784,2667.2481,16,6,6,16,1477,1409,1394,6,0,1,1,2,0,3,11,0,6,6,11,4,15
109792,3.1486,19,3,3,19,5058,0,0,3,0,0,0,0,0,0,18,0,0,2,3,0,3
109808,15735.9661,22,7,7,22,5058,0,0,7,0,1,2,4,0,1,17,0,1,13,12,9,21
110051,7436.0194,13,5,5,13,2685,2842,2817,5,0,0,0,6,0,0,5,1,0,1,4,6,10
110089,837.9772,10,5,5,10,1336,1855,1844,5,0,0,1,12,0,0,0,0,3,6,9,1,10
110185,13266.1083,21,5,5,21,2685,2842,2817,5,0,0,2,18,0,0,0,0,2,11,6,4,10
110282,16211.4747,28,6,6,28,1315,1289,1289,6,0,0,1,10,0,2,0,0,10,19,11,4,15
110419,14380.7256,40,5,5,40,1315,1289,1289,5,0,0,5,8,0,0,0,8,21,36,6,4,10
110499,6696.955,13,6,6,13,2685,2842,2817,6,0,0,1,11,0,0,0,0,3,6,12,3,15
110677,6837.7778,17,3,3,17,4170,3316,3206,3,0,0,0,19,0,0,0,0,0,4,3,0,3
110681,673.4892,11,3,3,11,3761,3789,3781,3,0,0,2,2,0,0,5,0,3,0,3,0,3
110731,311.7794,8,5,5,8,5058,0,0,5,0,0,0,0,0,0,0,0,7,6,8,2,10
110929,294.5025,16,5,5,16,1030,732,732,5,0,0,4,11,0,0,0,0,3,5,8,2,10
110948,3739.9175,8,3,3,8,1844,3065,2984,3,0,0,1,1,0,0,5,0,0,0,2,1,3
111039,10621.8533,24,7,7,24,1336,1855,1844,7,28,0,12,25,0,0,0,1,3,0,14,7,21
111390,2908.3417,11,5,5,11,295,57,57,5,4,10,3,1,2,4,0,0,0,0,10,0,10
111419,10998.5319,17,6,6,17,668,773,773,6,14,5,8,5,0,0,0,0,0,1,12,3,15
111455,12216.4314,13,6,6,13,668,773,773,6,7,2,9,7,0,1,1,0,2,2,9,6,15
111477,4260.9003,27,6,6,27,295,57,57,6,0,0,0,0,0,5,16,0,6,16,10,5,15
111512,22865.0183,17,5,5,17,717,767,732,5,0,0,0,2,0,0,2,3,21,15,10,0,10
111579,36.8797,17,5,5,17,598,150,150,5,0,0,0,0,0,0,0,0,14,7,9,1,10
111589,20284.5544,31,7,7,31,315,349,341,7,4,9,0,33,0,0,15,0,0,20,15,6,21
111640,20780.0294,30,8,8,30,127,37,37,8,0,0,9,22,0,0,1,1,20,22,23,5,28
111657,9444.6994,26,7,7,26,90,45,45,7,2,2,7,9,0,6,15,0,5,7,17,4,21
111660,455.8444,32,8,8,32,500,755,755,8,2,0,6,40,0,0,0,0,20,8,22,6,28
111668,360.2672,15,3,3,15,717,767,732,3,0,0,0,0,0,0,10,0,0,11,3,0,3
111683,1037.8906,16,6,6,16,500,755,755,6,0,1,0,13,0,0,5,0,0,17,13,2,15
111686,1535.4603,21,6,6,21,500,755,755,6,0,5,0,15,1,0,24,0,0,14,13,2,15
112273,22165.8322,10,4,4,9,16,9,8,4,3,1,9,0,0,0,0,0,0,0,5,1,6
112275,35041.1136,21,7,7,21,361,13,9,7,20,25,16,4,0,1,1,0,7,0,9,12,21
112305,35808.4242,9,5,4,5,361,13,9,5,3,1,1,2,0,0,0,0,0,0,2,8,10
112312,25534.205,19,6,6,19,270,0,0,6,9,5,20,0,0,0,0,1,0,0,8,7,15
112313,25318.7664,12,5,5,12,270,0,0,5,4,2,8,0,0,0,0,1,0,0,8,2,10
112315,3690.2239,18,4,4,18,270,0,0,4,0,1,6,0,0,0,0,8,0,0,6,0,6
112316,3670.0439,16,4,4,16,270,0,0,4,0,1,6,0,0,0,0,8,0,0,6,0,6
112317,2942.1969,13,4,4,13,270,0,0,4,0,1,6,0,0,0,0,8,0,0,6,0,6
112319,1942.9828,12,4,4,12,270,0,0,4,0,1,6,0,0,0,0,7,0,0,6,0,6
112320,1607.1022,12,4,4,12,270,0,0,4,0,1,6,0,0,0,0,7,0,0,6,0,6
112321,13029.7067,13,6,6,13,270,0,0,6,7,5,7,0,0,0,0,1,0,0,10,5,15
112322,4844.9278,11,4,4,11,270,0,0,4,0,1,4,0,0,2,0,3,0,0,6,0,6
112323,4686.4653,23,5,5,23,270,0,0,5,1,1,4,0,0,4,0,8,0,0,8,2,10
112324,3020.0275,11,4,4,11,270,0,0,4,0,1,2,0,0,4,0,4,0,0,6,0,6
112327,8332.2969,11,5,5,11,270,0,0,5,0,1,15,0,0,1,0,0,0,0,8,2,10
112398,7021.7836,17,4,4,17,270,0,0,4,15,1,13,0,0,1,0,0,0,0,4,2,6
112418,38682.3628,7,4,4,7,35,0,0,4,8,1,0,0,0,0,0,0,0,0,5,1,6
112477,5358.2933,9,4,4,9,270,0,0,4,5,1,1,2,0,1,1,0,0,0,4,2,6
112487,7084.7211,18,4,4,17,35,0,0,4,7,11,13,0,0,1,0,0,0,0,6,0,6
112489,9503.6033,7,4,4,7,35,0,0,4,5,4,0,0,0,0,0,0,0,0,4,2,6
112501,12955.5483,31,5,5,31,270,0,0,5,0,1,24,0,0,3,0,11,1,0,8,2,10
112506,21627.5239,10,6,6,10,35,0,0,6,8,11,2,3,0,0,4,0,0,0,10,5,15
113126,26788.0747,10,4,4,10,70,19,19,4,0,0,1,2,0,0,0,0,0,1,2,4,6
113144,20138.9633,13,5,5,13,498,0,0,5,0,0,1,11,0,0,0,0,1,4,5,5,10
113185,28299.86,17,5,5,17,404,254,254,5,3,0,8,3,0,0,0,9,0,1,10,0,10
113246,31651.8472,7,3,3,7,275,159,159,3,0,0,0,0,0,0,0,7,1,1,3,0,3
113254,46894.4681,33,5,5,33,275,159,159,5,11,26,2,4,6,1,0,0,4,8,10,0,10
113313,12308.405,22,5,5,22,404,254,254,5,0,0,1,2,0,0,0,0,10,14,4,6,10
113316,29277.3903,22,4,4,22,70,19,19,4,0,0,0,2,0,0,0,0,7,12,3,3,6
113393,38476.6914,20,5,5,20,404,254,254,5,1,0,11,4,0,11,2,5,2,0,8,2,10
114028,9626.9114,12,4,4,12,4,7,7,4,14,0,0,3,0,0,0,0,0,0,5,1,6
115674,9948.7364,8,4,3,4,10,13,9,4,4,6,0,0,0,1,0,0,0,0,4,2,6
115778,238.8692,8,3,2,5,692,358,266,3,2,0,9,0,0,0,0,0,0,0,3,0,3
115779,2122.7964,8,4,3,6,692,358,266,4,2,0,8,0,0,0,0,1,0,0,5,1,6
115822,886.3403,11,5,5,11,1520,606,598,5,15,0,4,0,0,0,0,0,0,0,10,0,10
115831,1372.5797,12,3,3,12,517,246,239,3,12,0,8,0,0,0,0,0,0,0,3,0,3
116062,335.0989,5,3,2,3,761,660,644,3,6,0,0,0,0,0,0,0,0,0,3,0,3
116554,47.6539,9,3,3,9,564,0,0,3,0,0,7,0,0,0,0,1,0,0,2,1,3
116767,1695.4147,10,6,6,10,1579,0,0,6,0,0,4,3,0,1,0,2,14,3,13,2,15
116789,3862.4294,11,3,3,11,415,43,43,3,7,0,2,0,0,0,0,0,0,0,1,2,3
116830,4704.7728,14,4,4,14,564,0,0,4,0,7,3,0,0,8,0,1,0,0,4,2,6
116949,1037.5608,7,4,3,4,125,38,14,4,0,2,4,0,1,2,0,0,0,0,3,3,6
115857,839.2281,5,3,2,2,183,52,47,3,1,0,2,0,0,0,0,0,0,0,0,3,3
116977,9571.4944,21,6,6,21,98,0,0,6,8,11,1,0,7,3,0,0,0,0,9,6,15
117044,2371.1589,15,5,4,11,125,38,14,5,1,12,4,0,0,0,0,0,0,0,5,5,10
117050,12955.0142,29,11,11,29,142,54,54,11,41,21,19,0,0,5,0,0,0,0,17,38,55
117062,8058.6267,47,6,6,47,297,372,360,6,0,0,6,26,0,9,4,8,53,13,13,2,15
117099,4676.1994,7,3,2,2,242,26,21,3,1,0,2,0,0,0,0,0,0,0,3,0,3
117153,3661.5033,13,6,6,13,1579,0,0,6,5,0,23,0,0,1,0,6,0,0,13,2,15
117212,2229.7317,12,3,3,12,379,30,30,3,0,7,1,0,0,1,0,0,0,0,3,0,3
117217,2225.5022,12,3,3,12,379,30,30,3,0,7,1,0,0,1,0,0,0,0,3,0,3
117245,1722.5589,15,3,2,6,346,40,17,3,0,5,1,0,0,1,0,0,0,0,3,0,3
117247,1694.0272,7,3,3,7,67,11,4,3,0,0,1,2,0,0,0,0,1,0,3,0,3
117295,168.5167,17,3,3,17,190,202,202,3,0,0,0,0,0,6,0,1,0,0,2,1,3
117322,5762.3497,16,4,4,16,189,45,45,4,7,5,0,0,0,2,0,3,0,0,5,1,6
117360,16124.395,12,3,2,4,420,57,45,3,2,0,0,0,0,2,0,1,0,0,3,0,3
117379,15769.4525,14,3,2,9,6,25,8,3,8,2,2,0,0,2,0,0,0,0,3,0,3
117383,16224.0694,10,3,2,6,6,25,8,3,4,1,2,0,0,0,0,0,0,0,1,2,3
117399,14778.7356,9,3,3,9,68,50,50,3,2,0,0,0,0,2,0,2,0,0,3,0,3
117400,14299.1692,7,3,2,4,106,78,63,3,0,2,0,0,0,2,0,2,0,0,3,0,3
117401,14903.4192,12,4,4,12,346,40,17,4,3,0,1,0,0,2,0,2,0,0,5,1,6
117403,14300.4194,7,3,2,4,106,78,63,3,1,1,0,0,0,2,0,2,0,0,3,0,3
117405,14753.7367,7,3,3,7,564,0,0,3,2,0,0,0,0,2,0,2,0,0,3,0,3
117408,15426.2036,11,4,4,11,420,57,45,4,10,0,2,0,0,2,0,0,0,0,5,1,6
117411,15312.5542,10,3,3,10,68,50,50,3,2,0,0,0,0,2,0,2,0,0,3,0,3
117412,15261.4208,10,3,3,10,305,109,109,3,2,0,0,0,0,2,0,0,0,0,2,1,3
117414,14730.9878,7,3,3,7,564,0,0,3,2,0,0,0,0,2,0,2,0,0,3,0,3
117416,15911.9714,9,3,2,4,6,25,8,3,2,0,2,0,0,0,0,0,0,0,2,1,3
117421,14252.0883,7,3,2,4,106,78,63,3,0,2,0,0,0,2,0,2,0,0,3,0,3
117422,14567.7056,9,4,3,5,346,40,17,4,2,1,0,0,0,3,0,0,0,0,4,2,6
117424,15383.4556,7,3,2,4,316,216,210,3,2,0,0,0,0,0,0,4,0,0,3,0,3
117427,14753.7728,7,3,3,7,564,0,0,3,2,0,0,0,0,2,0,2,0,0,3,0,3
117429,15789.2064,7,3,3,7,1579,0,0,3,2,0,0,0,0,2,0,2,0,0,3,0,3
117430,15475.8231,10,3,3,10,122,121,23,3,2,0,0,0,0,0,0,4,0,0,3,0,3
117431,15282.4067,7,3,3,7,564,0,0,3,2,0,0,0,0,0,0,4,0,0,3,0,3
117433,15650.8569,10,4,4,10,6,25,8,4,9,2,2,0,0,0,0,0,0,0,6,0,6
117437,13945.1203,12,3,3,12,305,109,109,3,1,3,0,0,0,2,0,0,0,0,2,1,3
117445,14082.5378,7,3,2,4,106,78,63,3,0,2,0,0,0,2,0,2,0,0,3,0,3
117448,13728.3714,10,3,3,10,58,194,194,3,0,2,0,0,0,0,0,4,0,0,3,0,3
117450,14106.655,8,3,2,5,106,78,63,3,0,3,0,0,0,2,0,2,0,0,3,0,3
117454,15985.1222,10,4,4,10,6,25,8,4,4,6,2,0,0,0,0,0,0,0,4,2,6
117465,15600.8731,20,3,3,20,379,30,30,3,11,0,2,0,0,0,0,2,0,0,3,0,3
117467,13754.2733,17,4,4,17,305,109,109,4,1,14,0,0,2,2,0,2,0,0,6,0,6
117494,12785.7597,7,3,2,3,125,38,14,3,0,1,2,0,0,0,0,1,0,0,3,0,3
117501,13368.0769,6,3,2,3,346,40,17,3,0,0,1,0,0,2,0,0,0,0,2,1,3
117502,13530.5439,6,3,2,3,125,38,14,3,0,1,2,0,0,0,0,0,0,0,1,2,3
117503,13290.1442,7,4,4,7,35,0,0,4,0,0,6,0,0,0,0,3,2,0,6,0,6
117507,13125.5281,8,3,3,8,564,0,0,3,0,0,1,0,0,0,0,2,0,0,2,1,3
117509,13242.595,7,3,2,3,67,11,4,3,0,0,3,0,0,0,0,1,0,0,2,1,3
117510,12715.3117,6,3,2,3,346,40,17,3,0,0,1,0,0,2,0,0,0,0,2,1,3
117513,13273.0953,6,3,3,6,564,0,0,3,0,1,0,0,0,0,0,2,0,0,1,2,3
117516,12863.0456,8,3,3,8,564,0,0,3,0,4,1,0,0,3,0,2,0,0,3,0,3
117517,13459.9292,8,4,4,8,327,0,0,4,3,0,4,0,0,0,0,0,0,0,4,2,6
117518,13123.5625,6,3,3,6,37,0,0,3,0,0,3,0,0,0,0,0,0,0,2,1,3
117520,13271.8294,7,3,3,7,37,0,0,3,0,0,1,0,0,0,0,1,1,0,2,1,3
117522,12959.4294,6,3,2,3,316,216,210,3,0,0,0,0,0,1,0,0,4,0,3,0,3
117527,13272.5469,11,4,4,11,346,40,17,4,7,0,2,0,0,0,2,0,2,0,5,1,6
117528,13461.3803,7,4,4,7,327,0,0,4,3,0,2,2,0,0,0,0,0,0,3,3,6
117529,12907.7972,7,3,3,7,564,0,0,3,0,0,1,0,0,0,0,0,2,0,2,1,3
117537,13461.3147,7,4,4,7,327,0,0,4,3,0,2,2,0,0,0,0,0,0,4,2,6
117539,13266.315,10,3,3,10,42,76,76,3,0,0,1,0,0,0,0,0,2,0,2,1,3
117546,14563.1356,15,4,4,15,564,0,0,4,6,3,1,0,4,4,2,0,2,0,5,1,6
117548,12552.7358,12,3,3,12,297,372,360,3,0,0,0,3,0,0,0,0,0,2,2,1,3
117552,12553.0697,8,3,2,5,67,11,4,3,0,0,3,1,0,0,0,0,0,2,2,1,3
117580,14082.5889,12,4,3,5,297,372,360,4,0,0,1,3,0,0,0,0,8,2,4,2,6
117586,14085.3228,11,5,5,11,346,40,17,5,1,0,1,8,0,0,0,0,1,2,6,4,10
