"ElapsedTime","Interest","Contributors","CommunityInterest","ExternalContributors","DeveloperExperience","OwnerEngagement","OwnerSpectrum","TotalVertices","C1C1","C1C2","C1C3","C1C4","C2C2","C2C3","C2C4","C3C3","C3C4","C4C4","RepeatInteractions","total.distinct","TotalEdges"
4655.5983,30,7,21,6,299,1583,491,7,0,0,0,0,0,0,0,0,8,39,15,6,21
656.2225,13,7,11,6,128,461,156,7,1,0,0,12,0,0,0,0,1,7,12,9,21
689.9444,11,4,5,3,179,2096,1422,4,0,0,0,0,0,0,0,0,4,3,5,1,6
359.8944,10,6,7,5,102,387,147,6,2,0,3,7,0,0,1,0,4,3,15,0,15
623.915,14,5,10,4,121,667,460,5,0,8,0,0,0,0,3,0,3,2,8,2,10
887.2992,19,9,18,8,33,73,24,9,7,0,0,40,0,0,4,0,0,18,27,9,36
2199.0714,13,8,13,8,9,17,11,8,1,4,1,10,0,0,13,0,2,6,22,6,28
448.0478,12,5,9,4,11,44,13,5,0,0,0,9,0,0,0,0,0,3,7,3,10
501.9692,11,6,8,5,25,113,55,6,2,2,0,8,0,0,3,0,2,2,9,6,15
722.5592,31,8,31,8,18,61,15,8,10,4,2,33,0,0,1,0,12,11,20,8,28
2871.0633,43,13,41,12,9,24,8,13,17,1,2,49,0,0,0,0,18,35,34,44,78
3079.2536,11,6,9,5,29,96,46,6,0,0,0,9,0,0,0,0,0,6,9,6,15
1389.125,24,8,23,7,26,120,75,8,1,0,0,30,0,0,0,0,0,26,17,11,28
905.8375,14,7,10,6,119,582,359,7,1,0,4,8,0,0,0,0,10,4,15,6,21
2489.4622,17,5,13,4,26,61,8,5,0,0,0,15,0,0,0,0,0,10,9,1,10
1127.0989,22,7,22,7,29,92,65,7,0,0,5,17,0,0,0,1,7,10,13,8,21
1294.3014,11,5,9,4,92,256,92,5,0,0,0,9,0,0,0,0,0,5,8,2,10
1038.9325,11,5,7,4,44,116,13,5,0,0,0,8,0,0,0,0,0,2,6,4,10
1075.2128,13,6,13,6,54,1023,937,6,0,0,2,9,0,0,0,0,9,6,10,5,15
2342.2483,11,5,9,4,263,4838,4024,5,0,0,0,0,0,0,0,0,7,8,7,3,10
1524.515,15,7,15,7,92,256,92,7,0,1,0,12,0,0,1,0,0,7,8,13,21
1809.865,17,5,13,4,24,69,23,5,0,0,0,14,0,0,0,0,0,5,7,3,10
616.3483,17,5,17,5,73,1046,865,5,0,0,0,15,0,0,0,0,0,5,7,3,10
304.5272,11,5,7,4,78,425,116,5,0,0,0,0,0,0,10,0,0,5,7,3,10
1891.2869,15,5,10,4,18,87,40,5,0,0,0,12,0,0,0,0,0,3,5,5,10
836.0869,43,16,39,15,263,4838,4024,16,43,15,1,138,0,0,2,0,13,20,59,61,120
2169.3372,43,16,41,15,131,770,374,16,44,9,1,128,0,0,0,0,13,20,74,46,120
2167.8214,18,6,14,5,119,582,359,6,0,0,0,0,0,0,0,0,13,17,11,4,15
495.7606,14,6,13,5,119,582,359,6,0,1,0,11,0,0,0,0,11,5,9,6,15
2981.9564,18,6,15,5,32,405,314,6,0,0,0,4,0,1,7,0,8,11,11,4,15
1309.3586,15,6,13,5,55,461,357,6,0,2,3,8,0,0,2,0,6,3,12,3,15
1837.0497,16,6,16,6,17,45,12,6,0,3,0,11,0,0,3,0,4,10,13,2,15
3691.1736,21,6,18,5,38,486,402,6,0,0,0,0,0,0,0,6,26,3,12,3,15
225.6389,14,5,11,4,76,344,126,5,0,3,0,1,0,0,4,0,4,9,8,2,10
473.1667,12,5,10,4,76,344,126,5,0,0,0,0,2,0,6,0,4,2,8,2,10
1629.3872,16,5,13,4,25,109,31,5,0,5,1,8,0,0,2,0,8,3,10,0,10
1789.7069,31,8,25,7,58,310,157,8,0,3,6,22,0,1,5,0,8,17,23,5,28
180.7767,31,8,25,7,58,310,157,8,0,3,6,24,0,0,3,0,6,11,17,11,28
1795.4903,31,8,25,7,58,310,157,8,0,3,6,24,0,0,3,0,6,11,17,11,28
87.855,25,7,24,6,25,109,31,7,0,0,0,5,0,0,13,0,4,19,16,5,21
7576.3872,11,4,5,3,25,109,31,4,0,0,0,5,0,0,0,0,0,4,5,1,6
777.5153,18,5,15,4,20,44,15,5,0,0,0,15,0,0,0,0,0,26,9,1,10
148.6839,20,6,17,5,81,344,115,6,3,0,0,28,0,0,2,0,0,8,14,1,15
537.5144,19,5,15,4,34,119,30,5,0,0,0,15,0,0,0,0,0,14,10,0,10
46.7967,10,4,6,3,40,124,21,4,0,0,0,7,0,0,0,0,0,2,5,1,6
141.4653,10,6,10,6,15804,0,0,6,0,0,1,7,0,0,0,0,2,8,10,5,15
317.7408,20,7,18,6,31,58,15,7,4,0,0,35,0,0,0,0,0,11,16,5,21
1013.3436,17,5,17,5,15804,0,0,5,0,0,0,0,0,0,0,0,13,21,9,1,10
9.6508,18,5,14,4,9,61,29,5,0,0,0,14,0,0,0,0,0,9,7,3,10
1398.2225,18,6,12,5,85,342,178,6,0,0,0,13,0,0,0,0,1,9,14,1,15
508.1497,33,9,28,8,299,1583,491,9,1,0,0,12,0,0,4,0,2,20,17,19,36
1212.0347,33,9,29,8,26,61,8,9,3,0,0,41,0,0,0,0,0,49,21,15,36
2929.8669,65,12,60,11,25,190,90,12,11,0,0,99,0,0,1,0,1,168,52,14,66
308.0289,65,12,64,11,96,1050,741,12,7,0,0,85,0,0,1,0,1,167,44,22,66
1788.6333,65,12,60,11,299,1583,491,12,7,0,0,85,0,0,1,0,1,167,44,22,66
805.2289,36,10,33,9,18,61,15,10,18,20,4,28,8,0,3,0,18,11,30,15,45
5355.8228,22,6,19,5,319,2773,1800,6,0,0,0,15,0,0,4,0,1,22,11,4,15
510.3869,17,6,14,5,319,2773,1800,6,0,0,0,0,0,0,0,0,13,16,11,4,15
395.9725,23,7,22,6,12,109,79,7,3,4,7,18,0,0,3,0,4,7,15,6,21
989.0617,25,10,24,9,6,27,7,10,5,1,6,28,0,0,6,0,6,17,26,19,45
3473.9219,13,6,11,5,72,511,352,6,2,0,3,9,0,0,0,0,3,2,10,5,15
1639.0856,8,5,8,5,25,51,33,5,1,0,0,8,0,0,0,0,0,2,4,6,10
1389.7056,7,3,7,3,25,51,33,3,3,0,0,4,0,0,0,0,0,0,3,0,3
1373.0758,15,6,15,6,15804,0,0,6,10,0,0,18,0,0,0,0,0,4,14,1,15
2706.2381,20,6,16,5,209,1162,437,6,0,0,0,0,0,0,0,0,16,19,13,2,15
214.0961,13,5,7,4,35,123,30,5,0,0,0,9,0,0,0,0,0,6,8,2,10
479.6514,14,5,12,4,19,96,35,5,0,0,0,12,0,0,0,0,0,8,9,1,10
1176.2328,10,5,6,4,333,1485,312,5,0,0,0,0,0,0,0,0,0,9,7,3,10
156.0808,11,5,7,4,155,1085,727,5,0,0,0,5,0,0,1,0,1,3,7,3,10
240.3089,11,5,7,4,155,1085,727,5,0,0,0,5,0,0,1,0,1,3,7,3,10
350.0558,12,5,6,4,333,1485,312,5,0,0,0,0,0,0,0,0,3,7,7,3,10
394.9233,13,6,10,5,155,1085,727,6,0,0,5,2,0,0,1,2,5,6,14,1,15
261.9017,12,5,9,4,164,1920,803,5,0,0,0,0,0,0,0,0,5,11,9,1,10
374.7933,12,5,10,4,164,1920,803,5,0,0,0,0,0,0,0,0,6,10,9,1,10
420.8167,16,6,16,6,96,290,32,6,0,0,0,0,0,3,7,0,6,9,13,2,15
1269.4481,18,5,12,4,319,2773,1800,5,0,0,0,0,0,0,0,0,0,19,9,1,10
168.6319,21,8,19,7,23,101,40,8,5,0,0,47,0,0,0,0,0,18,25,3,28
526.48,12,5,10,4,16,52,16,5,0,0,0,10,0,0,0,0,0,3,6,4,10
316.2631,14,5,10,4,150,676,331,5,0,0,0,12,0,0,0,0,0,7,9,1,10
435.2128,16,5,13,4,310,1396,577,5,0,0,0,0,0,0,0,0,0,19,8,2,10
956.8194,9,6,7,5,310,1396,577,6,0,0,0,0,0,0,0,0,1,14,11,4,15
2351.7967,8,4,5,3,310,1396,577,4,0,0,0,0,0,0,0,0,0,7,5,1,6
185.0475,23,9,23,9,47,215,101,9,3,0,5,36,0,0,0,0,4,29,25,11,36
1456.1856,14,7,10,6,310,1396,577,7,0,0,0,3,0,0,0,0,4,18,16,5,21
1546.8353,11,5,8,4,15,119,2,5,0,0,0,8,0,0,0,0,0,5,8,2,10
371.1986,13,5,8,4,96,290,32,5,0,0,0,7,0,0,2,0,0,3,7,3,10
392.3308,16,5,9,4,35,123,30,5,0,0,0,9,0,0,0,0,0,6,8,2,10
454.0917,19,5,12,4,319,2773,1800,5,0,0,0,0,0,0,0,0,0,19,9,1,10
168.8458,24,6,17,5,76,380,167,6,0,0,0,6,0,0,12,0,1,17,12,3,15
494.845,8,4,6,3,319,2773,1800,4,0,0,0,0,0,0,0,0,0,8,5,1,6
312.7039,7,4,5,3,319,2773,1800,4,0,0,0,0,0,0,0,0,0,7,5,1,6
312.995,27,15,26,14,139,1403,1005,15,8,5,2,33,0,1,3,0,7,16,44,61,105
2367.5469,27,15,22,14,310,1396,577,15,8,5,2,32,0,1,3,0,7,16,67,38,105
2435.0867,16,6,15,5,72,511,352,6,2,0,0,20,0,0,0,0,1,8,13,2,15
3530.9428,16,6,10,5,333,1485,312,6,0,0,6,5,0,0,0,4,11,6,14,1,15
42.9133,6,3,3,2,96,290,32,3,0,0,2,1,0,0,0,0,0,0,2,1,3
162.9242,15,7,10,6,96,290,32,7,0,0,1,8,0,0,1,0,2,10,16,5,21
12.1525,10,6,7,5,17,43,11,6,0,0,1,6,0,0,0,0,2,6,11,4,15
100.2178,11,5,8,4,299,1583,491,5,0,0,0,0,0,0,0,0,3,9,8,2,10
9.7294,14,7,8,6,299,1583,491,7,0,0,0,6,0,0,0,0,3,12,17,4,21
85.5711,11,5,6,4,118,1844,1238,5,0,0,0,9,0,0,0,0,0,6,7,3,10
4.8386,13,5,7,4,155,1085,727,5,0,0,0,7,0,0,0,0,1,6,9,1,10
54.1608,13,5,6,4,333,1485,312,5,0,0,0,0,0,0,0,0,7,6,8,2,10
149.7606,14,6,9,5,20,63,30,6,0,2,0,7,0,0,6,0,1,6,13,2,15
148.8503,27,10,26,9,31,147,55,10,20,0,0,69,0,0,0,0,0,9,26,19,45
690.7289,14,5,14,5,15804,0,0,5,9,0,0,8,0,0,2,0,2,2,10,0,10
1138.56,21,7,17,6,31,147,55,7,7,0,0,30,0,0,0,0,0,3,15,6,21
1216.8839,21,6,16,5,10,62,29,6,0,4,0,16,0,0,5,0,10,10,13,2,15
687.1486,20,5,17,4,75,361,178,5,0,3,0,12,0,0,2,0,10,9,9,1,10
5496.9636,7,4,5,3,7,39,16,4,4,0,0,2,0,0,0,0,0,0,3,3,6
921.5467,11,4,8,3,26,82,37,4,0,0,0,8,0,0,0,0,0,5,5,1,6
1200.2583,11,4,6,3,7,30,6,4,0,0,0,8,0,0,0,0,0,4,5,1,6
451.2397,21,7,20,6,31,147,55,7,2,0,0,27,0,0,0,0,0,12,17,4,21
1391.9683,11,4,7,3,66,299,160,4,0,0,0,7,0,0,2,0,0,4,5,1,6
468.2769,21,5,15,4,31,147,55,5,0,0,0,17,0,0,0,0,0,12,10,0,10
555.5819,12,5,8,4,40,124,21,5,2,0,0,10,0,0,0,0,2,4,8,2,10
1172.48,12,6,9,5,66,299,160,6,2,0,0,10,0,0,2,0,0,4,8,7,15
1619.735,22,10,20,9,31,147,55,10,30,6,0,16,0,0,2,0,2,4,25,20,45
6376.7233,19,7,17,6,67,227,42,7,0,2,0,14,0,0,4,0,1,7,15,6,21
410.3619,20,7,17,6,31,147,55,7,7,0,0,29,0,0,0,0,0,18,13,8,21
566.3425,8,4,5,3,234,2279,1425,4,0,0,0,0,0,0,0,0,0,9,6,0,6
684.2925,12,4,7,3,7,30,6,4,0,0,0,7,0,0,0,0,0,3,6,0,6
2799.2119,19,5,13,4,69,577,328,5,0,0,0,9,0,0,7,0,1,3,7,3,10
614.0486,20,7,16,6,75,361,178,7,8,4,0,15,0,0,4,0,6,7,17,4,21
1994.1206,8,4,5,3,234,2279,1425,4,0,0,0,0,0,0,0,0,0,10,6,0,6
201.7592,24,8,14,7,35,233,129,8,13,0,0,22,0,0,3,0,3,12,19,9,28
317.0014,8,4,5,3,234,2279,1425,4,0,0,0,0,0,0,0,0,0,9,6,0,6
405.06,14,4,8,3,234,2279,1425,4,0,0,0,0,0,0,0,0,0,21,6,0,6
659.3786,15,6,9,5,234,2279,1425,6,2,0,0,13,0,0,3,0,1,5,12,3,15
2602.4897,27,7,25,6,234,2279,1425,7,5,0,0,22,0,0,9,0,1,8,17,4,21
2609.2997,13,5,10,4,13,6,3,5,0,0,0,10,0,0,0,0,0,5,7,3,10
974.4231,12,4,12,4,75,361,178,4,0,0,0,0,0,0,0,0,0,9,6,0,6
1053.2014,24,6,16,5,234,2279,1425,6,0,0,0,22,0,0,0,0,0,14,14,1,15
665.7547,15,5,10,4,67,383,230,5,0,0,0,9,0,0,2,0,0,9,8,2,10
834.1683,13,3,13,3,15804,0,0,3,0,0,0,10,0,0,0,0,0,4,3,0,3
17.9131,11,6,9,5,22,171,107,6,1,0,0,15,0,0,1,0,0,5,13,2,15
1583.4278,21,7,21,7,19,100,46,7,0,0,0,17,0,0,2,0,0,48,18,3,21
215.9611,15,6,11,5,188,2429,1699,6,0,4,0,7,0,0,5,0,3,15,14,1,15
336.1047,23,9,22,8,1,6,5,9,6,0,0,55,0,0,1,0,0,27,24,12,36
1338.6642,12,5,8,4,19,100,46,5,0,0,0,8,0,0,0,0,0,5,7,3,10
649.7583,22,5,17,4,41,622,497,5,0,0,0,0,0,0,0,0,17,23,9,1,10
835.1533,20,5,17,4,22,171,107,5,0,0,0,16,0,0,1,0,0,27,10,0,10
305.2678,12,4,9,3,188,2429,1699,4,0,0,0,5,0,0,2,0,0,4,5,1,6
1524.4025,15,5,13,4,234,2279,1425,5,0,0,0,0,0,0,0,0,0,26,10,0,10
10.8925,15,4,12,3,99,970,729,4,0,0,6,2,0,0,0,3,3,0,5,1,6
142.6036,8,3,6,2,1,2,0,3,2,0,0,5,0,0,0,0,0,0,3,0,3
5139.6058,7,3,7,3,15804,0,0,3,0,0,0,4,0,0,0,0,0,2,3,0,3
1194.7211,8,4,7,3,411,2225,1444,4,0,0,0,6,0,0,0,0,0,5,5,1,6
1150.9158,7,4,6,3,411,2225,1444,4,0,0,0,5,0,0,0,0,0,0,3,3,6
397.3458,6,3,3,2,12,12,3,3,0,0,0,3,0,0,0,0,0,1,2,1,3
95.5406,12,4,7,3,387,4508,3428,4,1,0,0,10,0,0,0,0,0,0,3,3,6
838.7844,11,4,9,3,165,2145,1361,4,0,0,0,0,0,0,0,0,0,17,6,0,6
479.0814,18,4,12,3,87,1365,1197,4,0,0,0,0,0,0,0,0,0,26,6,0,6
2.88,14,3,13,2,47,114,49,3,2,0,0,2,0,0,0,0,0,0,2,1,3
143.9958,7,3,3,2,48,288,198,3,0,0,4,3,0,0,0,0,1,0,3,0,3
958.6894,12,4,7,3,411,2225,1444,4,1,0,0,14,0,0,0,0,0,4,5,1,6
796.8439,9,3,6,2,411,2225,1444,3,0,0,0,7,0,0,0,0,0,4,3,0,3
119.4206,9,5,9,5,12,12,3,5,3,0,0,11,0,0,0,0,0,4,9,1,10
6137.445,10,5,10,5,15804,0,0,5,3,1,0,8,0,0,0,0,0,3,9,1,10
2485.8367,7,4,7,4,20,49,43,4,1,0,0,6,0,0,0,0,0,1,4,2,6
659.4111,19,4,19,4,21,61,32,4,1,0,0,15,0,0,0,0,0,5,4,2,6
7383.8289,8,4,4,3,7,16,3,4,1,0,0,7,0,0,0,0,0,1,4,2,6
1697.1069,13,3,13,3,114,694,531,3,0,0,0,0,0,0,0,0,0,11,3,0,3
718.4686,8,3,5,2,26,92,60,3,3,0,0,4,0,0,0,0,0,0,3,0,3
365.0103,7,4,6,3,38,177,79,4,1,0,0,6,0,0,2,0,0,0,4,2,6
1960.0261,7,4,7,4,70,0,0,4,1,0,3,3,0,0,0,0,0,0,2,4,6
527.7925,7,3,3,2,5,11,0,3,0,0,1,2,0,0,0,0,2,0,2,1,3
635.1547,10,5,9,4,23,44,20,5,1,1,4,6,0,0,1,0,5,2,8,2,10
4668.7133,7,4,7,4,15804,0,0,4,1,4,0,4,0,0,1,0,0,0,5,1,6
359.2542,6,3,3,2,67,227,42,3,0,0,0,0,0,1,2,0,2,0,2,1,3
375.1508,8,4,6,3,54,97,43,4,5,0,0,4,0,0,0,0,0,0,5,1,6
42.2256,10,3,8,2,6,17,0,3,2,5,3,0,0,0,0,0,0,0,3,0,3
1863.8486,8,4,8,4,15804,0,0,4,1,0,0,8,0,0,0,0,0,3,5,1,6
50.6089,10,3,4,2,387,4508,3428,3,0,0,0,8,0,0,0,0,0,2,3,0,3
79.3186,19,4,12,3,99,970,729,4,0,0,9,3,0,0,0,10,9,0,6,0,6
675.9078,11,6,8,5,88,491,282,6,0,2,3,1,1,3,2,0,3,0,8,7,15
725.4322,7,3,5,2,201,1374,1001,3,0,0,0,5,0,0,0,0,0,3,3,0,3
49.6039,6,4,5,3,119,582,359,4,0,0,0,0,0,0,0,0,3,3,5,1,6
312.4097,14,3,5,2,416,2684,783,3,0,0,0,2,0,0,0,0,0,4,2,1,3
12.4544,22,10,19,9,299,1583,491,10,6,0,2,26,0,0,2,0,4,14,31,14,45
729.1033,22,10,21,9,4,8,4,10,6,0,2,24,0,0,2,0,4,14,37,8,45
8152.4364,7,3,7,3,87,1365,1197,3,4,0,0,0,0,0,0,0,0,0,2,1,3
1901.775,5,3,5,3,8,10,4,3,0,0,0,0,0,0,0,0,0,3,2,1,3
112.1811,9,4,7,3,411,2225,1444,4,0,0,0,7,0,0,0,0,0,1,4,2,6
397.6083,9,4,8,3,62,386,236,4,0,0,1,6,0,0,0,0,3,2,5,1,6
76.4783,9,3,6,2,19,96,35,3,3,0,0,4,0,0,0,0,0,0,3,0,3
7533.3775,23,7,23,7,40,81,49,7,0,9,1,5,5,1,4,0,0,0,13,8,21
840.2303,13,6,10,5,78,168,99,6,7,0,10,5,0,0,0,3,4,0,12,3,15
379.0525,10,3,10,3,149,582,236,3,0,0,0,8,0,0,0,0,0,4,3,0,3
32.6069,12,3,9,2,27,66,7,3,0,0,0,11,0,0,0,0,0,3,3,0,3
5133.1986,10,4,9,3,1,1,0,4,1,0,0,10,0,0,0,0,0,6,4,2,6
953.695,12,3,7,2,111,1512,1216,3,0,0,0,0,0,0,0,1,13,1,3,0,3
1022.3608,8,4,8,4,86,214,123,4,0,0,1,2,0,0,0,0,4,2,6,0,6
51.5258,7,3,7,3,15804,0,0,3,0,1,0,0,0,0,1,0,1,0,2,1,3
1682.6778,8,4,7,3,4,8,0,4,1,0,0,10,0,0,0,0,0,1,5,1,6
455.6572,7,3,3,2,6,5,1,3,4,0,0,3,0,0,0,0,0,0,2,1,3
356.2361,19,10,19,10,38,73,55,10,7,10,4,8,0,4,4,1,8,0,19,26,45
1057.0689,14,4,6,3,71,1014,712,4,0,2,0,9,0,0,0,0,0,0,3,3,6
92.0258,6,3,3,2,25,68,24,3,0,0,0,3,0,0,0,0,0,2,2,1,3
761.6425,9,5,9,5,61,48,25,5,3,2,4,1,0,0,0,0,0,0,5,5,10
2789.0744,12,5,11,4,69,4005,3604,5,0,0,0,0,0,1,4,0,7,7,7,3,10
2218.2983,7,4,7,4,38,73,55,4,1,0,2,3,0,0,2,0,2,0,6,0,6
324.9122,9,3,9,3,29,341,320,3,0,0,3,0,1,0,0,0,0,0,2,1,3
49.3322,7,4,6,3,86,214,123,4,0,3,0,0,0,0,1,1,0,0,4,2,6
884.3389,10,5,9,4,86,214,123,5,0,4,0,2,0,0,6,1,1,0,8,2,10
846.2144,12,7,12,7,4,8,0,7,5,1,4,3,1,0,0,0,0,0,7,14,21
819.1786,19,6,15,5,99,970,729,6,3,4,9,3,0,1,0,1,6,0,10,5,15
706.5917,17,5,9,4,99,970,729,5,0,0,0,0,1,13,0,6,7,0,7,3,10
691.4628,7,3,5,2,387,4508,3428,3,0,0,0,5,0,0,0,0,0,2,3,0,3
929.0522,13,3,7,2,387,4508,3428,3,0,0,0,4,0,0,3,0,0,7,3,0,3
3102.7825,7,4,4,3,18,39,13,4,0,0,1,3,0,0,0,0,3,0,5,1,6
28.8572,11,3,6,2,387,4508,3428,3,0,0,0,6,0,0,0,0,0,5,3,0,3
3730.0464,6,3,4,2,102,579,384,3,0,1,0,2,0,0,3,0,0,0,2,1,3
231.3003,8,4,8,4,15804,0,0,4,3,2,1,4,0,0,0,0,0,0,5,1,6
1876.9258,7,3,7,3,15804,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,3
3106.8206,11,4,10,3,26,32,10,4,0,0,0,2,0,0,0,0,0,9,4,2,6
3130.6786,11,6,11,6,15804,0,0,6,1,0,0,5,0,0,0,0,0,10,11,4,15
3259.1172,9,5,7,4,307,2119,1082,5,1,0,0,7,0,0,0,0,1,3,7,3,10
4261.6689,14,5,10,4,3,13,7,5,5,0,2,8,0,0,0,0,2,1,7,3,10
6404.2731,12,5,11,4,307,2119,1082,5,0,0,1,8,0,0,0,0,8,0,6,4,10
658.5939,14,5,14,5,124,444,270,5,0,0,3,4,0,0,0,0,10,6,8,2,10
3279.5736,9,3,6,2,124,444,270,3,0,0,0,6,0,0,0,0,0,3,3,0,3
56.1047,9,3,4,2,10,13,2,3,0,0,3,5,0,0,0,0,3,0,3,0,3
158.4014,13,4,9,3,307,2119,1082,4,0,0,0,11,0,0,0,0,0,0,3,3,6
181.8278,9,3,6,2,7,21,5,3,0,0,0,6,0,0,0,0,0,0,2,1,3
3852.2031,9,3,9,3,140,626,118,3,0,0,0,7,0,0,0,0,0,4,3,0,3
186.1533,6,3,4,2,35,91,26,3,0,0,0,4,0,0,0,0,0,2,3,0,3
27.6203,17,6,11,5,149,582,236,6,1,4,3,11,4,4,5,0,4,4,12,3,15
4657.0497,7,3,3,2,149,582,236,3,0,0,4,1,0,0,0,0,1,0,2,1,3
402.9644,26,12,26,12,15804,0,0,12,16,4,8,37,0,0,6,2,10,3,37,29,66
2.2864,26,12,26,12,92,256,92,12,16,4,7,35,0,0,6,2,8,0,44,22,66
6522.5164,7,3,4,2,411,2225,1444,3,0,0,0,5,0,0,0,0,0,2,3,0,3
117.7647,8,3,3,2,4,11,0,3,0,0,1,2,0,0,0,0,0,0,2,1,3
511.9411,7,3,2,2,40,153,39,3,0,0,1,1,0,0,0,0,0,0,2,1,3
76.6903,10,3,5,2,17,47,11,3,0,0,3,2,0,0,0,0,1,0,3,0,3
156.3856,11,5,10,4,149,582,236,5,1,0,2,7,0,0,0,0,3,2,5,5,10
57.9686,9,4,7,3,26,117,30,4,1,0,0,12,0,0,0,0,0,0,4,2,6
3677.135,10,3,6,2,23,61,7,3,0,0,0,6,0,0,0,0,0,2,3,0,3
3614.0244,10,4,9,3,188,2429,1699,4,0,0,0,8,0,0,0,0,0,5,5,1,6
3496.5906,8,3,3,2,208,2573,1387,3,0,0,0,0,0,0,0,0,0,5,2,1,3
3370.5006,8,3,5,2,208,2573,1387,3,0,0,0,0,0,0,0,0,0,5,2,1,3
3367.2447,10,4,6,3,8,8,2,4,0,0,0,6,0,0,0,0,0,2,4,2,6
3204.4786,9,4,8,3,120,815,412,4,0,0,0,0,0,0,0,0,3,4,4,2,6
9407.6081,13,4,7,3,120,815,412,4,0,0,6,4,0,0,0,0,3,1,5,1,6
4031.1453,7,3,5,2,90,118,18,3,0,0,3,2,0,0,0,0,1,1,3,0,3
4009.2922,9,3,3,2,120,815,412,3,0,0,0,0,0,0,0,0,0,3,2,1,3
2806.0275,10,5,10,5,35,114,25,5,1,0,2,6,0,0,0,0,0,0,3,7,10
2184.7822,8,3,5,2,22,171,107,3,0,0,0,0,0,0,5,0,0,3,3,0,3
2173.9711,8,3,4,2,5,35,20,3,0,0,0,4,0,0,0,0,0,0,2,1,3
1655.3044,8,3,5,2,5,35,20,3,0,0,0,5,0,0,0,0,0,1,3,0,3
1260.8611,14,3,9,2,184,2703,1178,3,0,0,0,0,0,0,0,0,10,2,2,1,3
2750.1814,8,3,4,2,127,400,194,3,0,0,0,0,0,0,0,0,5,3,3,0,3
2712.1569,8,3,5,2,128,399,33,3,0,0,0,2,0,0,3,0,0,0,2,1,3
2366.6375,8,3,5,2,208,2573,1387,3,0,0,0,0,0,0,0,0,0,5,2,1,3
2336.2569,8,3,8,3,19,60,8,3,0,0,0,6,0,0,0,0,0,0,2,1,3
2114.8503,8,3,5,2,127,400,194,3,0,0,0,0,0,0,0,0,5,3,3,0,3
2065.4078,12,3,5,2,55,139,59,3,0,0,0,5,0,0,0,0,0,1,3,0,3
1660.4492,8,3,5,2,128,399,33,3,0,0,0,0,0,0,5,0,0,1,3,0,3
1647.4178,8,3,5,2,3,9,6,3,0,0,0,5,0,0,0,0,0,1,3,0,3
3127.9811,8,4,7,3,127,400,194,4,0,0,1,5,0,0,0,0,3,1,5,1,6
2184.5261,17,3,10,2,26,117,30,3,0,0,0,10,0,0,0,0,0,1,3,0,3
1179.2144,6,3,3,2,19,154,108,3,0,0,1,2,0,0,0,0,0,0,2,1,3
84.1175,11,3,8,2,14,45,28,3,0,0,0,8,0,0,0,0,0,1,3,0,3
2931.6044,7,3,5,2,35,114,25,3,0,0,0,5,0,0,0,0,0,0,2,1,3
1660.21,8,3,5,2,128,399,33,3,0,0,0,0,0,0,5,0,0,1,3,0,3
1646.9328,8,3,7,2,38,177,79,3,0,0,0,4,0,0,0,0,0,3,3,0,3
4510.0736,8,4,8,4,8,25,20,4,0,0,0,6,0,0,0,0,0,2,4,2,6
2011.9792,8,4,4,3,85,342,178,4,0,0,0,0,0,0,0,0,4,4,4,2,6
3030.6492,9,4,9,4,70,0,0,4,3,2,0,6,0,0,1,0,0,0,5,1,6
177.2758,6,3,3,2,9,31,19,3,1,0,0,4,0,0,0,0,0,0,2,1,3
14.2372,8,3,4,2,387,4508,3428,3,0,0,0,6,0,0,0,0,0,2,3,0,3
79.2808,29,9,29,9,143,399,24,9,34,0,4,34,0,0,5,0,2,11,22,14,36
14606.0347,6,3,3,2,2,14,8,3,0,0,1,2,0,0,0,0,1,0,2,1,3
526.2375,8,3,8,3,149,582,236,3,0,0,0,4,0,0,0,0,0,0,2,1,3
167.8869,5,3,4,2,184,2703,1178,3,0,0,0,3,0,0,0,0,0,1,2,1,3
20.6242,17,3,2,2,140,626,118,3,0,0,0,0,0,0,0,0,0,7,2,1,3
162.9047,9,4,8,3,26,32,10,4,1,0,0,7,0,0,0,0,0,2,4,2,6
201.1672,8,3,5,2,30,227,165,3,0,3,0,3,0,0,3,0,0,0,3,0,3
119.1042,10,3,4,2,10,31,5,3,0,0,0,4,0,0,0,0,0,2,3,0,3
224.3744,7,4,6,3,16,57,32,4,1,0,0,6,0,0,0,0,0,1,5,1,6
237.8719,6,3,3,2,52,146,49,3,0,0,0,3,0,0,0,0,0,1,2,1,3
9.4561,9,4,7,3,112,344,189,4,0,0,0,0,2,6,3,0,3,0,6,0,6
66.1697,8,3,5,2,5,5,0,3,3,0,0,4,0,0,0,0,0,0,3,0,3
349.4544,9,3,6,2,1,3,0,3,4,0,0,4,0,0,0,0,0,0,3,0,3
272.8211,9,3,9,3,11,15,2,3,4,0,0,5,0,0,0,0,0,0,3,0,3
485.3203,8,3,5,2,7,20,0,3,3,0,0,4,0,0,0,0,0,0,3,0,3
361.5003,7,3,3,2,13,38,15,3,1,0,0,3,0,0,0,0,0,0,3,0,3
496.6758,8,3,3,2,20,53,13,3,0,0,0,5,0,0,0,0,0,1,2,1,3
36.2244,12,4,6,3,387,4508,3428,4,0,0,0,10,0,0,0,0,0,8,6,0,6
