"ElapsedTime","Interest","Contributors","CommunityInterest","ExternalContributors","DeveloperExperience","OwnerEngagement","OwnerSpectrum","TotalVertices","C1C1","C1C2","C1C3","C1C4","C2C2","C2C3","C2C4","C3C3","C3C4","C4C4","RepeatInteractions","total.distinct","TotalEdges"
363.8039,11,6,10,5,131,770,374,6,5,0,0,16,0,0,0,0,0,2,12,3,15
286.2306,10,4,6,3,47,413,237,4,0,0,0,6,0,0,0,0,0,2,4,2,6
278.2339,10,5,8,4,70,1084,851,5,0,0,1,7,0,0,0,0,2,3,5,5,10
257.1989,13,5,8,4,4,17,7,5,3,0,0,8,0,0,0,0,0,2,6,4,10
205.1064,9,4,7,3,319,2773,1800,4,0,0,0,0,0,0,0,0,6,2,4,2,6
835.8364,10,4,6,3,403,2831,1466,4,0,0,0,7,0,0,0,0,0,0,3,3,6
177.9389,10,4,8,3,131,770,374,4,0,0,0,8,0,0,0,0,0,4,4,2,6
14.4483,5,3,3,2,403,2831,1466,3,0,0,0,0,0,0,0,0,0,3,2,1,3
183.5525,12,4,9,3,55,400,239,4,3,0,0,11,0,0,0,0,0,0,5,1,6
501.2028,9,3,4,2,299,1583,491,3,0,0,0,0,0,0,0,0,3,1,2,1,3
1119.1594,35,8,35,8,15804,0,0,8,10,2,4,33,0,1,0,0,2,10,17,11,28
474.1769,35,8,34,7,119,582,359,8,10,2,2,33,0,0,0,0,0,10,14,14,28
376.5589,35,8,34,7,299,1583,491,8,9,2,2,33,0,0,0,0,0,10,14,14,28
369.4442,37,11,35,10,3,5,0,11,6,0,18,72,0,0,0,0,19,41,41,14,55
100.5039,33,9,29,8,299,1583,491,9,0,0,0,0,0,0,19,4,33,37,22,14,36
14.85,17,5,10,4,118,1844,1238,5,0,0,0,0,0,0,0,0,0,26,9,1,10
2238.9083,11,4,8,3,72,1332,1167,4,0,0,0,0,0,0,0,0,0,12,5,1,6
1691.8328,11,5,10,4,319,2773,1800,5,1,0,0,5,0,0,0,0,0,4,7,3,10
1315.5256,37,11,36,10,319,2773,1800,11,1,4,2,37,4,0,20,0,9,46,30,25,55
1184.5997,33,10,26,9,299,1583,491,10,1,5,8,25,0,0,6,0,16,11,25,20,45
1034.3039,36,12,34,11,150,676,331,12,1,11,2,47,0,5,23,0,12,44,39,27,66
1032.8592,34,8,27,7,299,1583,491,8,0,0,0,0,0,0,4,0,20,24,10,18,28
711.1553,39,13,38,12,319,2773,1800,13,1,1,3,26,0,4,18,0,33,39,26,52,78
548.7811,34,8,27,7,299,1583,491,8,0,0,0,0,0,0,0,0,26,24,10,18,28
518.1908,10,5,9,4,56,175,44,5,0,0,1,4,0,0,0,0,3,4,7,3,10
268.5036,32,8,26,7,299,1583,491,8,0,0,10,20,0,0,0,0,20,14,15,13,28
193.2911,30,7,23,6,299,1583,491,7,0,0,0,0,0,0,0,0,16,25,9,12,21
139.8753,8,4,5,3,150,676,331,4,0,0,0,0,0,1,3,0,4,1,5,1,6
40.9036,33,9,28,8,118,1844,1238,9,0,0,5,25,0,0,0,0,13,33,18,18,36
28.9111,31,8,31,8,6,2,0,8,0,0,6,19,0,0,1,0,13,19,14,14,28
1570.0894,34,10,34,10,100,2744,2475,10,0,0,1,11,0,0,0,0,10,52,16,29,45
1349.9353,9,4,5,3,150,676,331,4,0,1,0,1,0,0,3,0,1,0,4,2,6
1347.3089,9,4,5,3,150,676,331,4,0,0,0,0,1,0,4,0,1,0,4,2,6
1344.7289,36,10,33,9,1,4,1,10,0,4,1,29,0,0,1,0,9,36,21,24,45
1305.5617,34,8,25,7,118,1844,1238,8,0,0,0,0,0,0,4,0,10,38,13,15,28
1210.7611,20,6,19,5,5,31,20,6,1,0,1,25,0,0,0,0,1,21,12,3,15
1118.2925,7,3,4,2,100,2744,2475,3,0,0,0,3,0,0,0,0,1,0,2,1,3
1018.2347,36,13,33,12,299,1583,491,13,3,0,24,67,0,0,0,4,43,45,48,30,78
840.4853,32,10,28,9,48,195,107,10,4,0,9,33,0,0,0,0,5,20,22,23,45
823.5406,34,9,34,9,1,2,2,9,2,0,12,40,0,0,1,0,11,13,20,16,36
523.0689,9,3,4,2,150,676,331,3,0,0,0,0,0,0,4,0,1,0,2,1,3
515.6756,13,7,10,6,319,2773,1800,7,3,0,1,6,0,0,2,0,2,8,12,9,21
448.7564,9,3,5,2,299,1583,491,3,0,0,0,0,0,0,0,0,6,1,2,1,3
289.0808,11,4,6,3,150,676,331,4,0,0,0,0,0,0,5,0,1,1,4,2,6
56.8272,31,8,28,7,150,676,331,8,0,0,0,0,0,4,16,4,17,14,12,16,28
47.1558,22,5,15,4,299,1583,491,5,0,0,7,13,0,0,0,0,4,26,10,0,10
2730.6064,12,5,12,5,1,2,2,5,2,0,0,13,0,0,0,0,1,5,8,2,10
2310.7097,10,5,8,4,72,1332,1167,5,1,0,0,7,0,0,1,0,0,5,8,2,10
2069.1289,10,4,9,3,33,73,24,4,0,0,0,6,0,0,0,0,0,5,5,1,6
1542.7411,9,5,8,4,28,78,30,5,1,2,0,6,0,0,3,0,1,0,5,5,10
1477.6622,34,11,29,10,72,1332,1167,11,0,5,1,21,0,0,15,0,8,51,26,29,55
806.7856,9,4,9,4,164,1920,803,4,0,0,1,6,0,0,0,0,2,1,4,2,6
692.3231,9,3,5,2,299,1583,491,3,0,0,0,0,0,0,0,0,4,1,2,1,3
403.1011,9,4,5,3,416,2684,783,4,0,0,0,0,0,0,0,0,4,4,5,1,6
331.2803,11,3,5,2,299,1583,491,3,0,0,0,0,0,0,0,0,8,1,2,1,3
234.4744,31,7,25,6,299,1583,491,7,0,0,0,0,0,0,0,0,26,21,9,12,21
1560.7353,7,3,5,2,310,1396,577,3,0,0,0,0,0,0,0,0,4,1,2,1,3
1520.0564,8,4,7,3,299,1583,491,4,0,1,0,5,0,0,2,0,2,1,5,1,6
1519.9692,8,3,6,2,33,73,24,3,0,0,0,6,0,0,0,0,0,0,2,1,3
1519.9356,8,3,6,2,33,73,24,3,0,0,0,6,0,0,0,0,0,0,2,1,3
1484.9503,9,3,5,2,299,1583,491,3,0,0,0,0,0,0,2,0,2,1,2,1,3
1397.2247,8,3,5,2,299,1583,491,3,0,0,0,0,0,0,2,0,2,1,2,1,3
1227.8919,33,9,30,8,16,52,16,9,0,4,1,26,0,0,2,0,8,24,18,18,36
1201.7775,8,3,6,2,116,1106,615,3,0,0,0,5,0,0,0,0,1,0,2,1,3
1193.5514,9,3,5,2,333,1485,312,3,0,0,0,5,0,0,0,0,1,0,2,1,3
1157.3031,35,9,29,8,333,1485,312,9,0,4,1,25,0,0,1,0,9,22,14,22,36
1155.8853,8,3,6,2,50,98,25,3,0,0,0,6,0,0,0,0,0,0,2,1,3
1144.2589,34,10,32,9,333,1485,312,10,0,4,0,25,0,0,5,0,9,46,20,25,45
1044.9142,37,11,32,10,299,1583,491,11,1,8,2,34,0,0,8,0,25,28,29,26,55
1018.9283,34,11,32,10,72,1332,1167,11,1,6,4,48,0,0,3,0,9,42,29,26,55
717.6719,12,3,5,2,150,676,331,3,0,0,0,0,0,0,7,0,1,0,2,1,3
693.0269,33,9,29,8,150,676,331,9,0,0,0,0,0,4,19,4,28,25,19,17,36
664.3236,9,3,5,2,72,1332,1167,3,0,0,0,0,0,0,0,0,0,6,2,1,3
552.6911,14,4,6,3,33,73,24,4,0,0,4,5,0,0,0,0,4,1,5,1,6
488.0628,30,8,26,7,416,2684,783,8,0,0,0,0,0,0,0,0,25,34,14,14,28
466.9386,8,4,6,3,72,1332,1167,4,0,0,0,0,0,0,1,0,0,5,3,3,6
466.9258,8,4,6,3,72,1332,1167,4,0,0,0,1,0,0,0,0,0,5,3,3,6
402.9103,8,3,4,2,416,2684,783,3,0,0,0,0,0,0,0,0,0,4,2,1,3
398.2553,16,5,11,4,411,2225,1444,5,0,0,0,4,0,0,1,0,0,11,7,3,10
372.5306,16,5,12,4,416,2684,783,5,0,0,0,2,0,0,2,0,0,11,7,3,10
295.94,8,3,4,2,150,676,331,3,0,0,0,0,0,0,4,0,1,0,2,1,3
282.4247,8,4,4,3,416,2684,783,4,0,0,0,2,0,0,0,0,0,3,3,3,6
276.7603,8,4,6,3,72,1332,1167,4,0,0,0,1,0,0,0,0,0,5,3,3,6
215.9208,10,3,5,2,96,290,32,3,0,0,0,5,0,0,0,0,0,0,2,1,3
1049.0839,33,7,24,6,299,1583,491,7,0,0,0,0,0,0,0,0,30,16,10,11,21
1040.8283,6,3,3,2,71,818,634,3,0,0,0,0,0,0,3,0,0,0,2,1,3
1009.8553,21,6,17,5,118,1844,1238,6,0,0,2,17,0,0,0,0,4,37,13,2,15
976.7589,20,5,18,4,100,2744,2475,5,0,0,4,12,0,0,1,0,7,24,8,2,10
22.9267,9,3,5,2,299,1583,491,3,0,0,0,0,0,0,0,0,0,7,2,1,3
17.9408,9,3,4,2,100,2744,2475,3,0,0,0,3,0,0,0,0,1,0,2,1,3
2172.2106,37,9,37,9,6,2,0,9,0,0,9,26,0,0,0,0,29,30,20,16,36
1211.7508,11,6,9,5,12,63,32,6,2,0,0,12,0,0,0,0,1,9,14,1,15
1170.3394,31,7,24,6,299,1583,491,7,0,0,0,0,0,0,0,0,20,13,7,14,21
1024.7133,19,5,13,4,118,1844,1238,5,0,0,0,0,0,0,0,0,5,32,8,2,10
884.3194,11,5,7,4,84,334,122,5,0,0,2,5,0,0,0,0,4,5,8,2,10
875.5875,10,4,10,4,299,1583,491,4,0,0,0,0,0,0,1,0,5,5,5,1,6
813.3369,16,7,15,6,310,1396,577,7,0,0,4,6,0,0,0,1,16,4,15,6,21
524.5458,20,4,14,3,299,1583,491,4,0,0,0,0,0,0,0,0,6,28,5,1,6
509.4428,21,6,17,5,299,1583,491,6,1,0,7,26,0,0,0,0,2,29,14,1,15
355.0194,19,4,14,3,299,1583,491,4,0,0,0,0,0,0,0,0,5,28,6,0,6
338.7872,10,3,5,2,299,1583,491,3,0,0,0,0,0,0,0,0,5,3,2,1,3
60.7208,9,4,7,3,16,52,16,4,0,0,0,7,0,0,0,0,0,3,4,2,6
10779.8206,17,6,14,5,164,1920,803,6,0,1,0,0,0,1,0,2,15,6,10,5,15
4528.2894,13,5,11,4,12,63,32,5,2,0,0,12,0,0,0,0,0,4,9,1,10
1295.9333,10,4,7,3,100,2744,2475,4,3,0,0,9,0,0,0,0,1,0,5,1,6
1248.7367,10,4,10,4,150,676,331,4,0,0,0,0,0,0,0,0,3,3,4,2,6
1188.4142,21,5,16,4,118,1844,1238,5,0,0,0,0,0,0,0,0,0,47,10,0,10
1158.2692,22,6,18,5,96,290,32,6,0,4,2,14,0,0,2,0,13,27,13,2,15
1041.0186,32,9,27,8,150,676,331,9,0,0,0,0,0,2,16,4,23,29,18,18,36
1001.8425,7,3,5,2,319,2773,1800,3,0,0,0,0,0,0,4,0,0,1,2,1,3
871.3981,12,5,9,4,299,1583,491,5,0,0,3,7,0,0,0,0,3,6,9,1,10
747.6489,9,3,6,2,299,1583,491,3,0,0,0,0,0,0,0,0,4,3,2,1,3
651.4883,10,4,5,3,150,676,331,4,0,0,0,0,0,0,0,1,6,2,5,1,6
56.2792,12,5,7,4,150,676,331,5,0,0,0,0,0,1,2,0,7,3,7,3,10
1557.0944,9,3,6,2,319,2773,1800,3,0,0,0,2,0,0,3,0,0,1,2,1,3
1375.4692,10,5,9,4,31,1139,1064,5,1,0,0,13,0,0,0,0,0,5,7,3,10
1236.6694,11,5,10,4,299,1583,491,5,0,0,0,0,0,0,0,0,2,12,7,3,10
1082.5353,11,3,5,2,299,1583,491,3,0,0,0,0,0,0,0,0,4,2,2,1,3
1051.1831,19,5,17,4,118,1844,1238,5,0,0,0,17,0,0,0,0,0,28,9,1,10
1041.5094,9,3,4,2,310,1396,577,3,0,0,0,0,0,0,0,0,3,1,2,1,3
968.9686,9,4,7,3,164,1920,803,4,0,0,0,0,0,0,0,2,4,4,5,1,6
947.1692,6,3,4,2,100,2744,2475,3,0,0,0,3,0,0,0,0,1,0,2,1,3
882.6253,6,3,4,2,100,2744,2475,3,0,0,0,3,0,0,0,0,1,0,2,1,3
723.2325,9,3,5,2,299,1583,491,3,0,0,0,0,0,0,0,0,5,2,2,1,3
722.0511,10,3,5,2,299,1583,491,3,0,0,0,0,0,0,0,0,6,2,2,1,3
503.5875,9,3,4,2,150,676,331,3,0,0,0,0,0,0,0,0,4,0,2,1,3
337.6081,19,4,13,3,299,1583,491,4,0,0,0,0,0,0,0,0,1,29,6,0,6
162.6642,9,3,5,2,299,1583,491,3,0,0,0,0,0,0,0,0,0,7,2,1,3
75.4078,19,4,14,3,299,1583,491,4,0,0,0,0,0,0,0,0,0,34,6,0,6
63.8697,11,6,8,5,150,676,331,6,0,1,3,5,0,1,1,0,5,1,9,6,15
1135.1381,9,4,7,3,164,1920,803,4,0,0,0,0,0,0,0,1,4,6,5,1,6
1133.2378,10,4,7,3,164,1920,803,4,0,0,0,0,0,0,0,3,5,4,5,1,6
1132.8928,9,4,7,3,164,1920,803,4,0,0,0,0,0,0,0,2,4,4,5,1,6
997.9383,10,4,5,3,16,65,30,4,2,0,0,5,0,0,0,0,1,0,4,2,6
1830.8367,9,5,8,4,72,1332,1167,5,0,0,0,6,0,0,0,0,1,11,8,2,10
1136.4897,8,3,6,2,164,1920,803,3,0,0,0,0,0,0,0,0,3,6,3,0,3
1134.2667,8,3,6,2,164,1920,803,3,0,0,0,0,0,0,0,0,3,6,3,0,3
1061.9606,8,3,6,2,6,2,0,3,0,0,0,6,0,0,0,0,0,1,3,0,3
1031.8442,8,3,6,2,96,290,32,3,0,0,0,6,0,0,0,0,0,0,2,1,3
1031.8067,9,3,5,2,96,290,32,3,0,0,0,5,0,0,0,0,0,0,2,1,3
992.5756,8,3,6,2,164,1920,803,3,0,0,0,0,0,0,0,0,3,6,3,0,3
990.6794,8,3,6,2,164,1920,803,3,0,0,0,0,0,0,0,0,3,6,3,0,3
969.7575,8,3,5,2,333,1485,312,3,0,0,0,4,0,0,0,0,1,0,2,1,3
928.2581,8,3,6,2,164,1920,803,3,0,0,0,0,0,0,0,0,3,6,3,0,3
887.3811,8,3,6,2,50,98,25,3,0,0,0,6,0,0,0,0,0,0,2,1,3
676.2564,8,3,6,2,50,98,25,3,0,0,0,6,0,0,0,0,0,0,2,1,3
676.2083,9,3,6,2,50,98,25,3,0,0,0,6,0,0,0,0,0,0,2,1,3
676.1647,8,3,6,2,50,98,25,3,0,0,0,6,0,0,0,0,0,0,2,1,3
639.3589,19,5,16,4,333,1485,312,5,0,0,2,12,0,0,1,0,5,24,8,2,10
618.0581,8,3,4,2,416,2684,783,3,0,0,0,0,0,0,0,0,0,4,2,1,3
390.2803,8,3,6,2,164,1920,803,3,0,0,0,0,0,0,0,0,3,6,3,0,3
312.4514,8,3,8,3,299,1583,491,3,0,0,0,0,0,0,0,0,6,0,2,1,3
308.6664,8,3,6,2,96,290,32,3,0,0,0,6,0,0,0,0,0,0,2,1,3
147.7547,9,3,5,2,164,1920,803,3,0,0,0,0,0,0,0,0,2,6,3,0,3
140.415,9,3,6,2,299,1583,491,3,0,0,0,0,0,0,0,0,0,6,2,1,3
130.9647,8,3,5,2,333,1485,312,3,0,0,0,4,0,0,0,0,1,0,2,1,3
121.1389,8,3,6,2,96,290,32,3,0,0,0,6,0,0,0,0,0,0,2,1,3
121.0319,8,3,6,2,96,290,32,3,0,0,0,6,0,0,0,0,0,0,2,1,3
81.7908,9,4,7,3,100,2744,2475,4,0,0,0,6,0,0,0,0,1,2,4,2,6
74.8794,8,3,6,2,299,1583,491,3,0,0,0,0,0,0,0,0,0,6,2,1,3
934.8764,9,3,5,2,299,1583,491,3,0,0,0,0,0,0,0,0,0,7,2,1,3
6318.5211,21,7,21,7,150,676,331,7,0,1,3,11,0,2,3,0,7,7,15,6,21
1004.6467,10,4,8,3,14,198,169,4,0,0,3,5,0,0,0,0,3,2,5,1,6
927.1956,10,4,5,3,319,2773,1800,4,0,0,0,3,0,0,3,0,1,1,4,2,6
926.3469,9,3,4,2,319,2773,1800,3,0,0,0,0,0,0,2,0,1,1,2,1,3
881.9517,9,3,4,2,319,2773,1800,3,0,0,0,0,0,0,2,0,1,1,2,1,3
881.4039,6,3,4,2,319,2773,1800,3,0,0,0,0,0,0,2,0,1,1,2,1,3
835.8139,7,3,5,2,319,2773,1800,3,0,0,0,0,0,0,3,0,1,1,2,1,3
806.4428,15,6,15,6,96,290,32,6,0,1,0,6,0,1,9,0,6,6,10,5,15
735.8153,9,4,6,3,23,92,54,4,0,0,0,6,0,0,0,0,0,2,4,2,6
637.1775,9,3,4,2,333,1485,312,3,0,0,0,2,0,0,1,0,1,0,2,1,3
260.3322,8,4,5,3,310,1396,577,4,0,0,0,0,0,0,0,0,0,9,5,1,6
224.8039,10,5,7,4,333,1485,312,5,0,0,0,0,0,0,6,0,1,2,6,4,10
108.0272,10,5,7,4,333,1485,312,5,0,0,0,0,2,1,4,0,1,0,5,5,10
64.4508,6,3,3,2,319,2773,1800,3,0,0,0,0,0,0,0,0,2,1,2,1,3
23.2047,11,4,7,3,96,290,32,4,0,0,0,7,0,0,0,0,0,3,4,2,6
3338.1928,18,10,17,9,22,72,32,10,14,5,2,26,0,1,4,0,4,7,30,15,45
1683.1972,19,6,16,5,319,2773,1800,6,0,0,0,0,0,1,12,0,2,36,13,2,15
1559.1817,12,6,11,5,333,1485,312,6,1,0,2,6,0,0,2,0,5,3,13,2,15
1161.4475,10,4,7,3,333,1485,312,4,0,0,0,2,0,3,1,0,1,0,3,3,6
917.8978,11,5,7,4,416,2684,783,5,0,0,0,4,0,1,1,0,2,3,7,3,10
881.6919,6,3,4,2,319,2773,1800,3,0,0,0,0,0,0,2,0,1,1,2,1,3
881.3433,6,3,4,2,310,1396,577,3,0,0,0,0,0,0,0,0,2,2,2,1,3
855.4619,11,4,6,3,71,818,634,4,0,0,0,0,3,0,8,0,1,0,5,1,6
838.2164,18,5,10,4,26,124,84,5,10,0,0,11,0,0,1,0,0,1,9,1,10
837.1633,10,5,9,4,16,65,30,5,5,0,0,9,0,0,0,0,0,0,7,3,10
806.0917,10,4,7,3,121,667,460,4,0,0,0,3,0,2,2,0,1,2,5,1,6
666.3631,10,5,8,4,99,970,729,5,2,0,1,8,0,1,1,0,1,0,6,4,10
550.2994,11,5,7,4,319,2773,1800,5,0,2,2,5,0,0,0,0,3,2,7,3,10
310.8369,10,5,7,4,99,970,729,5,0,2,1,4,0,1,3,0,1,0,7,3,10
265.0303,8,4,5,3,319,2773,1800,4,0,0,0,0,0,0,0,0,6,2,4,2,6
239.7342,8,4,6,3,319,2773,1800,4,0,0,0,0,0,1,2,0,4,1,4,2,6
217.3081,6,3,4,2,319,2773,1800,3,0,0,0,0,0,0,0,0,3,1,2,1,3
199.0586,11,5,8,4,12,63,32,5,0,3,1,4,0,1,3,0,1,0,7,3,10
168.7847,11,5,11,5,72,1332,1167,5,0,1,0,8,0,0,2,0,0,4,6,4,10
137.1969,6,3,4,2,310,1396,577,3,0,0,0,0,0,0,0,0,0,4,2,1,3
2504.6311,13,6,10,5,47,303,205,6,0,0,1,6,0,0,0,0,2,7,13,2,15
2046.4222,11,7,10,6,55,139,59,7,3,0,4,6,0,1,0,0,3,2,8,13,21
1639.3903,6,3,6,3,4,13,13,3,0,3,0,1,0,0,1,0,0,0,3,0,3
1517.5853,11,4,7,3,164,1920,803,4,0,0,0,0,0,0,0,0,4,7,4,2,6
1476.3725,11,5,7,4,164,1920,803,5,0,0,0,0,0,0,0,0,8,5,6,4,10
994.4933,10,4,6,3,333,1485,312,4,0,0,0,2,0,2,1,0,1,0,3,3,6
894.2233,11,4,6,3,164,1920,803,4,0,0,0,0,0,0,0,0,2,8,4,2,6
862.1294,11,4,11,4,26,120,75,4,0,0,0,0,0,0,0,0,0,11,4,2,6
805.1147,7,3,3,2,31,1139,1064,3,0,0,0,3,0,0,0,0,0,1,2,1,3
796.7744,9,4,7,3,96,290,32,4,0,0,2,5,0,0,0,0,2,0,4,2,6
750.9978,9,4,7,3,299,1583,491,4,0,0,0,0,0,0,0,0,0,10,5,1,6
539.8508,6,3,4,2,100,2744,2475,3,0,0,0,0,0,0,3,0,1,0,2,1,3
531.2064,13,5,8,4,164,1920,803,5,0,0,0,0,0,0,5,0,4,9,7,3,10
335.0856,10,4,8,3,16,52,16,4,0,0,3,5,0,0,0,0,1,0,4,2,6
218.75,10,4,6,3,299,1583,491,4,0,0,0,8,0,0,0,0,0,4,5,1,6
183.1322,6,3,4,2,310,1396,577,3,0,0,0,0,0,0,0,0,0,4,2,1,3
171.5819,11,5,11,5,8,41,27,5,0,0,0,0,2,2,9,0,2,0,7,3,10
123.0147,12,5,6,4,333,1485,312,5,0,0,0,0,1,1,3,0,1,0,4,6,10
45.9225,9,4,7,3,299,1583,491,4,0,0,0,7,0,0,0,0,0,2,4,2,6
3415.3878,15,8,13,7,35,123,30,8,9,0,4,20,0,0,0,0,2,3,24,4,28
1227.6269,10,6,8,5,31,1139,1064,6,0,1,0,6,0,0,2,0,1,6,10,5,15
634.0136,9,5,8,4,299,1583,491,5,0,0,0,0,1,0,7,0,3,2,7,3,10
1474.9636,8,4,6,3,164,1920,803,4,0,0,0,0,0,0,0,0,3,5,4,2,6
1159.8342,9,4,5,3,333,1485,312,4,0,0,0,2,0,1,1,0,1,0,3,3,6
1140.1169,8,4,5,3,333,1485,312,4,0,0,0,2,0,1,1,0,1,0,3,3,6
1073.0814,8,4,6,3,164,1920,803,4,0,0,0,0,0,0,0,0,1,7,4,2,6
1040.6953,8,4,5,3,333,1485,312,4,0,0,0,2,0,1,1,0,1,0,3,3,6
1039.675,9,4,7,3,96,290,32,4,0,0,2,5,0,0,0,0,2,0,4,2,6
935.9664,18,4,15,3,299,1583,491,4,0,0,0,0,0,0,0,0,0,25,4,2,6
900.6728,8,4,6,3,100,2744,2475,4,0,0,0,3,0,1,1,0,1,0,3,3,6
856.7583,8,3,5,2,299,1583,491,3,0,0,0,0,0,0,0,0,0,6,2,1,3
750.8444,8,4,5,3,164,1920,803,4,0,0,0,0,0,0,0,0,1,6,4,2,6
744.2019,9,4,6,3,164,1920,803,4,0,0,0,0,0,0,0,0,2,8,4,2,6
739.3497,8,4,5,3,16,65,30,4,0,0,1,4,0,0,0,0,1,0,3,3,6
718.2642,9,4,6,3,164,1920,803,4,0,0,0,0,0,0,0,0,1,7,4,2,6
711.9742,8,4,6,3,100,2744,2475,4,0,0,0,3,0,1,1,0,1,0,3,3,6
706.44,9,4,6,3,100,2744,2475,4,0,0,0,3,0,1,1,0,1,0,3,3,6
701.9322,8,3,4,2,333,1485,312,3,0,0,0,2,0,0,1,0,1,0,2,1,3
689.0081,8,4,6,3,96,290,32,4,0,0,1,5,0,0,0,0,1,0,4,2,6
671.8319,8,3,4,2,299,1583,491,3,0,0,0,0,0,0,0,0,0,4,2,1,3
668.7858,9,4,6,3,16,65,30,4,0,0,2,4,0,0,0,0,0,0,3,3,6
666.0561,12,5,6,4,26,124,84,5,2,0,2,8,0,0,0,0,0,0,7,3,10
659.1733,8,3,4,2,333,1485,312,3,0,0,0,1,0,0,2,0,1,0,2,1,3
648.1983,9,5,7,4,164,1920,803,5,0,0,0,0,0,0,2,0,1,7,6,4,10
641.5875,17,4,12,3,299,1583,491,4,0,0,0,0,0,0,0,0,0,21,4,2,6
543.8128,8,4,5,3,26,124,84,4,0,0,1,4,0,0,0,0,0,0,3,3,6
537.4417,9,4,6,3,333,1485,312,4,0,0,0,0,0,2,3,0,1,0,3,3,6
528.4619,9,5,7,4,16,52,16,5,0,1,1,5,0,0,2,0,0,0,4,6,10
511.3247,9,4,7,3,164,1920,803,4,0,0,0,0,0,0,0,0,2,7,4,2,6
431.3925,9,5,7,4,16,52,16,5,0,0,1,6,0,0,0,0,0,5,6,4,10
379.4458,10,6,8,5,43,120,22,6,0,1,1,6,0,0,2,0,0,2,5,10,15
379.4239,10,5,10,5,121,667,460,5,0,1,1,5,0,0,2,0,1,1,5,5,10
379.0264,9,4,6,3,43,120,22,4,0,0,1,5,0,0,0,0,0,0,3,3,6
372.0306,11,5,7,4,7,21,5,5,0,0,1,6,0,0,0,0,1,3,5,5,10
357.6692,8,4,6,3,43,120,22,4,0,0,1,5,0,0,0,0,0,0,3,3,6
315.2025,9,4,7,3,8,41,27,4,0,0,2,5,0,0,0,0,3,2,5,1,6
248.8564,8,4,6,3,118,1844,1238,4,0,0,0,0,0,0,0,0,2,5,4,2,6
234.0939,10,5,9,4,26,124,84,5,1,0,4,8,0,0,0,0,1,0,7,3,10
145.5581,9,4,6,3,43,120,22,4,0,0,1,5,0,0,0,0,1,0,3,3,6
104.7511,10,5,6,4,333,1485,312,5,0,0,0,0,1,2,6,0,2,0,7,3,10
83.6403,7,3,4,2,333,1485,312,3,0,0,0,0,0,0,3,0,1,0,2,1,3
81.4775,8,4,5,3,333,1485,312,4,0,0,0,0,0,1,3,0,1,0,3,3,6
375.8608,11,5,9,4,299,1583,491,5,0,0,1,7,0,0,0,0,2,3,7,3,10
685.4611,11,4,11,4,299,1583,491,4,0,0,0,9,0,0,0,0,0,2,4,2,6
535.0517,8,4,8,4,333,1485,312,4,0,0,0,0,0,0,4,0,2,2,4,2,6
496.3267,9,4,4,3,17,43,11,4,1,0,0,6,0,0,0,0,0,0,4,2,6
485.9606,11,4,8,3,50,98,25,4,0,3,0,5,0,0,2,0,0,0,4,2,6
466.45,9,4,6,3,333,1485,312,4,0,0,0,0,0,0,4,0,2,1,4,2,6
459.4694,12,4,11,3,96,290,32,4,0,0,1,5,0,0,0,0,5,1,6,0,6
352.9739,6,3,4,2,310,1396,577,3,0,0,0,0,0,0,0,0,0,4,2,1,3
342.2894,14,5,12,4,319,2773,1800,5,0,0,2,8,0,0,0,0,5,5,9,1,10
337.0247,9,3,3,2,71,818,634,3,0,0,0,0,0,0,3,0,0,0,2,1,3
313.9794,11,5,5,4,84,334,122,5,0,2,0,4,0,0,2,0,2,3,9,1,10
313.8386,9,4,5,3,84,334,122,4,0,2,0,3,0,0,1,0,0,0,4,2,6
300.9844,9,3,9,3,96,290,32,3,0,0,0,0,0,0,0,0,0,5,2,1,3
284.2975,9,4,7,3,299,1583,491,4,0,0,0,7,0,0,0,0,0,2,4,2,6
262.0872,7,3,4,2,319,2773,1800,3,0,0,0,0,0,0,0,0,3,1,2,1,3
235.2667,9,3,5,2,299,1583,491,3,0,0,0,0,0,0,0,0,0,7,2,1,3
223.7058,6,3,4,2,150,676,331,3,0,0,0,0,0,0,0,0,4,0,2,1,3
222.7536,11,6,9,5,8,41,27,6,1,0,1,11,0,0,0,0,3,5,12,3,15
219.6464,9,3,9,3,67,2249,2150,3,0,0,0,0,0,0,0,0,0,3,2,1,3
210.93,9,4,5,3,84,334,122,4,0,0,0,5,0,0,0,0,0,3,5,1,6
177.1861,11,6,9,5,72,1332,1167,6,0,0,1,8,0,0,0,0,6,12,12,3,15
176.0611,9,5,8,4,333,1485,312,5,0,0,3,4,0,0,0,2,4,0,6,4,10
165.3789,10,3,4,2,299,1583,491,3,0,0,0,0,0,0,0,0,0,6,2,1,3
156.0478,7,3,4,2,333,1485,312,3,0,0,0,0,0,0,0,0,5,0,2,1,3
155.3075,6,3,3,2,333,1485,312,3,0,0,0,0,0,0,0,0,3,2,3,0,3
153.9308,9,3,5,2,118,1844,1238,3,0,0,0,0,0,0,0,0,0,7,2,1,3
139.2353,7,4,4,3,310,1396,577,4,0,0,0,0,0,0,0,0,0,7,5,1,6
65.95,10,4,6,3,76,380,167,4,0,0,2,4,0,0,0,0,2,0,4,2,6
59.6903,11,3,4,2,333,1485,312,3,0,0,0,0,0,0,0,0,4,0,2,1,3
43.8106,6,3,4,2,310,1396,577,3,0,0,0,0,0,0,0,0,0,4,2,1,3
